genes,descriptions,num_populations,is_shared,Central,Western,Eastern
MMP17,matrix metallopeptidase 17,1,No,NA,9.068858843,NA
AGBL1,AGBL carboxypeptidase 1,1,No,NA,NA,9.066859299
LOC104004422,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,1,No,NA,9.065910284,NA
LOC134810006,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,NA,9.064427337
LOC107967700,uncharacterized LOC107967700,1,No,NA,NA,9.064146533
LOC112204540,uncharacterized LOC112204540,1,No,NA,9.0616631,NA
SUCLG2,succinate-CoA ligase GDP-forming subunit beta,1,No,NA,NA,9.051075352
SLCO4A1,solute carrier organic anion transporter family member 4A1,1,No,NA,NA,9.039367416
ZNF761,zinc finger protein 761,1,No,NA,9.022772553,NA
LOC748741,zinc finger protein 765-like,1,No,NA,NA,9.013233622
LOC112207536,BCL-6 corepressor-like protein 1,1,No,NA,9.005756599,NA
LOC129137268,hemoglobin subunit alpha-3-like,1,No,NA,9.002494182,NA
AQP12B,aquaporin 12B,1,No,NA,NA,9.002101705
LOC134808386,immunoglobulin alpha-2 heavy chain-like,1,No,NA,NA,9.001838452
LOC129143986,uncharacterized LOC129143986,1,No,NA,NA,8.983415327
FANCA,FA complementation group A,1,No,NA,8.932135345,NA
LOC104006792,uncharacterized LOC104006792,1,No,NA,8.915801674,NA
CERS3,ceramide synthase 3,1,No,NA,8.90038136,NA
LOC112204801,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,1,No,NA,8.894798824,NA
SMCO1,single-pass membrane protein with coiled-coil domains 1,1,No,NA,8.833219108,NA
LOC107972995,immunoglobulin heavy constant gamma 1-like,1,No,NA,8.815116276,NA
MRNIP,MRN complex interacting protein,1,No,NA,8.79003075,NA
OSBPL5,oxysterol binding protein like 5,1,No,NA,8.781416957,NA
CLCN7,chloride voltage-gated channel 7,1,No,NA,8.771288632,NA
LOC750856,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial,1,No,NA,8.756214839,NA
LOC134810509,uncharacterized LOC134810509,1,No,NA,8.669950407,NA
ARHGAP39,Rho GTPase activating protein 39,1,No,NA,8.629009041,NA
LOC107970891,succinate dehydrogenase [ubiquinone] flavoprotein subunit%2C mitochondrial,1,No,NA,8.565142768,NA
PDE9A,phosphodiesterase 9A,1,No,NA,8.550297738,NA
LOC129136397,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,1,No,NA,8.528283007,NA
DDI2,DNA damage inducible 1 homolog 2,1,No,NA,8.522643582,NA
LOC104001134,zinc finger protein 83,1,No,NA,8.518593964,NA
CHMP1A,charged multivesicular body protein 1A,1,No,NA,8.503026081,NA
DYNLT2B,dynein light chain Tctex-type 2B,1,No,NA,8.446393144,NA
SPATA22,spermatogenesis associated 22,1,No,NA,8.439038322,NA
ARID1B,AT-rich interaction domain 1B,1,No,NA,8.436173419,NA
LOC134810146,TATA-box-binding protein-associated factor 11-like protein 13,1,No,NA,8.435227447,NA
LOC104008153,putative protein FAM157A,1,No,NA,8.411073582,NA
LOC134810144,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,8.389393713,NA
BPIFB2,BPI fold containing family B member 2,1,No,NA,8.371728699,NA
LOC134810806,uncharacterized LOC134810806,1,No,NA,8.362054247,NA
SGTA,small glutamine rich tetratricopeptide repeat co-chaperone alpha,1,No,NA,8.351208119,NA
LOC112206249,putative uncharacterized protein FLJ46235,1,No,NA,8.259924098,NA
LYRM4,LYR motif containing 4,1,No,NA,8.246133903,NA
XIRP2,xin actin binding repeat containing 2,1,No,NA,8.226520495,NA
ZNF766,zinc finger protein 766,1,No,NA,8.2156403,NA
FN3KRP,fructosamine 3 kinase related protein,1,No,NA,8.209377566,NA
MYO18B,myosin XVIIIB,1,No,NA,8.17710539,NA
FAM53A,family with sequence similarity 53 member A,1,No,NA,8.136562906,NA
LAIR2,leukocyte associated immunoglobulin like receptor 2,1,No,NA,8.128808603,NA
PDCD2,programmed cell death 2,1,No,NA,8.119715244,NA
MUC2,mucin 2%2C oligomeric mucus/gel-forming,1,No,NA,8.119484276,NA
LOC129144049,uncharacterized LOC129144049,1,No,NA,8.10418279,NA
AHCTF1,AT-hook containing transcription factor 1,1,No,NA,8.091117452,NA
LOC100613395,uncharacterized LOC100613395,1,No,NA,8.082895792,NA
CADM2,cell adhesion molecule 2,1,No,NA,8.079204499,NA
MSRA,methionine sulfoxide reductase A,1,No,NA,8.066107271,NA
SCUBE1,signal peptide%2C CUB domain and EGF like domain containing 1,1,No,NA,8.057848202,NA
CROCC2,ciliary rootlet coiled-coil%2C rootletin family member 2,1,No,NA,8.05768838,NA
HSF2BP,heat shock transcription factor 2 binding protein,1,No,NA,8.051311191,NA
TRAPPC10,trafficking protein particle complex subunit 10,1,No,NA,8.048167384,NA
TPO,thyroid peroxidase,1,No,NA,8.039426686,NA
MGAM,maltase-glucoamylase,1,No,NA,8.030958241,NA
UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1,1,No,NA,7.982408672,NA
TSPAN9,tetraspanin 9,1,No,NA,7.945789276,NA
ZNF468,zinc finger protein 468,1,No,NA,7.937390955,NA
LOC744965,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1,1,No,NA,7.933102682,NA
LOC467592,immunoglobulin heavy variable 3-74-like,1,No,NA,7.92451899,NA
LOC100613625,putative golgin subfamily A member 8G,1,No,NA,7.917750977,NA
MIR373,microRNA mir-373,1,No,NA,7.903876304,NA
LOC743528,dual specificity protein phosphatase CDC14C-like,1,No,NA,7.899088863,NA
BTNL8,butyrophilin like 8,1,No,NA,7.893615284,NA
LOC134807286,uncharacterized LOC134807286,1,No,NA,7.855367128,NA
RPS6KA2,ribosomal protein S6 kinase A2,1,No,NA,7.833898361,NA
GOLGA6L2,golgin A6 family like 2,1,No,NA,7.827892797,NA
LOC129135413,RANBP2-like and GRIP domain-containing protein 5/6,1,No,NA,7.80192454,NA
FAM53B,family with sequence similarity 53 member B,1,No,NA,7.790003006,NA
LOC129143463,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,NA,7.787672928,NA
ASPG,asparaginase,1,No,NA,7.779444942,NA
KLHDC4,kelch domain containing 4,1,No,NA,7.774363474,NA
LOC112205857,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like,1,No,NA,7.757215821,NA
STMN3,stathmin 3,1,No,NA,7.750728416,NA
LOC107970279,uncharacterized LOC107970279,1,No,NA,7.742496967,NA
WRAP73,WD repeat containing%2C antisense to TP73,1,No,NA,7.736431152,NA
SUMF1,sulfatase modifying factor 1,1,No,NA,7.729429252,NA
PDXK,pyridoxal kinase,1,No,NA,7.722173514,NA
SUN1,Sad1 and UNC84 domain containing 1,1,No,NA,7.71226037,NA
CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,1,No,NA,7.710280322,NA
LOC134807806,uncharacterized LOC134807806,1,No,NA,7.706527398,NA
CEP72,centrosomal protein 72,1,No,NA,7.698183632,NA
LOC134807290,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,1,No,NA,7.697765112,NA
LOC134810088,uncharacterized LOC134810088,1,No,NA,7.656396578,NA
PARVB,parvin beta,1,No,NA,7.65000147,NA
LOC469825,PRAME family member,1,No,NA,7.637072914,NA
HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,1,No,NA,7.609596384,NA
SCRIB,scribble planar cell polarity protein,1,No,NA,7.602997393,NA
PMPCA,peptidase%2C mitochondrial processing subunit alpha,1,No,NA,7.593636981,NA
COL18A1,collagen type XVIII alpha 1 chain,1,No,NA,7.589371485,NA
C1H1orf159,chromosome 1 C1orf159 homolog,1,No,NA,7.58311319,NA
SPIRE2,spire type actin nucleation factor 2,1,No,NA,7.576026223,NA
LOC112208025,mitogen-activated protein kinase-binding protein 1,1,No,NA,7.548638768,NA
FAT1,FAT atypical cadherin 1,1,No,NA,7.531578525,NA
LOC134807288,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,1,No,NA,7.525379428,NA
KDM4C,lysine demethylase 4C,1,No,NA,7.523075544,NA
C3,complement C3,1,No,NA,7.522611683,NA
LOC129141462,PRAME family member 10-like,1,No,NA,7.505067674,NA
LOC129137954,protein FAM90A27P-like,1,No,NA,7.50199579,NA
