name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
LIPI,SVs,0,1,1,lipase I,9.7672e-4,Weak selection
LIPJ,SVs,0,1,0,lipase family member J,4.5238e-4,Weak selection
LIPK,SVs,0,1,0,lipase family member K,8.2347e-4,Weak selection
LIPT1,SVs,0,1,0,lipoyltransferase 1,0.00186102,Strong selection
LITAF,SVs,0,1,1,lipopolysaccharide induced TNF factor,0.0224666,Extreme selection
LIX1,SVs,0,1,0,limb and CNS expressed 1,0.00627686,Strong selection
LLGL2,SVs,1,1,0,LLGL scribble cell polarity complex component 2,0.0089341,Strong selection
LLPH,SVs,0,0,1,LLP homolog%2C long-term synaptic facilitation factor,0.0121029,Extreme selection
LMAN2,SVs,0,1,1,lectin%2C mannose binding 2,0.0120399,Extreme selection
LMAN2L,SVs,0,1,0,lectin%2C mannose binding 2 like,0.00534353,Strong selection
LMBR1,SVs,0,1,1,limb development membrane protein 1,0.0107127,Extreme selection
LMBR1L,SVs,0,0,1,limb development membrane protein 1 like,0.00625713,Strong selection
LMBRD1,SVs,1,1,1,LMBR1 domain containing 1,0.00635074,Strong selection
LMBRD2,SVs,0,1,0,LMBR1 domain containing 2,0.0222665,Extreme selection
LMCD1,SVs,0,1,1,LIM and cysteine rich domains 1,0.0114084,Extreme selection
LMF1,SVs,1,4,1,lipase maturation factor 1,8.3237e-4,Weak selection
LMF2,SVs,0,1,1,lipase maturation factor 2,6.7382e-4,Weak selection
LMLN,SVs,4,1,0,leishmanolysin like peptidase,0.018197,Extreme selection
LMNB1,SVs,0,1,1,lamin B1,0.0803557,Extreme selection
LMNB2,SVs,0,1,1,lamin B2,0.310179,Extreme selection
LMNTD1,SVs,0,1,4,lamin tail domain containing 1,0.00112385,Strong selection
LMNTD2,SVs,0,1,0,lamin tail domain containing 2,5.5478e-4,Weak selection
LMO3,SVs,0,1,0,LIM domain only 3,0.0785401,Extreme selection
LMO7,SVs,1,1,4,LIM domain 7,0.00435765,Strong selection
LMOD1,SVs,0,1,0,leiomodin 1,0.0612465,Extreme selection
LMOD3,SVs,0,0,1,leiomodin 3,0.00508759,Strong selection
LMTK2,SVs,0,0,1,lemur tyrosine kinase 2,0.118399,Extreme selection
LMTK3,SVs,1,1,1,lemur tyrosine kinase 3,0.264869,Extreme selection
LMX1A,SVs,0,1,1,LIM homeobox transcription factor 1 alpha,0.143027,Extreme selection
LMX1B,SVs,0,0,1,LIM homeobox transcription factor 1 beta,0.118212,Extreme selection
LNP1,SVs,0,1,1,leukemia NUP98 fusion partner 1,0.0024152,Strong selection
LNPEP,SVs,0,1,1,leucyl and cystinyl aminopeptidase,0.0346535,Extreme selection
LNPK,SVs,0,1,1,lunapark%2C ER junction formation factor,0.0213774,Extreme selection
LNX1,SVs,0,1,1,ligand of numb-protein X 1,0.00594985,Strong selection
LNX2,SVs,0,1,1,ligand of numb-protein X 2,0.0238956,Extreme selection
LONP1,SVs,0,0,1,lon peptidase 1%2C mitochondrial,0.0684436,Extreme selection
LONP2,SVs,0,1,0,lon peptidase 2%2C peroxisomal,0.0131186,Extreme selection
LONRF2,SVs,0,0,1,LON peptidase N-terminal domain and ring finger 2,0.0331207,Extreme selection
LONRF3,SVs,1,0,0,LON peptidase N-terminal domain and ring finger 3,0.0842671,Extreme selection
LOXHD1,SVs,0,1,0,lipoxygenase homology PLAT domains 1,0.00183513,Strong selection
LOXL2,SVs,0,1,0,lysyl oxidase like 2,0.0151955,Extreme selection
LOXL4,SVs,0,0,1,lysyl oxidase like 4,7.1429e-4,Weak selection
LPA,SVs,4,4,4,lipoprotein(a),3.1464e-4,Weak selection
LPAR1,SVs,0,1,0,lysophosphatidic acid receptor 1,0.0515385,Extreme selection
LPAR3,SVs,1,0,1,lysophosphatidic acid receptor 3,0.0088637,Strong selection
LPAR4,SVs,0,1,0,lysophosphatidic acid receptor 4,0.0234887,Extreme selection
LPAR6,SVs,0,1,1,lysophosphatidic acid receptor 6,0.00232741,Strong selection
LPCAT1,SVs,1,1,1,lysophosphatidylcholine acyltransferase 1,0.0263527,Extreme selection
LPCAT2,SVs,0,0,1,lysophosphatidylcholine acyltransferase 2,0.00807937,Strong selection
LPCAT3,SVs,1,1,0,lysophosphatidylcholine acyltransferase 3,0.0567852,Extreme selection
LPGAT1,SVs,1,0,0,lysophosphatidylglycerol acyltransferase 1,0.0579637,Extreme selection
LPIN1,SVs,1,1,1,lipin 1,0.0124716,Extreme selection
LPIN2,SVs,0,1,1,lipin 2,0.0410395,Extreme selection
LPP,SVs,1,1,1,LIM domain containing preferred translocation partner in lipoma,0.0153643,Extreme selection
LPXN,SVs,0,1,0,leupaxin,0.00909844,Strong selection
LRATD1,SVs,0,1,0,LRAT domain containing 1,0.0468098,Extreme selection
LRATD2,SVs,1,1,0,LRAT domain containing 2,0.00828054,Strong selection
LRBA,SVs,1,1,1,LPS responsive beige-like anchor protein,0.0328496,Extreme selection
LRCH1,SVs,0,1,1,leucine rich repeats and calponin homology domain containing 1,0.109647,Extreme selection
LRCH2,SVs,0,1,0,leucine rich repeats and calponin homology domain containing 2,0.192876,Extreme selection
LRCH3,SVs,1,1,1,leucine rich repeats and calponin homology domain containing 3,0.0125242,Extreme selection
LRFN2,SVs,0,1,1,leucine rich repeat and fibronectin type III domain containing 2,0.0568276,Extreme selection
LRFN3,SVs,1,1,1,leucine rich repeat and fibronectin type III domain containing 3,0.129191,Extreme selection
LRFN5,SVs,1,1,1,leucine rich repeat and fibronectin type III domain containing 5,0.0662022,Extreme selection
LRGUK,SVs,0,0,1,leucine rich repeats and guanylate kinase domain containing,0.00122381,Strong selection
LRIF1,SVs,1,1,0,ligand dependent nuclear receptor interacting factor 1,0.00880445,Strong selection
LRIG1,SVs,0,0,1,leucine rich repeats and immunoglobulin like domains 1,0.041746,Extreme selection
LRIG2,SVs,0,0,1,leucine rich repeats and immunoglobulin like domains 2,0.00551173,Strong selection
LRIT2,SVs,0,0,1,leucine rich repeat%2C Ig-like and transmembrane domains 2,7.4581e-4,Weak selection
LRMDA,SVs,0,1,1,leucine rich melanocyte differentiation associated,0.00131293,Strong selection
LRP10,SVs,1,0,0,LDL receptor related protein 10,0.00507358,Strong selection
LRP11,SVs,0,1,1,LDL receptor related protein 11,0.00283521,Strong selection
LRP12,SVs,0,1,0,LDL receptor related protein 12,0.119692,Extreme selection
LRP1B,SVs,1,1,1,LDL receptor related protein 1B,0.0580763,Extreme selection
LRP2,SVs,1,1,1,LDL receptor related protein 2,0.0633385,Extreme selection
LRP5,SVs,0,1,1,LDL receptor related protein 5,0.0475293,Extreme selection
LRP5L,SVs,0,1,0,LDL receptor related protein 5 like,0.00504804,Strong selection
LRP5L,SVs,0,1,0,LDL receptor related protein 5 like (pseudogene),0.00504804,Strong selection
LRP6,SVs,0,1,1,LDL receptor related protein 6,0.10305,Extreme selection
LRP8,SVs,0,1,1,LDL receptor related protein 8,0.0725477,Extreme selection
LRPPRC,SVs,0,1,1,leucine rich pentatricopeptide repeat containing,0.0232573,Extreme selection
LRR1,SVs,0,1,0,leucine rich repeat protein 1,0.0015418,Strong selection
LRRC1,SVs,0,0,1,leucine rich repeat containing 1,0.0534195,Extreme selection
LRRC10B,SVs,0,1,0,leucine rich repeat containing 10B,0.0106893,Extreme selection
LRRC17,SVs,0,0,1,leucine rich repeat containing 17,0.00296444,Strong selection
LRRC18,SVs,1,0,1,leucine rich repeat containing 18,8.6813e-4,Weak selection
LRRC2,SVs,1,1,1,leucine rich repeat containing 2,0.00242809,Strong selection
LRRC20,SVs,0,1,1,leucine rich repeat containing 20,0.00607322,Strong selection
LRRC23,SVs,1,1,0,leucine rich repeat containing 23,0.00144865,Strong selection
LRRC25,SVs,0,1,0,leucine rich repeat containing 25,0.21581,Extreme selection
LRRC27,SVs,0,0,1,leucine rich repeat containing 27,6.0781e-4,Weak selection
LRRC28,SVs,1,1,1,leucine rich repeat containing 28,0.00168945,Strong selection
LRRC31,SVs,0,1,1,leucine rich repeat containing 31,7.5437e-4,Weak selection
LRRC34,SVs,0,0,1,leucine rich repeat containing 34,7.626e-4,Weak selection
LRRC36,SVs,0,0,1,leucine rich repeat containing 36,0.00271721,Strong selection
LRRC37A,SVs,0,0,1,leucine rich repeat containing 37A,0.00179661,Strong selection
LRRC37A2,SVs,0,0,1,leucine rich repeat containing 37 member A2,0.00204419,Strong selection
LRRC37A3,SVs,0,0,1,leucine rich repeat containing 37 member A3,0.00341036,Strong selection
LRRC37B,SVs,1,1,0,leucine rich repeat containing 37B,0.00453533,Strong selection
LRRC38,SVs,1,0,1,leucine rich repeat containing 38,0.00727476,Strong selection
LRRC3B,SVs,1,1,1,leucine rich repeat containing 3B,0.0597428,Extreme selection
LRRC3C,SVs,0,0,1,leucine rich repeat containing 3C,0.00219355,Strong selection
LRRC40,SVs,1,0,0,leucine rich repeat containing 40,9.1332e-4,Weak selection
LRRC43,SVs,1,1,0,leucine rich repeat containing 43,7.6349e-4,Weak selection
LRRC45,SVs,0,1,0,leucine rich repeat containing 45,0.00566977,Strong selection
LRRC47,SVs,0,1,1,leucine rich repeat containing 47,0.0300236,Extreme selection
LRRC49,SVs,1,1,1,leucine rich repeat containing 49,0.015441,Extreme selection
LRRC4B,SVs,0,1,0,leucine rich repeat containing 4B,0.138176,Extreme selection
LRRC4C,SVs,1,1,1,leucine rich repeat containing 4C,0.141655,Extreme selection
LRRC52,SVs,0,0,1,leucine rich repeat containing 52,0.00238281,Strong selection
LRRC53,SVs,1,1,1,leucine rich repeat containing 53,0.00214831,Strong selection
LRRC55,SVs,0,1,0,leucine rich repeat containing 55,0.0120234,Extreme selection
LRRC58,SVs,0,1,0,leucine rich repeat containing 58,0.0282221,Extreme selection
LRRC61,SVs,0,0,1,leucine rich repeat containing 61,7.7169e-4,Weak selection
LRRC63,SVs,0,1,1,leucine rich repeat containing 63,0.00375883,Strong selection
LRRC66,SVs,0,1,0,leucine rich repeat containing 66,0.00332234,Strong selection
LRRC69,SVs,1,1,1,leucine rich repeat containing 69,0.00104949,Strong selection
LRRC7,SVs,1,1,1,leucine rich repeat containing 7,0.169157,Extreme selection
LRRC73,SVs,0,1,0,leucine rich repeat containing 73,0.0266703,Extreme selection
LRRC74A,SVs,0,1,1,leucine rich repeat containing 74A,5.0365e-4,Weak selection
LRRC75A,SVs,0,1,1,leucine rich repeat containing 75A,0.0402141,Extreme selection
LRRC8A,SVs,0,1,1,leucine rich repeat containing 8 VRAC subunit A,0.110105,Extreme selection
LRRC8C,SVs,0,1,0,leucine rich repeat containing 8 VRAC subunit C,0.0445971,Extreme selection
LRRC8D,SVs,0,0,1,leucine rich repeat containing 8 VRAC subunit D,0.128392,Extreme selection
LRRC9,SVs,0,1,4,leucine rich repeat containing 9,3.8594e-4,Weak selection
LRRCC1,SVs,0,1,0,leucine rich repeat and coiled-coil centrosomal protein 1,0.00135388,Strong selection
LRRFIP1,SVs,1,1,1,LRR binding FLII interacting protein 1,0.0151172,Extreme selection
LRRFIP2,SVs,1,1,0,LRR binding FLII interacting protein 2,0.016625,Extreme selection
LRRIQ1,SVs,1,1,1,leucine rich repeats and IQ motif containing 1,0.00148116,Strong selection
LRRIQ3,SVs,1,1,4,leucine rich repeats and IQ motif containing 3,9.0541e-4,Weak selection
LRRK1,SVs,1,1,1,leucine rich repeat kinase 1,0.0298501,Extreme selection
LRRK2,SVs,1,1,1,leucine rich repeat kinase 2,0.0118272,Extreme selection
LRRN1,SVs,1,0,1,leucine rich repeat neuronal 1,0.102806,Extreme selection
LRRN2,SVs,1,1,0,leucine rich repeat neuronal 2,0.0565721,Extreme selection
LRRN3,SVs,0,0,1,leucine rich repeat neuronal 3,0.0598735,Extreme selection
LRRN4,SVs,0,1,1,leucine rich repeat neuronal 4,0.00113728,Strong selection
LRRN4CL,SVs,0,1,0,LRRN4 C-terminal like,0.00125196,Strong selection
LRRTM1,SVs,0,1,0,leucine rich repeat transmembrane neuronal 1,0.0684091,Extreme selection
LRRTM3,SVs,1,1,1,leucine rich repeat transmembrane neuronal 3,0.123332,Extreme selection
LRRTM4,SVs,1,1,1,leucine rich repeat transmembrane neuronal 4,0.0682186,Extreme selection
LRSAM1,SVs,0,0,1,leucine rich repeat and sterile alpha motif containing 1,0.00410081,Strong selection
LRTM1,SVs,0,0,1,leucine rich repeats and transmembrane domains 1,8.0056e-4,Weak selection
LRTM2,SVs,0,0,1,leucine rich repeats and transmembrane domains 2,0.0607508,Extreme selection
LSAMP,SVs,1,1,1,limbic system associated membrane protein,0.0887389,Extreme selection
LSG1,SVs,0,0,1,large 60S subunit nuclear export GTPase 1,0.00259624,Strong selection
LSM14A,SVs,0,1,1,LSM14A mRNA processing body assembly factor,0.0634569,Extreme selection
LSM3,SVs,0,1,0,LSM3 homolog%2C U6 small nuclear RNA and mRNA degradation associated,0.0043146,Strong selection
LSM5,SVs,0,0,1,LSM5 homolog%2C U6 small nuclear RNA and mRNA degradation associated,0.00564373,Strong selection
LSM7,SVs,0,1,0,LSM7 homolog%2C U6 small nuclear RNA and mRNA degradation associated,0.0310696,Extreme selection
LSP1,SVs,0,0,1,lymphocyte specific protein 1,0.0106104,Extreme selection
LSS,SVs,0,1,1,lanosterol synthase,0.018206,Extreme selection
LTBP1,SVs,0,1,1,latent transforming growth factor beta binding protein 1,0.0326695,Extreme selection
LTBP4,SVs,0,1,1,latent transforming growth factor beta binding protein 4,0.0544608,Extreme selection
LTBR,SVs,0,1,0,lymphotoxin beta receptor,0.0550138,Extreme selection
LTF,SVs,0,2,0,lactotransferrin,6.13e-4,Weak selection
LTO1,SVs,0,1,1,LTO1 maturation factor of ABCE1,0.00172108,Strong selection
LTV1,SVs,0,1,1,LTV1 ribosome biogenesis factor,0.00258454,Strong selection
LUC7L,SVs,1,1,0,LUC7 like,0.0856961,Extreme selection
LUC7L2,SVs,1,0,1,LUC7 like 2%2C pre-mRNA splicing factor,0.0937574,Extreme selection
LUC7L3,SVs,0,0,1,LUC7 like 3 pre-mRNA splicing factor,0.29766,Extreme selection
LUM,SVs,0,0,1,lumican,0.0354019,Extreme selection
LURAP1,SVs,0,1,1,leucine rich adaptor protein 1,0.00575376,Strong selection
LURAP1L,SVs,0,1,0,leucine rich adaptor protein 1 like,0.00858134,Strong selection
LUZP1,SVs,0,1,0,leucine zipper protein 1,0.0715662,Extreme selection
LUZP2,SVs,1,1,1,leucine zipper protein 2,0.00316029,Strong selection
LUZP4,SVs,0,0,1,leucine zipper protein 4,0.00689347,Strong selection
LVRN,SVs,1,1,1,laeverin,0.00240533,Strong selection
LY6D,SVs,0,0,1,lymphocyte antigen 6 family member D,0.00275582,Strong selection
LY6E,SVs,0,1,0,lymphocyte antigen 6 family member E,0.0157681,Extreme selection
LY6G5B,SVs,0,0,4,lymphocyte antigen 6 family member G5B,0.00206333,Strong selection
LY6G6F,SVs,0,1,0,lymphocyte antigen 6 family member G6F,0.00157426,Strong selection
LY6L,SVs,0,1,0,lymphocyte antigen 6 family member L,0.00578315,Strong selection
LY75,SVs,0,0,1,lymphocyte antigen 75,8.0123e-4,Weak selection
LY75-CD302,SVs,0,0,1,LY75-CD302 readthrough,0.00137315,Strong selection
LY86,SVs,0,1,1,lymphocyte antigen 86,0.00144083,Strong selection
LY9,SVs,1,0,0,lymphocyte antigen 9,9.0118e-4,Weak selection
LY96,SVs,0,0,1,lymphocyte antigen 96,0.00103674,Strong selection
LYAR,SVs,0,0,1,Ly1 antibody reactive,0.00363548,Strong selection
LYG1,SVs,0,1,0,lysozyme g1,0.0017529,Strong selection
LYG2,SVs,0,0,1,lysozyme g2,7.1705e-4,Weak selection
LYN,SVs,0,1,1,LYN proto-oncogene%2C Src family tyrosine kinase,0.16615,Extreme selection
LYNX1,SVs,0,0,1,Ly6/neurotoxin 1,0.00212336,Strong selection
LYPD3,SVs,1,0,1,LY6/PLAUR domain containing 3,0.0016258,Strong selection
LYPD5,SVs,0,1,1,LY6/PLAUR domain containing 5,0.00120602,Strong selection
LYPD6,SVs,0,1,0,LY6/PLAUR domain containing 6,0.00304733,Strong selection
LYPD6B,SVs,0,1,0,LY6/PLAUR domain containing 6B,0.0079532,Strong selection
LYPLA1,SVs,0,1,1,lysophospholipase 1,0.0140623,Extreme selection
LYPLAL1,SVs,0,1,1,lysophospholipase like 1,7.7092e-4,Weak selection
LYRM4,SVs,0,1,1,LYR motif containing 4,0.0025329,Strong selection
LYRM7,SVs,0,1,1,LYR motif containing 7,0.0198326,Extreme selection
LYRM9,SVs,0,1,0,LYR motif containing 9,0.00117868,Strong selection
LYSET,SVs,0,1,0,lysosomal enzyme trafficking factor,0.00959659,Strong selection
LYSMD2,SVs,0,1,0,LysM domain containing 2,0.00505535,Strong selection
LYSMD3,SVs,0,1,0,LysM domain containing 3,0.0182483,Extreme selection
LYSMD4,SVs,1,0,1,LysM domain containing 4,0.0010568,Strong selection
LYST,SVs,0,3,1,lysosomal trafficking regulator,0.049664,Extreme selection
LYVE1,SVs,0,1,0,lymphatic vessel endothelial hyaluronan receptor 1,0.00116169,Strong selection
LYZ,SVs,1,0,1,lysozyme,0.00416812,Strong selection
LYZL1,SVs,0,0,1,lysozyme like 1,0.00141747,Strong selection
LYZL2,SVs,0,0,1,lysozyme like 2,9.926e-4,Weak selection
LZTR1,SVs,0,1,0,leucine zipper like post translational regulator 1,6.6506e-4,Weak selection
LZTS1,SVs,0,1,1,leucine zipper tumor suppressor 1,0.0997077,Extreme selection
LZTS3,SVs,0,1,0,leucine zipper tumor suppressor family member 3,0.132544,Extreme selection
M1AP,SVs,0,1,1,meiosis 1 associated protein,0.00186789,Strong selection
MAB21L3,SVs,0,0,1,mab-21 like 3,7.2581e-4,Weak selection
MAB21L4,SVs,0,1,0,mab-21 like 4,8.6688e-4,Weak selection
MACC1,SVs,0,1,1,MET transcriptional regulator MACC1,6.2188e-4,Weak selection
MACF1,SVs,1,1,1,microtubule actin crosslinking factor 1,0.222374,Extreme selection
MACIR,SVs,0,1,0,macrophage immunometabolism regulator,0.0556676,Extreme selection
MACO1,SVs,0,1,0,macoilin 1,0.155759,Extreme selection
MACROD1,SVs,0,1,1,mono-ADP ribosylhydrolase 1,0.046392,Extreme selection
MACROD2,SVs,1,1,1,mono-ADP ribosylhydrolase 2,0.037811,Extreme selection
MACROH2A2,SVs,0,1,0,macroH2A.2 histone,0.230162,Extreme selection
MAD1L1,SVs,1,1,1,mitotic arrest deficient 1 like 1,0.00408272,Strong selection
MAD2L2,SVs,0,0,1,mitotic arrest deficient 2 like 2,0.048001,Extreme selection
MADCAM1,SVs,1,1,1,mucosal vascular addressin cell adhesion molecule 1,0.00178585,Strong selection
MADD,SVs,0,1,1,MAP kinase activating death domain,0.0278009,Extreme selection
MAEA,SVs,0,1,1,macrophage erythroblast attacher%2C E3 ubiquitin ligase,0.0715532,Extreme selection
MAF,SVs,0,0,1,MAF bZIP transcription factor,0.111838,Extreme selection
MAFA,SVs,0,0,1,MAF bZIP transcription factor A,0.00824515,Strong selection
MAFB,SVs,1,0,0,MAF bZIP transcription factor B,0.211905,Extreme selection
MAFF,SVs,0,1,1,MAF bZIP transcription factor F,0.0234361,Extreme selection
MAGEA1,SVs,0,1,0,MAGE family member A1,0.100115,Extreme selection
MAGEA12,SVs,0,1,0,MAGE family member A12,0.0953352,Extreme selection
MAGEA4,SVs,1,0,0,MAGE family member A4,0.0193071,Extreme selection
MAGEA6,SVs,0,1,0,MAGE family member A6,0.00725874,Strong selection
MAGEA8,SVs,0,1,1,MAGE family member A8,0.0212935,Extreme selection
MAGEA9,SVs,0,1,0,MAGE family member A9,0.00626947,Strong selection
MAGEB10,SVs,0,0,1,MAGE family member B10,0.132023,Extreme selection
MAGEB2,SVs,0,0,1,MAGE family member B2,0.00852532,Strong selection
MAGEB3,SVs,1,4,0,MAGE family member B3,0.101353,Extreme selection
MAGEB6,SVs,0,0,4,MAGE family member B6,0.0214655,Extreme selection
MAGEC3,SVs,1,0,0,MAGE family member C3,0.0026731,Strong selection
MAGED1,SVs,0,1,0,MAGE family member D1,0.166793,Extreme selection
MAGI1,SVs,1,1,1,membrane associated guanylate kinase%2C WW and PDZ domain containing 1,0.0697608,Extreme selection
MAGI2,SVs,1,1,4,membrane associated guanylate kinase%2C WW and PDZ domain containing 2,0.103659,Extreme selection
MAGI3,SVs,1,1,1,membrane associated guanylate kinase%2C WW and PDZ domain containing 3,0.0544786,Extreme selection
MAGOH,SVs,0,1,0,mago homolog%2C exon junction complex subunit,0.216278,Extreme selection
MAGT1,SVs,0,1,1,magnesium transporter 1,0.259923,Extreme selection
MAJIN,SVs,0,1,0,membrane anchored junction protein,0.0025943,Strong selection
MAK,SVs,0,0,1,male germ cell associated kinase,0.00174649,Strong selection
MAK16,SVs,0,1,0,MAK16 homolog,0.0637483,Extreme selection
MAL2,SVs,1,1,1,mal%2C T cell differentiation protein 2,0.0227805,Extreme selection
MALL,SVs,1,1,0,mal%2C T cell differentiation protein like,0.0244096,Extreme selection
MALRD1,SVs,1,1,4,MAM and LDL receptor class A domain containing 1,0.00141146,Strong selection
MALT1,SVs,1,1,1,MALT1 paracaspase,0.0645947,Extreme selection
MAMDC2,SVs,1,1,1,MAM domain containing 2,0.00286292,Strong selection
MAMDC4,SVs,0,1,0,MAM domain containing 4,4.1509e-4,Weak selection
MAML1,SVs,0,1,1,mastermind like transcriptional coactivator 1,0.192819,Extreme selection
MAML2,SVs,0,1,1,mastermind like transcriptional coactivator 2,0.105943,Extreme selection
MAML3,SVs,1,1,1,mastermind like transcriptional coactivator 3,0.165305,Extreme selection
MAMLD1,SVs,0,1,1,mastermind like domain containing 1,0.192109,Extreme selection
MAMSTR,SVs,0,0,1,MEF2 activating motif and SAP domain containing transcriptional regulator,0.00294736,Strong selection
MAN1A1,SVs,0,1,1,mannosidase alpha class 1A member 1,0.0478257,Extreme selection
MAN1A2,SVs,1,1,1,mannosidase alpha class 1A member 2,0.10958,Extreme selection
MAN1B1,SVs,0,1,0,mannosidase alpha class 1B member 1,0.00415797,Strong selection
MAN1C1,SVs,0,1,0,mannosidase alpha class 1C member 1,0.0391721,Extreme selection
