loc_name	new_symbol	description
LOC129143353	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129143343	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129143342	PRAMEF2	PRAME family member 2
LOC469825	NA	PRAME family member
LOC129143340	PRAMEF1	PRAME family member 1-like
LOC129143341	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC750374	PRAMEF15	PRAME family member 15
LOC129143336	PRAMEF15	PRAME family member 15-like
LOC129143339	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC742000	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129143179	PRAMEF15	PRAME family member 15-like
LOC129143178	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC129143177	PRAMEF10	PRAME family member 10-like
LOC469819	PRAMEF10	PRAME family member 10-like
LOC129143173	PRAMEF15	PRAME family member 15-like
LOC129143175	PRAMEF1	PRAME family member 1-like
LOC129143176	PRAMEF8	PRAME family member 8-like
LOC129143171	PRAMEF14	PRAME family member 14-like
LOC129135421	PRAMEF8	PRAME family member 8-like
LOC129143170	PRAMEF15	PRAME family member 15
LOC746704	PRAMEF18	PRAME family member 18
LOC107966473	PRAMEF1	PRAME family member 1-like
LOC129143332	PRAMEF11	PRAME family member 11-like
LOC129143334	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129135344	PRAMEF18	PRAME family member 18-like
LOC129143162	PRAMEF17	PRAME family member 17-like
LOC129135337	PRAMEF15	PRAME family member 15-like
LOC129143158	PRAMEF14	PRAME family member 14-like
LOC112207730	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC129138041	PRAMEF10	PRAME family member 10-like
LOC129143154	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC129143155	PRAMEF2	PRAME family member 2-like
LOC746501	PRAMEF15	PRAME family member 15
LOC129143331	PRAMEF8	PRAME family member 8-like
LOC129143147	PRAMEF10	PRAME family member 10
LOC129143150	PRAMEF1	PRAME family member 1-like
LOC129143152	PRAMEF15	PRAME family member 15-like
LOC129137951	PRAMEF11	PRAME family member 11-like
LOC736510	PRAMEF18	PRAME family member 18
LOC745735	PRAMEF15	PRAME family member 15-like
LOC747233	NA	neuroblastoma breakpoint family member 15
LOC457200	NA	ATPase family AAA domain-containing protein 3A
LOC129136323	PRAMEF15	PRAME family member 15-like
LOC107975666	NA	large ribosomal subunit protein eL39-like
LOC100608468	NA	tubulin beta chain-like
LOC129138110	NA	phosphoglucomutase-like protein 5
LOC129138080	NA	putative HTLV-1-related endogenous sequence
LOC468645	NA	small ribosomal subunit protein uS19-like
LOC129137958	NA	putative adhesion G protein-coupled receptor E4P
LOC741719	NA	methyl-CpG-binding domain protein 3-like 2
LOC112206398	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC468692	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138069	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138071	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138044	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138045	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138046	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129138036	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134809069	NA	proline-rich protein 23D1-like
LOC134809070	NA	proline-rich protein 23D1-like
LOC134809071	NA	proline-rich protein 23D1-like
LOC134809072	NA	proline-rich protein 23D1-like
LOC455686	NA	putative zinc finger protein 812
LOC459923	NA	large ribosomal subunit protein uL16-like
LOC101059576	C3	complement C3-like
LOC129138132	NA	protein Hikeshi-like
LOC112206437	ZNF20	zinc finger protein 20-like
LOC468725	ZNF823	zinc finger protein 823
LOC746590	ZNF69	zinc finger protein 69
LOC468730	ZNF763	zinc finger protein 763-like
LOC112206438	ZNF878	zinc finger protein 878
LOC100615195	ZNF433	zinc finger protein 433
LOC112206362	ZNF878	zinc finger protein 878-like
LOC455736	NA	probable ribosome biogenesis protein RLP24
LOC100615438	ZNF564	zinc finger protein 564-like
LOC100615906	ZNF44	zinc finger protein 44
LOC112206444	NA	spermatogenesis-associated protein 45
LOC455744	PGK1	phosphoglycerate kinase 1-like
LOC107969678	NA	putative small nuclear ribonucleoprotein G-like protein 15
LOC747830	NA	putative olfactory receptor 7A2
LOC100615800	NA	putative olfactory receptor 7A2
LOC134809084	NA	cytochrome P450 4F12-like
LOC748478	NA	large ribosomal subunit protein uL23-like
LOC455799	NA	elongator complex protein 5
LOC129138037	NA	putative zinc finger protein 861
LOC100609185	NA	cytochrome P450 4F2-like
LOC455885	ZNF486	zinc finger protein 486
LOC100608043	ZNF737	zinc finger protein 737
LOC455890	ZNF85	zinc finger protein 85
LOC129135340	ZNF85	zinc finger protein 85-like
LOC455892	ZNF85	zinc finger protein 85
LOC468794	ZNF737	zinc finger protein 737
LOC455899	ZNF728	zinc finger protein 728
LOC456378	NA	large ribosomal subunit protein eL34-like
LOC739694	ZNF98	zinc finger protein 98
LOC100614186	ZNF429	zinc finger protein 429-like
LOC107972442	ZNF98	zinc finger protein 98-like
LOC129137980	NA	putative zinc finger protein 730
LOC455904	ZNF724	zinc finger protein 724
LOC469069	ZNF91	zinc finger protein 91
LOC740583	ZNF726	zinc finger protein 726-like
LOC740698	NA	small ribosomal subunit protein eS27-like
LOC129137997	ZNF724	zinc finger protein 724-like
LOC468811	NA	cyclin-Y-like protein 2
LOC107969584	NA	zinc finger protein 781
LOC129138066	NA	WD repeat-containing protein 87-like
LOC739343	NA	putative inactive cytochrome P450 2G1
LOC456052	NA	cytochrome P450 2B6-like
LOC101058187	NA	cytochrome P450 2A13
LOC468888	NA	large ribosomal subunit protein eL36-like
LOC468898	NA	pregnancy-specific beta-1-glycoprotein 8
LOC456084	NA	pregnancy-specific beta-1-glycoprotein 1
LOC100613635	NA	pregnancy-specific beta-1-glycoprotein 7
LOC100612876	NA	pregnancy-specific beta-1-glycoprotein 6
LOC129135438	NA	pregnancy-specific beta-1-glycoprotein 7
LOC100613994	NA	pregnancy-specific beta-1-glycoprotein 5
LOC742336	NA	CD177 antigen
LOC129135367	CARD8	caspase recruitment domain family member 8
LOC107969785	SAXO3	stabilizer of axonemal microtubules 3
LOC129135266	NA	choriogonadotropin subunit beta variant 2
LOC107973077	NA	choriogonadotropin subunit beta 3
LOC112206372	NA	choriogonadotropin subunit beta variant 2
LOC468965	ZNF345	zinc finger protein 345
LOC100614571	NA	SIGLEC family-like protein 1
LOC107966154	NA	sialic acid-binding Ig-like lectin 8
LOC456252	NA	sialic acid-binding Ig-like lectin 14
LOC468984	ZNF610	zinc finger protein 610
LOC456264	ZNF701	zinc finger protein 701
LOC104001134	ZNF83	zinc finger protein 83
LOC456265	ZNF816	zinc finger protein 816
LOC100610781	ZNF665	zinc finger protein 665-like
LOC104003432	ZNF813	zinc finger protein 813
LOC100612450	IGSF1	immunoglobulin superfamily member 1
LOC100608180	NA	leukocyte immunoglobulin-like receptor subfamily B member 3-like
LOC129138013	NA	ret finger protein-like 4A
LOC129138011	NA	ret finger protein-like 4A
LOC456315	NA	ret finger protein-like 4A
LOC129138012	NA	ret finger protein-like 4A
LOC100610718	NA	ret finger protein-like 4A
LOC129138014	NA	ret finger protein-like 4A
LOC129138015	NA	ret finger protein-like 4A
LOC129138016	NA	ret finger protein-like 4A
LOC129138017	NA	ret finger protein-like 4A
LOC129138018	NA	ret finger protein-like 4A
LOC129138019	NA	ret finger protein-like 4A
LOC129138020	NA	ret finger protein-like 4A
LOC129138021	NA	ret finger protein-like 4A
LOC129138022	NA	ret finger protein-like 4A
LOC129138023	NA	ret finger protein-like 4A
LOC129138024	NA	ret finger protein-like 4A
LOC129138025	NA	ret finger protein-like 4A
LOC129138026	NA	ret finger protein-like 4A
LOC129138027	NA	ret finger protein-like 4A
LOC129138028	NA	ret finger protein-like 4A
LOC129138029	NA	ret finger protein-like 4A
LOC129138006	NA	ret finger protein-like 4A
LOC129138007	NA	ret finger protein-like 4A
LOC129135345	NA	ret finger protein-like 4A
LOC104003467	NA	olfactory receptor 1L4-like
LOC456336	ZNF814	zinc finger protein 814
LOC107969600	ZNF814	zinc finger protein 814
LOC129137991	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC107973254	NA	sterile alpha motif domain-containing protein 11-like
LOC735365	NA	KN motif and ankyrin repeat domain-containing protein 1-like
LOC112207866	NA	phosphoglucomutase-like protein 5
LOC458144	NA	cystatin-SA
LOC748789	NA	putative POM121-like protein 1
LOC101056735	NA	protein FAM182B
LOC129138214	NA	protein FAM182B-like
LOC465131	ZNF285	zinc finger protein 285-like
LOC107972937	NA	cyclin-dependent kinase 2-associated protein 2-like
LOC100612351	NA	unconventional myosin-Vb-like
LOC129138160	NA	protein FRG1-like
LOC134809208	NA	protein FRG1B-like
LOC100610148	NA	putative BPIFA4P protein
LOC104003611	NA	cholinephosphotransferase 1-like
LOC107970028	NA	large ribosomal subunit protein uL11-like
LOC107966159	NA	large ribosomal subunit protein uL3-like
LOC129138182	NA	syncytin-1-like
LOC100612020	NA	serine/threonine-protein phosphatase 4 regulatory subunit 1
LOC134809160	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
LOC129138202	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129138175	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129138158	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129138159	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129138980	NA	ankyrin repeat domain-containing protein SOWAHC-like
LOC129138286	NA	protein VCF2-like
LOC104004643	NA	protein FRG1B-like
LOC743831	ZNF717	zinc finger protein 717-like
LOC107972982	NA	double homeobox protein 1-like
LOC107972979	NA	cyclin-dependent kinase 2-associated protein 2-like
LOC112208012	NA	cyclin-dependent kinase 2-associated protein 2-like
LOC129138259	NA	protein FRG1B-like
LOC107966649	NA	ankyrin repeat domain-containing protein 30B-like
LOC107966637	NA	inversin-A
LOC129135399	NA	putative ankyrin repeat domain-containing protein 20A2
LOC474069	NA	multidrug resistance-associated protein 1-like
LOC134809227	NA	collagen, type I, alpha 1a-like
LOC107970109	NA	small ribosomal subunit protein uS5-like
LOC100614236	NA	keratin-associated protein 22-2
LOC129138264	NA	keratin-associated protein 6-3
LOC100614889	NA	keratin-associated protein 20-3
LOC745824	NA	keratin-associated protein 8-1
LOC745851	NA	keratin-associated protein 7-1
LOC134809257	NA	collagen alpha-1(I) chain-like
LOC104008051	NA	small integral membrane protein 11B
LOC129138317	NA	Down syndrome critical region protein 4
LOC747480	NA	Down syndrome critical region protein 8
LOC738913	NA	keratin-associated protein 12-2
LOC738856	NA	keratin-associated protein 12-1
LOC129138295	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129136892	NA	ankyrin repeat domain-containing protein SOWAHC-like
LOC134809668	NA	protein FRG1B-like
LOC134809757	CES3	carboxylesterase 3-like
LOC107973185	CES4A	carboxylesterase 4A
LOC744258	NA	sodium/hydrogen exchanger 9B1
LOC104003671	NA	protein FAM246C
LOC129138535	NA	glutathione hydrolase 5 proenzyme-like
LOC107973274	NA	breakpoint cluster region protein
LOC101059173	NA	RIMS-binding protein 3A
LOC458675	NA	putative phosphatidylinositol 4-kinase alpha-like protein P2
LOC458683	PRAMEF20	PRAME family member 20
LOC129135272	NA	ral-GDS-related protein
LOC107966288	NA	ral-GDS-related protein
LOC112206725	NA	putative POM121-like protein 1
LOC458958	NA	breakpoint cluster region protein-like
LOC112206723	NA	glutathione hydrolase 5 proenzyme-like
LOC101057112	IGLV4-3	immunoglobulin lambda variable 4-3
LOC107970326	NA	immunoglobulin lambda-1 light chain-like
LOC470162	NA	immunoglobulin lambda-like polypeptide 1
LOC134809739	NA	putative inactive beta-glucuronidase protein GUSBP11
LOC107972616	NA	glutathione S-transferase theta-3
LOC112206708	NA	D-dopachrome decarboxylase
LOC112206777	NA	glutathione S-transferase theta-3-like
LOC112206721	NA	putative POM121-like protein 1
LOC100610580	NA	glutathione hydrolase light chain 2-like
LOC134809742	NA	aspartate-rich protein 1-like
LOC107966561	NA	aspartate-rich protein 1-like
LOC107970382	NA	immunoglobulin lambda-like polypeptide 1
LOC129138475	NA	iron-sulfur cluster assembly 2 homolog, mitochondrial-like
LOC129138576	NA	small ribosomal subunit protein eS17-like
LOC458861	NA	small ribosomal subunit protein uS4-like
LOC112206755	NA	cytochrome P450 2D6
LOC747584	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
LOC129138557	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129138555	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129138470	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129138429	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134809653	NA	phosphoglucomutase-like protein 5
LOC129143461	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129143462	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129143463	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC107973006	NA	cytosolic phospholipase A2 beta
LOC750524	NA	spectrin beta chain, non-erythrocytic 5-like
LOC739761	NA	putative COBW domain-containing protein 7
LOC129143464	NA	olfactory receptor 4F3/4F16/4F29-like
LOC107970570	NA	large ribosomal subunit protein eL39-like
LOC100613308	NA	myosin heavy chain IB-like
LOC749971	NA	collagen alpha-4(VI) chain-like
LOC134809544	NA	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like
LOC736904	NA	high mobility group protein B1
LOC129143486	NA	large ribosomal subunit protein eL32-like
LOC112208579	NA	V-type proton ATPase subunit e 1-like
LOC134806951	TAFA1	TAFA chemokine like family member 1
LOC107970484	NA	olfactory receptor 7E24-like
LOC129143510	NA	double homeobox protein 4C-like
LOC460522	PTMA	prothymosin alpha-like
LOC129143577	NA	collagen alpha-2(I) chain-like
LOC100609461	NA	olfactory receptor 5H14-like
LOC112208650	NA	endogenous retrovirus group K member 7 Env polyprotein
LOC134809462	NA	endogenous retrovirus group K member 5 Env polyprotein-like
LOC107970716	NA	collagen alpha-1(II) chain-like
LOC744105	CTDNEP1	CTD nuclear envelope phosphatase 1-like
LOC100615076	NA	olfactory receptor 7E24-like
LOC104005724	NA	olfactory receptor 1B1-like
LOC107970747	NA	translation initiation factor IF-2
LOC134809475	NA	intraflagellar transport protein 122 homolog
LOC107971425	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like
LOC742704	NA	collagen alpha-4(VI) chain-like
LOC134809608	NA	embryonic stem cell-related gene protein-like
LOC735610	PLSCR1	phospholipid scramblase 1-like
LOC129143547	NA	T-box transcription factor TBX1-like
LOC112204098	PTGES3	prostaglandin E synthase 3-like
LOC100614395	NA	neugrin
LOC134809620	NA	putative EGF-like and EMI domain-containing protein 1
LOC101059447	NA	large ribosomal subunit protein uL4-like
LOC750356	NA	mucin-20
LOC107970891	NA	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial
LOC129143663	NA	proline-rich protein 36-like
LOC134809638	NA	protein MOST-1
LOC112208690	NA	myosin light chain kinase 2, skeletal/cardiac muscle-like
LOC104005937	NA	putative ankyrin repeat domain-containing protein 19
LOC738663	NA	tubulin beta-8 chain-like
LOC107974580	NA	E3 ubiquitin-protein ligase TRIM52
LOC747774	NA	meteorin-like protein
LOC129143816	NA	endogenous retrovirus group K member 113 Env polyprotein-like
LOC129143817	ZNF141	zinc finger protein 141
LOC739912	PTMA	prothymosin alpha
LOC461041	NA	rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta
LOC461056	IDUA	alpha-L-iduronidase
LOC104005952	NA	myosin IC heavy chain
LOC750576	NA	chitobiosyldiphosphodolichol beta-mannosyltransferase-like
LOC134809852	NA	protein-lysine N-methyltransferase EEF2KMT-like
LOC129143818	NA	beta-defensin 108B
LOC112208937	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like
LOC454371	NA	putative protein N-methyltransferase FAM86B2
LOC455135	NA	U3 small nucleolar RNA-associated protein 18 homolog
LOC461139	NA	cytosolic beta-glucosidase
LOC107974216	NA	small ribosomal subunit protein uS14-like
LOC112208916	NA	translation machinery-associated protein 7-like
LOC112208946	NA	large ribosomal subunit protein eL21-like
LOC471199	NA	large ribosomal subunit protein eL36-like
LOC104006083	NA	alpha-S2-casein-like
LOC129143733	NA	UDP-glucuronosyltransferase 2B11
LOC471219	NA	UDP-glucuronosyltransferase 2B10
LOC461287	NA	UDP-glucuronosyltransferase 2B10
LOC461289	NA	UDP-glucuronosyltransferase 2B15
LOC743607	NA	UDP-glucuronosyltransferase 2B17
LOC129143735	SERF2	small EDRK-rich factor 2-like
LOC471233	NA	small ribosomal subunit protein eS12-like
LOC104006107	NA	bromodomain-containing protein 9
LOC104006117	NA	COMM domain-containing protein 5
LOC107973110	ZNF532	zinc finger protein 532-like
LOC134809902	ERVFC1	endogenous retrovirus group FC1 Env polyprotein-like
LOC129143889	NA	protein SET-like
LOC100611896	NA	heat shock factor-binding protein 1-like
LOC740478	NA	kelch-like protein 2
LOC112204048	NA	histone H3.3A-like
LOC100609966	GYPB	glycophorin B (MNS blood group)
LOC129143853	NA	protein salvador homolog 1-like
LOC461520	NA	glycophorin A-like protein
LOC134806961	NA	glycophorin-B
LOC104006265	NA	14-3-3 protein theta-like
LOC738676	NA	tripartite motif-containing protein 60
LOC129143798	NA	small ribosomal subunit protein uS5
LOC471369	NA	myosin regulatory light chain 12B
LOC461647	NA	large ribosomal subunit protein eL8-like
LOC459002	NA	small ribosomal subunit protein eS7-like
LOC112208644	NA	double homeobox protein 4C
LOC740306	NA	protein FRG2-like-1
LOC112208645	NA	double homeobox protein 4-like protein 4
LOC129144073	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129135285	NA	cytosolic phospholipase A2 beta-like
LOC134810042	NA	EH domain-containing protein 4-like
LOC749983	NA	putative WAS protein family homolog 3
LOC112204040	NA	beta-defensin 125
LOC455557	NA	alpha/beta hydrolase domain-containing protein 17A
LOC750856	NA	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial
LOC750122	NA	golgin subfamily A member 6-like protein 7
LOC112209194	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC129143928	NA	histone H3.Y-like
LOC129144186	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810059	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810143	NA	TATA-box-binding protein-associated factor 11-like protein 13
LOC134810144	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810145	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810146	NA	TATA-box-binding protein-associated factor 11-like protein 13
LOC129143931	NA	histone H3.Y
LOC129144126	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC129144127	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC129144128	NA	histone H3.Y-like
LOC129144130	NA	TATA-box binding protein associated factor 11 like protein 2-like
LOC129144149	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810147	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810061	NA	TATA-box-binding protein-associated factor 11-like protein 3
LOC134810060	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC129143929	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC129143930	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC129143932	NA	TATA-box binding protein associated factor 11 like protein 2-like
LOC129144131	NA	histone H3.Y-like
LOC129144150	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810001	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810002	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810003	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810004	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810005	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC107971480	NA	TATA-box-binding protein-associated factor 11-like protein 11
LOC100610779	NA	histone H3.X-like
LOC129143933	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC129143934	NA	TATA-box binding protein associated factor 11 like protein 2-like
LOC129144132	NA	histone H3.Y-like
LOC134810006	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810007	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810008	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134810064	NA	endogenous retrovirus group S71 member 1 Env polyprotein-like
LOC107974673	NA	neuroblastoma breakpoint family member 6
LOC129143954	NA	small ribosomal subunit protein uS17
LOC738219	NA	large ribosomal subunit protein uL30-like
LOC741943	NA	small EDRK-rich factor 1
LOC129144159	NA	mitochondrial import receptor subunit TOM5 homolog
LOC461830	GTF2H2	general transcription factor IIH subunit 2
LOC735489	NA	iron-sulfur cluster assembly 1 homolog, mitochondrial
LOC129144085	NA	BTB/POZ domain-containing protein KCTD9-like
LOC129143978	PTMS	parathymosin-like
LOC129144088	NA	mitochondrial import receptor subunit TOM7 homolog
LOC107974776	NA	large ribosomal subunit protein uL6-like
LOC129144165	NA	putative POM121-like protein 1
LOC461963	NA	proteasome activator complex subunit 2-like
LOC129144001	NA	putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323
LOC736481	NA	gap junction alpha-1 protein-like
LOC739202	NA	small ribosomal subunit protein eS25-like
LOC107974816	NA	non-histone chromosomal protein HMG-17-like
LOC107974820	NA	BEN domain-containing protein 2-like
LOC112209233	PTMA	prothymosin alpha-like
LOC134810024	NA	podocalyxin-like
LOC100612123	NA	bolA-like protein 3
LOC107974893	NA	short transient receptor potential channel 6-like
LOC134810129	NA	embryonic stem cell-related gene protein-like
LOC100611059	NA	small ubiquitin-related modifier 2
LOC460561	NA	large ribosomal subunit protein eL24-like
LOC471761	NA	SUMO-interacting motif-containing protein 1-like
LOC112207927	FAM153B	protein FAM153B
LOC112209203	NA	homeobox protein prophet of Pit-1
LOC104006655	FAM153B	protein FAM153B
LOC471771	NA	high mobility group protein B3-like
LOC134810137	NA	casein kinase II subunit alpha-like
LOC112206370	NA	putative COBW domain-containing protein 7
LOC134810138	NA	putative protein FAM157B
LOC129144192	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129144193	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129144200	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129144202	NA	tubulin beta-8 chain-like
LOC107973242	NA	histone-lysine N-methyltransferase PRDM7-like
LOC134810163	NA	serine/threonine-protein kinase Nek4-like
LOC471842	NA	protein FAM136A-like
LOC750751	NA	orofacial cleft 1 candidate gene 1 protein
LOC134810261	ZNF415	zinc finger protein 415-like
LOC471890	NA	putative butyrophilin subfamily 2 member A3
LOC736280	ZNF892	zinc finger protein 892-like
LOC101059676	TMEM225B	transmembrane protein 225B-like
LOC115945179	NA	histone H4
LOC737786	NA	putative olfactory receptor 2W6
LOC107975096	ZNF3	zinc finger protein 3
LOC104006768	NA	olfactory receptor 2B2-like
LOC462525	NA	olfactory receptor 2H1-like
LOC471948	NA	HLA class I histocompatibility antigen, A alpha chain
LOC100615066	NA	far upstream element-binding protein 2
LOC107973291	NA	heat shock 70 kDa protein 1-like
LOC107973293	NA	tenascin-X
LOC107973061	NA	steroid 21-hydroxylase-like
LOC462577	NA	complement C4-A
LOC462578	NA	tenascin-X
LOC745345	NA	steroid 21-hydroxylase
LOC104006793	NA	HLA class II histocompatibility antigen, DR beta 3 chain
LOC100616520	NA	HLA class II histocompatibility antigen, DQ beta 1 chain
LOC100610904	NA	HLA class II histocompatibility antigen, DP beta 1 chain-like
LOC462681	NA	trem-like transcript 4 protein
LOC129144257	NA	ubiquitin-ribosomal protein eS31 fusion protein
LOC100611839	NA	glutathione S-transferase A3-like
LOC743656	NA	serine/threonine-protein phosphatase PP1-gamma catalytic subunit
LOC750697	NA	putative POM121-like protein 1-like
LOC129144400	NA	putative POM121-like protein 1-like
LOC129144432	NA	histone-binding protein RBBP4-like
LOC100609532	NA	protein eyes shut homolog
LOC129135405	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144369	NA	protein eyes shut homolog
LOC112208034	NA	protein eyes shut homolog
LOC112209476	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144268	NA	zinc finger CCCH domain-containing protein 11C-like
LOC112209525	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144370	NA	protein eyes shut homolog
LOC129144371	NA	protein eyes shut homolog
LOC129144272	NA	protein eyes shut homolog
LOC129144271	NA	zinc finger CCCH domain-containing protein 11C-like
LOC112209477	NA	zinc finger CCCH domain-containing protein 11C
LOC129144270	NA	zinc finger CCCH domain-containing protein 11C-like
LOC107975183	NA	protein eyes shut homolog
LOC112207956	NA	protein eyes shut homolog
LOC129144276	NA	protein eyes shut homolog
LOC112209478	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144373	NA	protein eyes shut homolog
LOC129144374	NA	protein eyes shut homolog
LOC129144375	NA	protein eyes shut homolog
LOC129144376	NA	protein eyes shut homolog
LOC129144280	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144281	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144282	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144283	NA	zinc finger CCCH domain-containing protein 11C-like
LOC472247	NA	eyes shut homolog
LOC129144279	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129144293	NA	protein GVQW1-like
LOC739951	NA	rho GTPase-activating protein 21-like
LOC745101	NA	serine/threonine-protein kinase 17A-like
LOC462895	NA	dehydrogenase/reductase SDR family member 6-like
LOC129144307	NA	large ribosomal subunit protein uL3-like
LOC112209499	NA	UL16-binding protein 2
LOC112204149	NA	UL16-binding protein 1
LOC463066	NA	UL16-binding protein 2
LOC463159	NA	UL16-binding protein 6
LOC112209507	NA	apolipoprotein(a)-like
LOC101058699	NA	putative transcriptional regulator encoded by LINC00473
LOC463170	NA	putative T-complex protein 10A homolog
LOC112206648	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC104004287	NA	phosphoglucomutase-like protein 5
LOC129144425	NA	beta-defensin 125
LOC129135373	NA	mitogen-activated protein kinase-binding protein 1-like
LOC129144420	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
LOC129144382	NA	cytosolic phospholipase A2 beta-like
LOC107972867	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129144421	NA	mediator of RNA polymerase II transcription subunit 29-like
LOC134810228	NA	putative protein FAM157A
LOC134810506	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134810508	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129135556	NA	spectrin beta chain, non-erythrocytic 5-like
LOC107972857	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
LOC104008153	NA	putative protein FAM157A
LOC740445	NA	putative protein ZNF815
LOC738574	RSPH10B	radial spoke head 10 homolog B
LOC742626	RSPH10B	radial spoke head 10 homolog B
LOC134806910	NA	vacuolar fusion protein CCZ1 homolog B
LOC738765	NA	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
LOC129135579	NA	phosphatidylinositol 4,5-bisphosphate 5-phosphatase A
LOC129144528	NA	large ribosomal subunit protein uL13-like
LOC745184	NA	autism susceptibility gene 2 protein
LOC112209774	NA	large ribosomal subunit protein uL22
LOC107975747	NA	thymosin beta-4-like
LOC748251	NA	putative C-mannosyltransferase DPY19L2P2
LOC107966650	NA	protein C-mannosyl-transferase DPY19L1-like
LOC134807000	NA	putative C-mannosyltransferase DPY19L2P2
LOC129135472	NA	protein C-mannosyl-transferase DPY19L1-like
LOC748640	NA	retinitis pigmentosa 9 protein
LOC452039	NA	probable C-mannosyltransferase DPY19L2
LOC747736	TRGC1	T cell receptor gamma constant 1
