loc_name	new_symbol	description
LOC117974994	NA	tripartite motif-containing protein 49C
LOC117978341	NA	tripartite motif-containing protein 49D-like
LOC117978153	NA	tripartite motif-containing protein 49C
LOC100970297	NA	tripartite motif-containing protein 49D
LOC129393400	NA	tripartite motif-containing protein 49D
LOC129393440	NA	E3 ubiquitin-protein ligase TRIM48-like
LOC129393298	NA	E3 ubiquitin-protein ligase TRIM48-like
LOC100985633	NA	caspase-1
LOC100976695	PCSK7	proprotein convertase subtilisin/kexin type 7-like
LOC100980308	NA	tubulin-specific chaperone cofactor E-like protein
LOC100977255	NA	putative olfactory receptor 10D4
LOC100974228	NA	olfactory receptor 8B8-like
LOC112441186	NA	olfactory receptor 8B3
LOC100994395	NA	elongin-B
LOC129393462	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC117978433	NA	spectrin beta chain, non-erythrocytic 5-like
LOC134728401	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
LOC117975334	NA	WAS protein family homolog 2
LOC100990512	NA	small ribosomal subunit protein uS19-like
LOC100985239	EIF3F	eukaryotic translation initiation factor 3 subunit F-like
LOC100990900	NA	putative homeobox protein NANOG2
LOC117974331	NA	putative glycosyltransferase ALG1L2
LOC129393491	NA	beta-defensin 109
LOC100983219	NA	ovostatin homolog 2
LOC100991458	NA	NKG2-E type II integral membrane protein
LOC100982386	NA	taste receptor type 2 member 31
LOC100984072	NA	taste receptor type 2 member 46
LOC100983389	NA	taste receptor type 2 member 45
LOC100976584	NA	histone H4
LOC106634354	SLCO1B3	solute carrier organic anion transporter family member 1B3-like
LOC129393595	NA	small ribosomal subunit protein uS15
LOC117975399	NA	T-box transcription factor TBX20-like
LOC100977501	NA	olfactory receptor 6C2-like
LOC100992114	NA	olfactory receptor 6C74
LOC100983186	NA	keratin, type II cytoskeletal 2 epidermal-like
LOC117975443	NA	testis-specific H1 histone
LOC100995121	NA	insulin-like growth factor 2 mRNA-binding protein 2
LOC117975311	NA	ovostatin homolog 2-like
LOC100976982	SLCO1B3	solute carrier organic anion transporter family member 1B3
LOC100993477	NA	nucleolar protein 56-like
LOC100974549	NA	large ribosomal subunit protein eL29-like
LOC100968595	NA	disintegrin and metalloproteinase domain-containing protein 1-like
LOC100986398	HCAR3	hydroxycarboxylic acid receptor 3
LOC100971447	NA	E1A-binding protein p400
LOC129393564	NA	tubulin beta-8 chain-like
LOC129398710	NA	tubulin beta-8 chain-like
LOC129398712	NA	histone-lysine N-methyltransferase PRDM7-like
LOC117977810	NA	zinc-regulated GTPase metalloprotein activator 1A
LOC129393693	NA	olfactory receptor 4K3-like
LOC117977589	NA	spectrin beta chain, non-erythrocytic 5-like
LOC117977805	NA	cytosolic phospholipase A2 beta-like
LOC117975686	NA	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
LOC117978220	NA	phosphoglucomutase-like protein 5
LOC117978219	NA	alpha/beta hydrolase domain-containing protein 17A-like
LOC100971506	NA	ADP-ribosylation factor 4-like
LOC100967437	NA	olfactory receptor 1B1
LOC100969519	NA	olfactory receptor 1Q1
LOC100995068	NA	olfactory receptor 1J1
LOC129398738	CENPO	centromere protein O-like
LOC129398739	NA	adenylate cyclase type 3-like
LOC103784116	NA	large ribosomal subunit protein uL16-like
LOC100973589	NA	olfactory receptor 13C9
LOC100973935	NA	olfactory receptor 13C5
LOC129392918	NA	olfactory receptor 13C2
LOC100978425	NA	olfactory receptor 13D1-like
LOC100975396	NA	gap junction alpha-1 protein-like
LOC117981766	NA	major facilitator superfamily domain-containing 14C-like
LOC100976475	NA	ankyrin repeat domain-containing protein 18B-like
LOC100980224	NA	putative ankyrin repeat domain-containing protein 19
LOC130540483	NA	receptor-type tyrosine-protein phosphatase V-like
LOC100980541	NA	serine/threonine-protein kinase NLK-like
LOC129393070	NA	nuclear pore-associated protein 1-like
LOC117978678	NA	monofunctional C1-tetrahydrofolate synthase, mitochondrial-like
LOC117978859	NA	contactin-associated protein-like 3
LOC117978837	CES3	carboxylesterase 3-like
LOC117978836	CES4A	carboxylesterase 4A-like
LOC129393076	NA	serine/arginine-rich splicing factor 11
LOC112440850	NA	large ribosomal subunit protein eL24-like
LOC100983721	NA	spermatogenesis-associated protein 31D3-like
LOC117981699	NA	spermatogenesis-associated protein 31D1-like
LOC100994753	NA	spermatogenesis-associated protein 31D1
LOC129393085	NA	spermatogenesis-associated protein 31D1-like
LOC100968305	NA	ubiquitin-conjugating enzyme E2 variant 1
LOC117977962	NA	contactin-associated protein-like 3
LOC100982516	NA	high mobility group protein B3-like
LOC100976766	NA	inosine-5'-monophosphate dehydrogenase 1-like
LOC134728517	NA	basic proline-rich protein-like
LOC100969275	NA	interferon alpha-17-like
LOC100968231	NA	interferon alpha-4
LOC117981652	NA	interferon alpha-7
LOC100979723	NA	fructose-bisphosphate aldolase A
LOC117981631	NA	elongation factor 1-alpha 1
LOC106635093	NA	small nuclear ribonucleoprotein E-like
LOC129393119	NA	tubulin beta-8 chain-like
LOC129397212	NA	chromosome alignment-maintaining phosphoprotein 1-like
LOC117979020	NA	spectrin beta chain, non-erythrocytic 5-like
LOC117975333	NA	mitogen-activated protein kinase-binding protein 1-like
LOC117977006	NA	large ribosomal subunit protein uL13
LOC100979844	GPAA1	glycosylphosphatidylinositol anchor attachment 1 protein
LOC117979235	NA	WW domain-binding protein 11-like
LOC100989340	NA	E3 SUMO-protein ligase RanBP2
LOC117979239	NA	anaphase-promoting complex subunit 1-like
LOC129397126	NA	ranBP2-like and GRIP domain-containing protein 4
LOC117978120	NA	interleukin-1 receptor-like 1
LOC106634476	NA	non-histone chromosomal protein HMG-14
LOC103785882	NA	ankyrin repeat domain-containing protein 36A-like
LOC100968148	NA	ankyrin repeat domain-containing protein 36B
LOC100989612	NA	ankyrin repeat domain-containing protein 36C-like
LOC117978848	EIF3A	eukaryotic translation initiation factor 3 subunit A-like
LOC129397144	NA	small ribosomal subunit protein eS4, X isoform-like
LOC130541181	NA	histone-lysine N-methyltransferase 2C-like
LOC129397201	NA	coiled-coil domain-containing protein 117-like
LOC103785893	NA	anaphase-promoting complex subunit 1-like
LOC100987219	PTMA	prothymosin alpha-like
LOC103785954	NA	large ribosomal subunit protein uL10-like
LOC134728629	NA	LWamide neuropeptides-like
LOC134728682	NA	phosphoglucomutase-like protein 5
LOC117978423	NA	spectrin beta chain, non-erythrocytic 5-like
LOC117979213	NA	cytosolic phospholipase A2 beta-like
LOC129397245	NA	voltage-dependent N-type calcium channel subunit alpha-1B-like
LOC129397334	NA	putative inactive fatty acyl-CoA reductase 2-like protein
LOC117979303	POTEG	POTE ankyrin domain family member G-like
LOC117979357	SMPD4	sphingomyelin phosphodiesterase 4-like
LOC100980778	NA	mitotic-spindle organizing protein 2B-like
LOC129397330	NA	tubulin alpha-3 chain-like
LOC100996057	POTEE	POTE ankyrin domain family member E
LOC117979370	NA	putative inactive fatty acyl-CoA reductase 2-like protein
LOC100973193	NA	tubulin alpha-3 chain
LOC129392897	SMPD4	sphingomyelin phosphodiesterase 4-like
LOC129397341	NA	mitotic-spindle organizing protein 2B-like
LOC100991406	POTEG	POTE ankyrin domain family member G
LOC117979307	NA	putative inactive fatty acyl-CoA reductase 2-like protein
LOC129397284	NA	large ribosomal subunit protein eL19
LOC100982736	NA	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A
LOC117979316	NA	aldehyde oxidase 2-like
LOC100985449	NA	protein preY, mitochondrial-like
LOC106634527	NA	phosphatidylinositol N-acetylglucosaminyltransferase subunit Y-like
LOC106634526	NA	large ribosomal subunit protein uL30-like 1
LOC117979291	NA	small ribosomal subunit protein uS14-like
LOC100981279	NA	large ribosomal subunit protein uL16-like
LOC103786661	NA	tropomyosin alpha-3 chain-like
LOC129397312	NA	basic proline-rich protein-like
LOC117979480	NA	alkaline phosphatase, germ cell type
LOC100975751	NA	UDP-glucuronosyltransferase 1A1
LOC117979275	NA	UDP-glucuronosyltransferase 1A5-like
LOC129397346	NA	UDP-glucuronosyltransferase 1A5-like
LOC129397347	NA	UDP-glucuronosyltransferase 1A5-like
LOC117979276	NA	UDP-glucuronosyltransferase 1A3-like
LOC117979277	NA	UDP-glucuronosyltransferase 1A3-like
LOC129397348	NA	UDP-glucuronosyltransferase 1A3-like
LOC130541305	NA	thymosin beta-10-like
LOC100968789	NA	olfactory receptor 6B3
LOC117979308	NA	putative proline-rich protein 21
LOC100967528	NA	aquaporin-12B
LOC117979297	NA	aquaporin-12B
LOC134728876	NA	putative ankyrin repeat domain-containing protein 20A12
LOC129394638	NA	collagen alpha-1(I) chain-like
LOC134728878	NA	ankyrin repeat domain-containing protein 30B-like
LOC100973655	NA	protein fem-1 homolog A
LOC100986553	NA	lysine-specific demethylase PHF2-like
LOC134728827	PSPC1	paraspeckle component 1-like
LOC117975669	NA	protein mono-ADP-ribosyltransferase PARP4-like
LOC129392980	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC117974809	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC100969450	NA	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like
LOC129393728	NA	proline-rich protein 20E
LOC129393712	NA	proline-rich protein 20E
LOC129393718	NA	proline-rich protein 20E
LOC129393730	NA	proline-rich protein 20E
LOC129393722	NA	proline-rich protein 20E
LOC129393721	NA	proline-rich protein 20E
LOC134728866	NA	proline-rich protein 20E
LOC129393716	NA	proline-rich protein 20E
LOC129393725	NA	proline-rich protein 20E
LOC129393729	NA	proline-rich protein 20E
LOC129393731	NA	proline-rich protein 20E
LOC129393734	NA	proline-rich protein 20E
LOC129393748	NA	proline-rich protein 20E
LOC134728867	NA	proline-rich protein 20E
LOC134728868	NA	proline-rich protein 20E
LOC129393732	NA	proline-rich protein 20E
LOC129393717	NA	proline-rich protein 20E
LOC129393727	NA	proline-rich protein 20E
LOC134728871	NA	proline-rich protein 20E
LOC134728808	NA	CKLF-like MARVEL transmembrane domain-containing protein 7
LOC129398497	NA	tubulin beta chain-like
LOC134729014	NA	protein VCF2-like
LOC117978692	NA	protein FRG1B-like
LOC100982707	NA	olfactory receptor 4K14
LOC117975734	NA	olfactory receptor 11H6
LOC117975735	NA	olfactory receptor 11H7
LOC100993494	NA	olfactory receptor 10G2
LOC117975776	NA	putative dehydrogenase/reductase SDR family member 4-like 1
LOC134728944	NA	intraflagellar transport protein 20 homolog
LOC100987236	NA	signal recognition particle subunit SRP54
LOC129393796	NA	metallothionein-1X
LOC117975808	NA	cytochrome c
LOC134728894	NA	large ribosomal subunit protein eL21
LOC103787041	NA	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial
LOC100980493	EIF4B	eukaryotic translation initiation factor 4B-like
LOC129393895	NA	putative protein FAM157B
LOC117978353	NA	tektin-1-like
LOC129394002	NA	programmed cell death 6-interacting protein-like
LOC117978228	NA	putative synaptogyrin-2 like protein
LOC117976132	NA	putative golgin subfamily A member 8I
LOC100976978	NA	E3 ubiquitin-protein ligase HERC2
LOC100984613	NA	E3 ubiquitin-protein ligase HERC2
LOC117980225	NA	histone H3.X
LOC129393983	NA	TATA-box binding protein associated factor 11 like protein 2-like
LOC130540840	NA	TATA-box binding protein associated factor 11 like protein 2-like
LOC134729133	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729142	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729159	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729160	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729161	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729134	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729135	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729136	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729137	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729138	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729139	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729140	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729141	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729143	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729144	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729146	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729147	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729148	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729152	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729153	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729154	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729155	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729156	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729157	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC134729158	NA	TATA-box-binding protein-associated factor 11-like protein 5
LOC129394060	NA	golgin subfamily A member 6-like protein 26
LOC117975990	NA	golgin subfamily A member 8B
LOC134729049	SORD	sorbitol dehydrogenase-like
LOC134728418	NA	ubiquitin-conjugating enzyme E2 K-like
LOC100989423	NA	golgin subfamily A member 6C-like
LOC129392921	NA	sodium/nucleoside cotransporter 1
LOC129393975	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC129394029	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729181	NA	putative golgin subfamily A member 6-like protein 19
LOC134729056	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729057	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729185	NA	putative golgin subfamily A member 6-like protein 19
LOC134729058	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729059	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729060	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC134729061	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC100976854	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7
LOC100974651	NA	histone H2A.V-like
LOC100992901	NA	olfactory receptor 4F6
LOC129393057	NA	putative ankyrin repeat domain-containing protein 20A12
LOC100971897	NA	ankyrin repeat domain-containing protein 30B
LOC117977778	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394612	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394570	NA	elongin-A3-like
LOC134729230	NA	elongin-A3-like
LOC134729231	NA	elongin-A3-like
LOC100985508	NA	probable ribosome biogenesis protein RLP24
LOC100995709	NA	ATP synthase F(0) complex subunit B1, mitochondrial-like
LOC106634040	NA	breast carcinoma-amplified sequence 4-like
LOC129393701	NA	tubulin beta-8 chain-like
LOC117978663	HBZ	hemoglobin subunit zeta
LOC100983830	HBZ	hemoglobin subunit zeta
LOC100984160	NA	hemoglobin subunit alpha
LOC100987729	NA	large ribosomal subunit protein uL23-like
LOC100978423	NA	tryptase beta-2
LOC100983474	NA	tryptase delta
LOC100994874	NA	putative serine protease 29
LOC100990880	UQCC4	ubiquinol-cytochrome c reductase complex assembly factor 4
LOC100975679	NA	acylpyruvase FAHD1, mitochondrial
LOC100992459	NA	hydroxyacylglutathione hydrolase, mitochondrial
LOC129394334	NA	nuclear pore complex-interacting protein family member A3-like
LOC100971139	NA	putative 3-phosphoinositide-dependent protein kinase 2
LOC129394331	NA	nuclear pore complex-interacting protein family member A7-like
LOC117976336	NA	nuclear pore complex-interacting protein family member A5-like
LOC100988258	NA	serine protease 30-like
LOC100990946	NA	group 10 secretory phospholipase A2
LOC117976199	NA	nuclear pore complex-interacting protein family member B8-like
LOC117978333	NA	nuclear pore complex-interacting protein family member A7-like
LOC134729405	NA	polycystin-1-like
LOC117977976	NA	nuclear pore complex-interacting protein family member A9-like
LOC134729406	NA	BOS complex subunit NOMO3-like
LOC134729407	NA	BOS complex subunit NOMO3-like
LOC134729408	NA	BOS complex subunit NOMO3-like
LOC117978225	NA	ATP-binding cassette sub-family C member 6-like
LOC134728405	NA	nuclear pore complex-interacting protein family member A9-like
LOC134728422	NA	nuclear pore complex-interacting protein family member A9-like
LOC117978226	NA	polycystin-1-like
LOC117977845	NA	large ribosomal subunit protein eL15-like
LOC117974254	NA	ATP-binding cassette sub-family C member 6
LOC129394303	NA	BOS complex subunit NOMO3-like
LOC134729411	NA	nuclear pore complex-interacting protein family member A9-like
LOC129394309	NA	BOS complex subunit NOMO3-like
LOC129394308	NA	polycystin-1-like
LOC129394167	NA	nuclear pore complex-interacting protein family member A9-like
LOC129394160	NA	BOS complex subunit NOMO1-like
LOC129393053	NA	polycystin-1-like
LOC129394304	NA	large ribosomal subunit protein eL15-like
LOC129394132	NA	BOS complex subunit NOMO3-like
LOC117978141	NA	ATP-binding cassette sub-family C member 6
LOC134729409	NA	ATP-binding cassette sub-family C member 6-like
LOC117976211	NA	nuclear pore complex-interacting protein family member A9-like
LOC129394133	NA	nuclear pore complex-interacting protein family member A9-like
LOC129394166	NA	BOS complex subunit NOMO3-like
LOC117978216	NA	ATP-binding cassette sub-family C member 6-like
LOC117976207	NA	BOS complex subunit NOMO1
LOC117978049	NA	nuclear pore complex-interacting protein family member A1-like
LOC129394140	NA	polycystin-1-like
LOC129394149	NA	BOS complex subunit NOMO3-like
LOC100994985	NA	acyl-coenzyme A synthetase ACSM2B, mitochondrial
LOC100972336	ACSM1	acyl-CoA synthetase medium chain family member 1
LOC117978926	NA	protein BANP
LOC129394235	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394238	NA	serine/threonine-protein kinase SMG1-like
LOC134728385	NA	RNA polymerase I-specific transcription initiation factor RRN3-like
LOC129394237	NA	nuclear pore complex-interacting protein family member B8-like
LOC117977931	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC129394244	NA	serine/threonine-protein kinase SMG1-like
LOC129393041	NA	nuclear pore complex-interacting protein family member B9-like
LOC117977933	OTOA	otoancorin-like
LOC100985219	NA	nuclear pore complex-interacting protein family member B6-like
LOC129394183	APOBR	apolipoprotein B receptor-like
LOC129394185	NA	nuclear pore complex-interacting protein family member B9-like
LOC117977932	NA	nuclear pore complex-interacting protein family member B8-like
LOC117978496	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC129394095	OTOA	otoancorin-like
LOC129394200	NA	nuclear pore complex-interacting protein family member B6-like
LOC129394195	NA	serine/threonine-protein kinase SMG1-like
LOC117978826	NA	serine/threonine-protein kinase SMG1-like
LOC129394208	NA	nuclear pore complex-interacting protein family member B9-like
LOC117978823	NA	battenin
LOC117978822	EIF3C	eukaryotic translation initiation factor 3 subunit C-like
LOC117978821	APOBR	apolipoprotein B receptor-like
LOC117974341	NA	sulfotransferase 1A1-like
LOC100969764	NA	sulfotransferase 1A1
LOC129394093	OTOA	otoancorin-like
LOC134728369	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC129394219	NA	serine/threonine-protein kinase SMG1-like
LOC134729279	NA	serine/threonine-protein kinase SMG1-like
LOC134728365	EIF3C	eukaryotic translation initiation factor 3 subunit C-like
LOC134729280	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394217	NA	nuclear pore complex-interacting protein family member B15-like
LOC117978770	NA	nuclear pore complex-interacting protein family member B15-like
LOC117978355	NA	nuclear pore complex-interacting protein family member B15-like
LOC129394206	NA	nuclear pore complex-interacting protein family member B15-like
LOC129394204	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394188	EIF3C	eukaryotic translation initiation factor 3 subunit C
LOC129394203	NA	nuclear pore complex-interacting protein family member B15-like
LOC129394205	NA	nuclear pore complex-interacting protein family member B8
LOC117978768	EIF3C	eukaryotic translation initiation factor 3 subunit C
LOC129393030	NA	battenin-like
LOC129394192	NA	serine/threonine-protein kinase SMG1-like
LOC129394198	NA	nuclear pore complex-interacting protein family member B8-like
LOC129394190	NA	serine/threonine-protein kinase SMG1-like
LOC129394196	NA	nuclear pore complex-interacting protein family member B6-like
LOC134729281	NA	serine/threonine-protein kinase SMG1-like
LOC106634374	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC117976222	NA	carbonic anhydrase 5A, mitochondrial-like
LOC117976221	NA	cytochrome c-like
LOC117977907	OTOA	otoancorin-like
LOC129394262	NA	nuclear pore complex-interacting protein family member B4-like
LOC129394260	NA	nuclear pore complex-interacting protein family member B15-like
LOC129394277	NA	polycystin-1-like
LOC100980074	NA	ATP-binding cassette sub-family C member 6
LOC129394275	NA	BOS complex subunit NOMO3-like
LOC129394269	NA	nuclear pore complex-interacting protein family member B15-like
LOC129394267	NA	polycystin-1-like
LOC129394268	NA	nuclear pore complex-interacting protein family member B15-like
LOC117978030	NA	BOS complex subunit NOMO3-like
LOC134729300	NA	ATP-binding cassette sub-family C member 6-like
LOC100971351	NA	putative HERC2-like protein 3
LOC129394125	ZNF85	zinc finger protein 85-like
LOC134729339	NA	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase-like
LOC117976226	NA	coiled-coil domain-containing protein 144A-like
LOC100974343	NA	putative ankyrin repeat domain-containing protein 26-like protein
LOC100984384	NA	liver carboxylesterase 1-like
LOC100990164	NA	liver carboxylesterase 1-like
LOC100993746	NA	liver carboxylesterase 1
LOC117976239	NA	putative UPF0607 protein ENSP00000381418
LOC117976244	NA	putative UPF0607 protein ENSP00000381418
LOC134729352	NA	putative UPF0607 protein ENSP00000381418
LOC134729360	NA	putative UPF0607 protein ENSP00000381418
LOC100975226	NA	cocaine esterase-like
LOC117976260	NA	cocaine esterase-like
LOC103785397	NA	probable ATP-dependent RNA helicase DDX28
LOC117976265	NA	probable ATP-dependent RNA helicase DDX28
LOC100977441	CYB5B	cytochrome b5 type B
LOC129394118	NA	nuclear pore complex-interacting protein family member B12-like
LOC117976273	NA	putative pyridoxal-dependent decarboxylase domain-containing protein 2
LOC129394119	NA	protein GVQW1-like
LOC103783443	NA	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial-like
LOC100984626	NA	ATP-dependent RNA helicase DDX19B
LOC117976165	CLEC18A	C-type lectin domain family 18 member A
LOC100979112	NA	chymotrypsinogen B
LOC134728409	NA	polycystin-1-like protein 2
LOC134729315	NA	polycystin-1-like protein 2
LOC134729374	NA	mucin-19-like
LOC117976329	NA	mitogen-activated protein kinase-binding protein 1-like
LOC117976332	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
LOC117976173	NA	spectrin beta chain, non-erythrocytic 5-like
LOC134729330	NA	olfactory receptor 4K3-like
LOC134729329	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC129394506	NA	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
LOC117976398	NA	diazepam-binding inhibitor-like 5
LOC100992356	NA	olfactory receptor 1D2
LOC100990999	NA	olfactory receptor 1A1
LOC100991332	NA	olfactory receptor 1A2
LOC100988646	NA	olfactory receptor 1E1
LOC100968316	EIF4E	eukaryotic translation initiation factor 4E-like
LOC100974049	NA	leucine-rich repeat-containing protein 37A-like
LOC100985578	NA	C-Jun-amino-terminal kinase-interacting protein 1-like
LOC117976690	NA	C-Jun-amino-terminal kinase-interacting protein 1-like
LOC100974087	NA	membrane primary amine oxidase-like
LOC100987889	NA	keratin-associated protein 2-1
LOC100987545	NA	keratin-associated protein 2-1
LOC117976485	NA	keratin-associated protein 2-1-like
LOC100988223	NA	keratin-associated protein 2-1-like
LOC100978791	NA	keratin, type I cytoskeletal 24
LOC129394485	NA	large ribosomal subunit protein eL39-like
LOC100980531	NA	eotaxin
LOC103785028	NA	polycomb protein SUZ12
LOC117976701	NA	large ribosomal subunit protein eL34-like
LOC117974303	NA	tripartite motif-containing protein 16-like protein
LOC117978079	NA	signal recognition particle subunit SRP68-like
LOC129394385	NA	regulator of nonsense transcripts 3A-like
LOC100987570	NA	coactosin-like protein
LOC117976680	NA	coiled-coil domain-containing protein 144A-like
LOC103786033	DYNLT1	dynein light chain Tctex-type 1-like
LOC100988585	TMEM220	transmembrane protein 220
LOC100971127	ALOX15B	arachidonate 15-lipoxygenase type B
LOC134729523	NA	probable ATP-dependent RNA helicase DHX40
LOC117976572	NA	AP-1 complex subunit sigma-2-like
LOC100983900	CSH1	chorionic somatomammotropin hormone 1
LOC100972442	NA	growth hormone variant
LOC100981715	ICAM2	intercellular adhesion molecule 2
LOC117976712	CSH1	chorionic somatomammotropin hormone 1
LOC100967292	NA	pleckstrin homology domain-containing family M member 3-like
LOC117978379	NA	eukaryotic initiation factor 4A-III
LOC134729468	NA	eukaryotic initiation factor 4A-III-like
LOC134729467	NA	eukaryotic initiation factor 4A-III-like
LOC100988043	NA	eukaryotic initiation factor 4A-III
LOC129394463	NA	eukaryotic initiation factor 4A-III-like
LOC129394408	NA	eukaryotic initiation factor 4A-III-like
LOC129394476	NA	eukaryotic initiation factor 4A-III-like
LOC129394472	NA	nascent polypeptide-associated complex subunit alpha, muscle-specific form
LOC134729474	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129394731	NA	phosphoglucomutase-like protein 5
LOC100979953	NA	small ribosomal subunit protein uS19
LOC134729588	NA	histidine-rich glycoprotein-like
LOC100967790	NA	putative adhesion G protein-coupled receptor E4P
LOC129394734	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394736	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729659	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729660	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729661	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394665	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC117976976	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729664	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729617	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394688	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394689	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394676	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC134729619	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC129394791	NA	putative methyl-CpG-binding domain protein 3-like 3
LOC100992942	NA	olfactory receptor 7D4
LOC103784643	ZNF561	zinc finger protein 561
LOC100972116	NA	large ribosomal subunit protein uL16-like
LOC134729603	NA	basic proline-rich protein-like
LOC100988443	ZNF823	zinc finger protein 823
LOC117976962	ZNF440	zinc finger protein 440
LOC100986646	ZNF69	zinc finger protein 69
LOC103785280	ZNF878	zinc finger protein 878
LOC100985079	ZNF44	zinc finger protein 44
LOC100993826	ZNF799	zinc finger protein 799
LOC134729652	NA	olfactory receptor 1I1
LOC100970872	NA	large ribosomal subunit protein uL23-like
LOC100969847	NA	cytochrome P450 4F2-like
LOC100983421	ZNF90	zinc finger protein 90
LOC100968226	ZNF486	zinc finger protein 486
LOC100985752	ZNF430	zinc finger protein 430
LOC100969273	ZNF85	zinc finger protein 85
LOC100990474	NA	large ribosomal subunit protein eL34-like
LOC103783563	ZNF492	zinc finger protein 492
LOC103783584	ZNF726	zinc finger protein 726-like
LOC134728410	NA	golgin subfamily A member 2-like
LOC100985080	ZNF91	zinc finger protein 91
LOC100995955	ZNF726	zinc finger protein 726
LOC100989696	NA	cyclin-Y-like protein 2
LOC100977684	NA	UMP-CMP kinase
LOC100973061	NA	cytochrome c oxidase subunit 7A1, mitochondrial
LOC117976984	ZNF568	zinc finger protein 568-like
LOC100980944	NA	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
LOC117976943	NA	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like
LOC100978560	ZNF780B	zinc finger protein 780B
LOC100976543	CEACAM6	CEA cell adhesion molecule 6
LOC103785006	NA	pregnancy-specific beta-1-glycoprotein 3
LOC100989204	NA	CD177 antigen
