sample	pop	mean_pi	std_pi	stderr_pi	n_sites
HG00114	nonAFR	0.0168621	0.128755	1.12719e-05	130475909
HG00115	nonAFR	0.0171032	0.129656	1.13508e-05	130475909
HG00116	nonAFR	0.0170316	0.129389	1.13274e-05	130475909
HG00117	nonAFR	0.016565	0.127635	1.11739e-05	130475909
HG00120	nonAFR	0.0175924	0.131464	1.15091e-05	130475909
HG00121	nonAFR	0.0173201	0.130461	1.14213e-05	130475909
HG00122	nonAFR	0.0177211	0.131936	1.15504e-05	130475909
HG00123	nonAFR	0.0177859	0.132172	1.15711e-05	130475909
HG00125	nonAFR	0.0176435	0.131652	1.15255e-05	130475909
HG00127	nonAFR	0.0174163	0.130816	1.14524e-05	130475909
HG00128	nonAFR	0.0175329	0.131246	1.149e-05	130475909
HG00129	nonAFR	0.0168932	0.128871	1.12821e-05	130475909
HG00130	nonAFR	0.0177832	0.132163	1.15703e-05	130475909
HG00131	nonAFR	0.016969	0.129155	1.1307e-05	130475909
HG00132	nonAFR	0.0174689	0.13101	1.14694e-05	130475909
HG00136	nonAFR	0.0170924	0.129616	1.13473e-05	130475909
HG00137	nonAFR	0.0175175	0.131189	1.14851e-05	130475909
HG00138	nonAFR	0.0170912	0.129611	1.13469e-05	130475909
HG00139	nonAFR	0.0170303	0.129384	1.1327e-05	130475909
HG00140	nonAFR	0.0171108	0.129684	1.13533e-05	130475909
HG00141	nonAFR	0.0171214	0.129724	1.13568e-05	130475909
HG00142	nonAFR	0.0173441	0.13055	1.14291e-05	130475909
HG00143	nonAFR	0.0171817	0.129948	1.13764e-05	130475909
HG00145	nonAFR	0.0171103	0.129683	1.13531e-05	130475909
HG00146	nonAFR	0.0176812	0.13179	1.15376e-05	130475909
HG00149	nonAFR	0.0171085	0.129676	1.13526e-05	130475909
HG00150	nonAFR	0.0177569	0.132067	1.15619e-05	130475909
HG00151	nonAFR	0.0169074	0.128924	1.12868e-05	130475909
HG00155	nonAFR	0.0171308	0.129759	1.13598e-05	130475909
HG00157	nonAFR	0.017215	0.130072	1.13872e-05	130475909
HG00158	nonAFR	0.0178433	0.132382	1.15894e-05	130475909
HG00159	nonAFR	0.0170907	0.129609	1.13467e-05	130475909
HG00160	nonAFR	0.017013	0.12932	1.13214e-05	130475909
HG00171	nonAFR	0.0174978	0.131117	1.14787e-05	130475909
HG00173	nonAFR	0.0175903	0.131457	1.15085e-05	130475909
HG00174	nonAFR	0.0176507	0.131678	1.15279e-05	130475909
HG00176	nonAFR	0.017682	0.131793	1.15379e-05	130475909
HG00177	nonAFR	0.0172486	0.130196	1.13981e-05	130475909
HG00178	nonAFR	0.0175175	0.131189	1.14851e-05	130475909
HG00179	nonAFR	0.0176795	0.131784	1.15371e-05	130475909
HG00180	nonAFR	0.0174624	0.130987	1.14673e-05	130475909
HG00181	nonAFR	0.0174156	0.130814	1.14522e-05	130475909
HG00182	nonAFR	0.0172088	0.130049	1.13852e-05	130475909
HG00183	nonAFR	0.0170511	0.129462	1.13338e-05	130475909
HG00185	nonAFR	0.0171518	0.129837	1.13667e-05	130475909
HG00186	nonAFR	0.0169758	0.12918	1.13092e-05	130475909
HG00187	nonAFR	0.0171134	0.129694	1.13542e-05	130475909
HG00188	nonAFR	0.0170018	0.129278	1.13177e-05	130475909
HG00189	nonAFR	0.0170992	0.129641	1.13495e-05	130475909
HG00190	nonAFR	0.0171598	0.129867	1.13693e-05	130475909
HG00231	nonAFR	0.0175918	0.131462	1.15089e-05	130475909
HG00232	nonAFR	0.0175979	0.131485	1.15109e-05	130475909
HG00233	nonAFR	0.0177412	0.132009	1.15568e-05	130475909
HG00234	nonAFR	0.0171255	0.129739	1.13581e-05	130475909
HG00235	nonAFR	0.0174832	0.131063	1.1474e-05	130475909
HG00236	nonAFR	0.0174696	0.131013	1.14696e-05	130475909
HG00237	nonAFR	0.0176063	0.131516	1.15136e-05	130475909
HG00238	nonAFR	0.0176659	0.131734	1.15327e-05	130475909
HG00240	nonAFR	0.0176428	0.131649	1.15253e-05	130475909
HG00242	nonAFR	0.0171957	0.13	1.1381e-05	130475909
HG00243	nonAFR	0.0171484	0.129824	1.13655e-05	130475909
HG00244	nonAFR	0.0171633	0.12988	1.13704e-05	130475909
HG00246	nonAFR	0.0172651	0.130258	1.14035e-05	130475909
HG00251	nonAFR	0.0172134	0.130066	1.13867e-05	130475909
HG00253	nonAFR	0.0177312	0.131973	1.15536e-05	130475909
HG00254	nonAFR	0.0176644	0.131728	1.15323e-05	130475909
HG00255	nonAFR	0.0175438	0.131286	1.14935e-05	130475909
HG00256	nonAFR	0.0170069	0.129297	1.13194e-05	130475909
HG00257	nonAFR	0.0176284	0.131597	1.15207e-05	130475909
HG00258	nonAFR	0.0177157	0.131916	1.15487e-05	130475909
HG00259	nonAFR	0.0177285	0.131963	1.15528e-05	130475909
HG00260	nonAFR	0.0169027	0.128907	1.12852e-05	130475909
HG00263	nonAFR	0.0175227	0.131208	1.14867e-05	130475909
HG00265	nonAFR	0.0169287	0.129004	1.12938e-05	130475909
HG00266	nonAFR	0.017726	0.131954	1.1552e-05	130475909
HG00267	nonAFR	0.0170012	0.129275	1.13175e-05	130475909
HG00268	nonAFR	0.0175466	0.131296	1.14944e-05	130475909
HG00269	nonAFR	0.017354	0.130587	1.14323e-05	130475909
HG00271	nonAFR	0.0172007	0.130018	1.13826e-05	130475909
HG00272	nonAFR	0.0174351	0.130886	1.14585e-05	130475909
HG00273	nonAFR	0.016994	0.129248	1.13151e-05	130475909
HG00274	nonAFR	0.0175074	0.131152	1.14818e-05	130475909
HG00276	nonAFR	0.0174761	0.131037	1.14717e-05	130475909
HG00278	nonAFR	0.0169849	0.129215	1.13122e-05	130475909
HG00280	nonAFR	0.0170291	0.12938	1.13266e-05	130475909
HG00281	nonAFR	0.0176226	0.131575	1.15188e-05	130475909
HG00306	nonAFR	0.0175653	0.131365	1.15004e-05	130475909
HG00308	nonAFR	0.0169365	0.129033	1.12963e-05	130475909
HG00309	nonAFR	0.0175972	0.131482	1.15107e-05	130475909
HG00313	nonAFR	0.0174412	0.130908	1.14605e-05	130475909
HG00315	nonAFR	0.0175418	0.131279	1.14929e-05	130475909
HG00318	nonAFR	0.017465	0.130996	1.14681e-05	130475909
HG00320	nonAFR	0.0172731	0.130287	1.14061e-05	130475909
HG00321	nonAFR	0.0169167	0.12896	1.12899e-05	130475909
HG00323	nonAFR	0.0175422	0.13128	1.1493e-05	130475909
HG00326	nonAFR	0.0175597	0.131345	1.14987e-05	130475909
HG00327	nonAFR	0.017474	0.131029	1.1471e-05	130475909
HG00331	nonAFR	0.0175895	0.131454	1.15082e-05	130475909
HG00332	nonAFR	0.0177133	0.131907	1.15479e-05	130475909
HG00335	nonAFR	0.0171032	0.129656	1.13508e-05	130475909
HG00336	nonAFR	0.0172232	0.130102	1.13899e-05	130475909
HG00337	nonAFR	0.0176602	0.131713	1.15309e-05	130475909
HG00353	nonAFR	0.0175517	0.131315	1.14961e-05	130475909
HG00355	nonAFR	0.0175727	0.131392	1.15028e-05	130475909
HG00356	nonAFR	0.0174614	0.130983	1.1467e-05	130475909
HG00358	nonAFR	0.0169007	0.1289	1.12846e-05	130475909
HG00362	nonAFR	0.0174756	0.131035	1.14716e-05	130475909
HG00364	nonAFR	0.0173894	0.130717	1.14437e-05	130475909
HG00365	nonAFR	0.0176704	0.13175	1.15342e-05	130475909
HG00367	nonAFR	0.0176872	0.131812	1.15396e-05	130475909
HG00371	nonAFR	0.0169106	0.128936	1.12878e-05	130475909
HG00372	nonAFR	0.0168951	0.128879	1.12828e-05	130475909
HG00373	nonAFR	0.0174349	0.130885	1.14584e-05	130475909
HG00375	nonAFR	0.0169807	0.129199	1.13108e-05	130475909
HG00376	nonAFR	0.0174602	0.130978	1.14666e-05	130475909
HG00380	nonAFR	0.0177587	0.132073	1.15624e-05	130475909
HG00382	nonAFR	0.0169558	0.129106	1.13027e-05	130475909
HG00383	nonAFR	0.0173256	0.130481	1.14231e-05	130475909
HG00384	nonAFR	0.017428	0.13086	1.14562e-05	130475909
HG01334	nonAFR	0.0171802	0.129943	1.13759e-05	130475909
HG01500	nonAFR	0.0175852	0.131438	1.15068e-05	130475909
HG01501	nonAFR	0.0180521	0.13314	1.16558e-05	130475909
HG01503	nonAFR	0.0172515	0.130207	1.13991e-05	130475909
HG01504	nonAFR	0.0178084	0.132255	1.15783e-05	130475909
HG01506	nonAFR	0.017139	0.129789	1.13625e-05	130475909
HG01513	nonAFR	0.0177651	0.132097	1.15645e-05	130475909
HG01515	nonAFR	0.0169586	0.129116	1.13036e-05	130475909
HG01516	nonAFR	0.0173985	0.130751	1.14467e-05	130475909
HG01518	nonAFR	0.0169464	0.129071	1.12996e-05	130475909
HG01519	nonAFR	0.0175863	0.131442	1.15072e-05	130475909
HG01521	nonAFR	0.0168901	0.12886	1.12811e-05	130475909
HG01524	nonAFR	0.0173008	0.13039	1.14151e-05	130475909
HG01525	nonAFR	0.0181413	0.133462	1.1684e-05	130475909
HG01527	nonAFR	0.0176411	0.131643	1.15248e-05	130475909
HG01528	nonAFR	0.0176901	0.131822	1.15405e-05	130475909
HG01530	nonAFR	0.0174157	0.130814	1.14522e-05	130475909
HG01531	nonAFR	0.0174058	0.130778	1.1449e-05	130475909
HG01536	nonAFR	0.0173929	0.13073	1.14449e-05	130475909
HG01537	nonAFR	0.0178337	0.132347	1.15864e-05	130475909
HG01602	nonAFR	0.0177647	0.132095	1.15644e-05	130475909
HG01603	nonAFR	0.0173673	0.130636	1.14366e-05	130475909
HG01605	nonAFR	0.0178589	0.132439	1.15944e-05	130475909
HG01606	nonAFR	0.0172432	0.130176	1.13964e-05	130475909
HG01607	nonAFR	0.0177008	0.131862	1.15439e-05	130475909
HG01608	nonAFR	0.0173423	0.130543	1.14285e-05	130475909
HG01610	nonAFR	0.0171789	0.129938	1.13755e-05	130475909
HG01612	nonAFR	0.0179855	0.132899	1.16347e-05	130475909
HG01613	nonAFR	0.0177067	0.131883	1.15458e-05	130475909
HG01615	nonAFR	0.0171179	0.129711	1.13556e-05	130475909
HG01617	nonAFR	0.017272	0.130283	1.14057e-05	130475909
HG01618	nonAFR	0.0177795	0.132149	1.15691e-05	130475909
HG01619	nonAFR	0.017448	0.130933	1.14627e-05	130475909
HG01620	nonAFR	0.0179157	0.132645	1.16125e-05	130475909
HG01623	nonAFR	0.0181074	0.13334	1.16733e-05	130475909
HG01624	nonAFR	0.0174939	0.131102	1.14775e-05	130475909
HG01631	nonAFR	0.0171534	0.129843	1.13672e-05	130475909
HG01632	nonAFR	0.0177467	0.132029	1.15586e-05	130475909
HG01668	nonAFR	0.0180487	0.133128	1.16547e-05	130475909
HG01669	nonAFR	0.017651	0.131679	1.15279e-05	130475909
HG01670	nonAFR	0.0176646	0.131729	1.15323e-05	130475909
HG01672	nonAFR	0.0172202	0.130091	1.13889e-05	130475909
HG01673	nonAFR	0.0176419	0.131646	1.1525e-05	130475909
HG01675	nonAFR	0.0171905	0.129981	1.13792e-05	130475909
HG01695	nonAFR	0.0180817	0.133247	1.16652e-05	130475909
HG01697	nonAFR	0.0179229	0.132671	1.16148e-05	130475909
HG01699	nonAFR	0.0171638	0.129882	1.13706e-05	130475909
HG01700	nonAFR	0.016812	0.128567	1.12555e-05	130475909
HG01702	nonAFR	0.0174135	0.130806	1.14515e-05	130475909
HG01705	nonAFR	0.0175893	0.131453	1.15082e-05	130475909
HG01707	nonAFR	0.0178209	0.1323	1.15823e-05	130475909
HG01709	nonAFR	0.0176541	0.131691	1.15289e-05	130475909
HG01710	nonAFR	0.0180709	0.133208	1.16618e-05	130475909
HG01746	nonAFR	0.017775	0.132133	1.15677e-05	130475909
HG01747	nonAFR	0.0171615	0.129873	1.13698e-05	130475909
HG01756	nonAFR	0.0174234	0.130843	1.14547e-05	130475909
HG01757	nonAFR	0.0178717	0.132485	1.15985e-05	130475909
HG01761	nonAFR	0.0173812	0.130687	1.14411e-05	130475909
HG01762	nonAFR	0.0174173	0.13082	1.14527e-05	130475909
HG01765	nonAFR	0.0172214	0.130096	1.13893e-05	130475909
HG01766	nonAFR	0.0178783	0.132509	1.16006e-05	130475909
HG01767	nonAFR	0.0173072	0.130413	1.14171e-05	130475909
HG01768	nonAFR	0.018014	0.133002	1.16437e-05	130475909
HG01770	nonAFR	0.0176264	0.131589	1.15201e-05	130475909
HG01771	nonAFR	0.0172407	0.130167	1.13956e-05	130475909
HG01779	nonAFR	0.0177845	0.132167	1.15707e-05	130475909
HG01783	nonAFR	0.0171983	0.13001	1.13818e-05	130475909
HG01789	nonAFR	0.0172015	0.130022	1.13828e-05	130475909
HG01790	nonAFR	0.0174749	0.131032	1.14713e-05	130475909
HG01791	nonAFR	0.0171034	0.129657	1.13509e-05	130475909
HG02215	nonAFR	0.0173658	0.13063	1.14361e-05	130475909
HG02220	nonAFR	0.017856	0.132428	1.15935e-05	130475909
HG02221	nonAFR	0.0170776	0.129561	1.13425e-05	130475909
HG02223	nonAFR	0.0179996	0.13295	1.16392e-05	130475909
HG02231	nonAFR	0.0171439	0.129808	1.13641e-05	130475909
HG02235	nonAFR	0.017865	0.132461	1.15964e-05	130475909
HG02236	nonAFR	0.0173612	0.130613	1.14346e-05	130475909
NA06986	nonAFR	0.017016	0.129331	1.13224e-05	130475909
NA06989	nonAFR	0.0175729	0.131393	1.15029e-05	130475909
NA06994	nonAFR	0.0171016	0.12965	1.13503e-05	130475909
NA07048	nonAFR	0.0171872	0.129968	1.13782e-05	130475909
NA07051	nonAFR	0.0168495	0.128707	1.12678e-05	130475909
NA07056	nonAFR	0.0176992	0.131856	1.15434e-05	130475909
NA07347	nonAFR	0.0171317	0.129762	1.13601e-05	130475909
NA07357	nonAFR	0.0170448	0.129438	1.13318e-05	130475909
NA10847	nonAFR	0.0174712	0.131019	1.14701e-05	130475909
NA11830	nonAFR	0.0175852	0.131438	1.15068e-05	130475909
NA11831	nonAFR	0.0170795	0.129568	1.13431e-05	130475909
NA11832	nonAFR	0.0175549	0.131327	1.14971e-05	130475909
NA11843	nonAFR	0.0171777	0.129933	1.13751e-05	130475909
NA11881	nonAFR	0.0170143	0.129324	1.13218e-05	130475909
NA11892	nonAFR	0.0176996	0.131857	1.15435e-05	130475909
NA11919	nonAFR	0.0173127	0.130434	1.14189e-05	130475909
NA11920	nonAFR	0.0177142	0.131911	1.15482e-05	130475909
NA11930	nonAFR	0.0174113	0.130798	1.14508e-05	130475909
NA11932	nonAFR	0.0173289	0.130494	1.14242e-05	130475909
NA11933	nonAFR	0.0177797	0.13215	1.15692e-05	130475909
NA11994	nonAFR	0.0171918	0.129985	1.13797e-05	130475909
NA12005	nonAFR	0.0169319	0.129016	1.12948e-05	130475909
NA12006	nonAFR	0.0177473	0.132031	1.15588e-05	130475909
NA12043	nonAFR	0.0170169	0.129334	1.13227e-05	130475909
NA12046	nonAFR	0.0177027	0.131869	1.15445e-05	130475909
NA12058	nonAFR	0.0176046	0.131509	1.15131e-05	130475909
NA12144	nonAFR	0.0170976	0.129635	1.1349e-05	130475909
NA12154	nonAFR	0.0172814	0.130318	1.14088e-05	130475909
NA12155	nonAFR	0.0170459	0.129443	1.13321e-05	130475909
NA12156	nonAFR	0.0176606	0.131715	1.1531e-05	130475909
NA12234	nonAFR	0.0175731	0.131394	1.1503e-05	130475909
NA12249	nonAFR	0.0174496	0.13094	1.14632e-05	130475909
NA12272	nonAFR	0.0169972	0.129261	1.13162e-05	130475909
NA12273	nonAFR	0.0178591	0.132439	1.15945e-05	130475909
NA12275	nonAFR	0.0178278	0.132325	1.15845e-05	130475909
NA12282	nonAFR	0.0172203	0.130091	1.13889e-05	130475909
NA12283	nonAFR	0.0177546	0.132058	1.15611e-05	130475909
NA12286	nonAFR	0.0171948	0.129997	1.13807e-05	130475909
NA12287	nonAFR	0.0175565	0.131333	1.14976e-05	130475909
NA12340	nonAFR	0.0170938	0.129621	1.13478e-05	130475909
NA12341	nonAFR	0.017788	0.13218	1.15718e-05	130475909
NA12342	nonAFR	0.0164648	0.127254	1.11406e-05	130475909
NA12347	nonAFR	0.0172741	0.130291	1.14064e-05	130475909
NA12348	nonAFR	0.0176459	0.131661	1.15263e-05	130475909
NA12400	nonAFR	0.0176326	0.131612	1.15221e-05	130475909
NA12413	nonAFR	0.0168659	0.128769	1.12732e-05	130475909
NA12414	nonAFR	0.0173454	0.130555	1.14295e-05	130475909
NA12489	nonAFR	0.0175001	0.131125	1.14795e-05	130475909
NA12716	nonAFR	0.0169196	0.12897	1.12908e-05	130475909
NA12717	nonAFR	0.017541	0.131276	1.14926e-05	130475909
NA12749	nonAFR	0.0176939	0.131836	1.15417e-05	130475909
NA12751	nonAFR	0.0176507	0.131678	1.15279e-05	130475909
NA12760	nonAFR	0.0170553	0.129478	1.13352e-05	130475909
NA12762	nonAFR	0.017077	0.129558	1.13423e-05	130475909
NA12763	nonAFR	0.0177179	0.131924	1.15494e-05	130475909
NA12775	nonAFR	0.0171531	0.129842	1.13671e-05	130475909
NA12776	nonAFR	0.0177853	0.13217	1.15709e-05	130475909
NA12777	nonAFR	0.0168124	0.128568	1.12556e-05	130475909
NA12813	nonAFR	0.0177599	0.132077	1.15628e-05	130475909
NA12814	nonAFR	0.0170008	0.129274	1.13174e-05	130475909
NA12815	nonAFR	0.017639	0.131636	1.15241e-05	130475909
NA12829	nonAFR	0.0171272	0.129745	1.13587e-05	130475909
NA12842	nonAFR	0.0171854	0.129962	1.13776e-05	130475909
NA12843	nonAFR	0.0176655	0.131732	1.15326e-05	130475909
NA12872	nonAFR	0.0172235	0.130103	1.139e-05	130475909
NA12873	nonAFR	0.0176742	0.131764	1.15354e-05	130475909
NA12889	nonAFR	0.0172575	0.130229	1.1401e-05	130475909
NA12890	nonAFR	0.0177564	0.132065	1.15617e-05	130475909
NA20503	nonAFR	0.0176828	0.131796	1.15381e-05	130475909
NA20504	nonAFR	0.0178786	0.13251	1.16007e-05	130475909
NA20505	nonAFR	0.0178293	0.132331	1.1585e-05	130475909
NA20507	nonAFR	0.0177154	0.131915	1.15486e-05	130475909
NA20508	nonAFR	0.0176781	0.131779	1.15366e-05	130475909
NA20510	nonAFR	0.0173103	0.130425	1.14181e-05	130475909
NA20511	nonAFR	0.0171826	0.129951	1.13767e-05	130475909
NA20513	nonAFR	0.0174509	0.130944	1.14636e-05	130475909
NA20514	nonAFR	0.0175601	0.131346	1.14988e-05	130475909
NA20515	nonAFR	0.0171837	0.129955	1.1377e-05	130475909
NA20516	nonAFR	0.0171581	0.12986	1.13687e-05	130475909
NA20518	nonAFR	0.0174042	0.130772	1.14485e-05	130475909
NA20520	nonAFR	0.0173468	0.13056	1.143e-05	130475909
NA20521	nonAFR	0.0173695	0.130644	1.14373e-05	130475909
NA20522	nonAFR	0.0177918	0.132194	1.1573e-05	130475909
NA20524	nonAFR	0.0172217	0.130097	1.13894e-05	130475909
NA20525	nonAFR	0.0172739	0.13029	1.14063e-05	130475909
NA20527	nonAFR	0.0174263	0.130853	1.14556e-05	130475909
NA20528	nonAFR	0.0173107	0.130426	1.14183e-05	130475909
NA20529	nonAFR	0.0177539	0.132056	1.15609e-05	130475909
NA20531	nonAFR	0.017778	0.132144	1.15686e-05	130475909
NA20532	nonAFR	0.0174001	0.130757	1.14472e-05	130475909
NA20534	nonAFR	0.0172193	0.130088	1.13886e-05	130475909
NA20535	nonAFR	0.017583	0.13143	1.15061e-05	130475909
NA20536	nonAFR	0.0173915	0.130725	1.14444e-05	130475909
NA20538	nonAFR	0.0173186	0.130455	1.14208e-05	130475909
NA20539	nonAFR	0.0173157	0.130445	1.14199e-05	130475909
NA20540	nonAFR	0.0177633	0.13209	1.15639e-05	130475909
NA20541	nonAFR	0.0176739	0.131763	1.15353e-05	130475909
NA20542	nonAFR	0.0177976	0.132215	1.15749e-05	130475909
NA20543	nonAFR	0.0174148	0.130811	1.14519e-05	130475909
NA20544	nonAFR	0.0172902	0.13035	1.14116e-05	130475909
NA20581	nonAFR	0.0172296	0.130126	1.1392e-05	130475909
NA20582	nonAFR	0.017371	0.13065	1.14378e-05	130475909
NA20585	nonAFR	0.0167481	0.128326	1.12344e-05	130475909
NA20586	nonAFR	0.0173111	0.130428	1.14184e-05	130475909
NA20587	nonAFR	0.0177357	0.131989	1.15551e-05	130475909
NA20588	nonAFR	0.0171478	0.129822	1.13654e-05	130475909
NA20589	nonAFR	0.017756	0.132063	1.15616e-05	130475909
NA20752	nonAFR	0.0174216	0.130836	1.14541e-05	130475909
NA20753	nonAFR	0.0179694	0.13284	1.16296e-05	130475909
NA20754	nonAFR	0.0173675	0.130636	1.14367e-05	130475909
NA20756	nonAFR	0.0177971	0.132213	1.15747e-05	130475909
NA20757	nonAFR	0.0176499	0.131675	1.15276e-05	130475909
NA20758	nonAFR	0.0174194	0.130828	1.14534e-05	130475909
NA20759	nonAFR	0.0174028	0.130767	1.14481e-05	130475909
NA20760	nonAFR	0.0178886	0.132547	1.16039e-05	130475909
NA20762	nonAFR	0.0171446	0.12981	1.13643e-05	130475909
NA20763	nonAFR	0.0173494	0.130569	1.14308e-05	130475909
NA20764	nonAFR	0.0176744	0.131765	1.15355e-05	130475909
NA20765	nonAFR	0.0173774	0.130673	1.14399e-05	130475909
NA20766	nonAFR	0.0178018	0.13223	1.15762e-05	130475909
NA20767	nonAFR	0.0174015	0.130762	1.14477e-05	130475909
NA20768	nonAFR	0.0176878	0.131814	1.15397e-05	130475909
NA20769	nonAFR	0.0179429	0.132744	1.16212e-05	130475909
NA20770	nonAFR	0.0173964	0.130743	1.1446e-05	130475909
NA20771	nonAFR	0.0178171	0.132286	1.15811e-05	130475909
NA20772	nonAFR	0.0176637	0.131726	1.1532e-05	130475909
NA20773	nonAFR	0.0176527	0.131685	1.15285e-05	130475909
NA20774	nonAFR	0.0177881	0.132181	1.15718e-05	130475909
NA20775	nonAFR	0.0178108	0.132263	1.15791e-05	130475909
NA20778	nonAFR	0.0172618	0.130245	1.14024e-05	130475909
NA20783	nonAFR	0.0173036	0.1304	1.1416e-05	130475909
NA20785	nonAFR	0.0174328	0.130878	1.14578e-05	130475909
NA20786	nonAFR	0.0177537	0.132055	1.15608e-05	130475909
NA20787	nonAFR	0.0171139	0.129696	1.13543e-05	130475909
NA20790	nonAFR	0.0177408	0.132008	1.15567e-05	130475909
NA20792	nonAFR	0.0173557	0.130593	1.14328e-05	130475909
NA20795	nonAFR	0.0178517	0.132412	1.15921e-05	130475909
NA20796	nonAFR	0.0171508	0.129833	1.13663e-05	130475909
NA20797	nonAFR	0.0178953	0.132571	1.1606e-05	130475909
NA20798	nonAFR	0.0171584	0.129861	1.13688e-05	130475909
NA20799	nonAFR	0.0177527	0.132051	1.15605e-05	130475909
NA20800	nonAFR	0.0177125	0.131904	1.15477e-05	130475909
NA20805	nonAFR	0.017069	0.129529	1.13397e-05	130475909
NA20806	nonAFR	0.0170818	0.129576	1.13438e-05	130475909
NA20807	nonAFR	0.0178242	0.132312	1.15834e-05	130475909
NA20808	nonAFR	0.0177969	0.132213	1.15747e-05	130475909
NA20809	nonAFR	0.0173263	0.130484	1.14233e-05	130475909
NA20810	nonAFR	0.0173266	0.130485	1.14234e-05	130475909
NA20812	nonAFR	0.0172098	0.130052	1.13855e-05	130475909
NA20815	nonAFR	0.0174229	0.130841	1.14546e-05	130475909
NA20818	nonAFR	0.0178275	0.132324	1.15844e-05	130475909
NA20819	nonAFR	0.0175945	0.131472	1.15098e-05	130475909
NA20821	nonAFR	0.0178978	0.13258	1.16068e-05	130475909
NA20822	nonAFR	0.0179463	0.132756	1.16222e-05	130475909
NA20826	nonAFR	0.0178024	0.132233	1.15764e-05	130475909
NA20827	nonAFR	0.0173495	0.13057	1.14308e-05	130475909
NA20828	nonAFR	0.0177838	0.132165	1.15705e-05	130475909
HG01776	nonAFR	0.0176901	0.131823	1.15405e-05	130475909
HG01777	nonAFR	0.0174949	0.131106	1.14778e-05	130475909
HG02232	nonAFR	0.0177312	0.131973	1.15537e-05	130475909
NA12878	nonAFR	0.0175607	0.131348	1.14989e-05	130475909
