sample	pop	mean_pi	std_pi	stderr_pi	n_sites
HGDP00777	nonAFR	0.0161875	0.126196	1.10479e-05	130475909
HGDP00781	nonAFR	0.0165589	0.127612	1.11718e-05	130475909
HGDP00782	nonAFR	0.0162338	0.126373	1.10635e-05	130475909
HGDP00812	nonAFR	0.016793	0.128495	1.12492e-05	130475909
HGDP00815	nonAFR	0.0162701	0.126512	1.10756e-05	130475909
HGDP00818	nonAFR	0.0165077	0.127417	1.11548e-05	130475909
HGDP00819	nonAFR	0.016054	0.125683	1.1003e-05	130475909
HGDP00820	nonAFR	0.0165091	0.127423	1.11553e-05	130475909
HGDP00822	nonAFR	0.0164403	0.127161	1.11324e-05	130475909
HGDP00972	nonAFR	0.0164252	0.127104	1.11274e-05	130475909
HGDP00973	nonAFR	0.0159638	0.125335	1.09726e-05	130475909
HGDP00975	nonAFR	0.0164802	0.127313	1.11457e-05	130475909
HGDP00977	nonAFR	0.0160245	0.125569	1.09931e-05	130475909
HGDP01023	nonAFR	0.0166251	0.127862	1.11938e-05	130475909
HGDP01099	nonAFR	0.0161956	0.126227	1.10506e-05	130475909
HGDP01101	nonAFR	0.0161691	0.126125	1.10417e-05	130475909
HGDP01102	nonAFR	0.0162661	0.126497	1.10743e-05	130475909
HGDP01103	nonAFR	0.0162779	0.126542	1.10782e-05	130475909
HGDP01104	nonAFR	0.0159334	0.125218	1.09623e-05	130475909
HGDP01180	nonAFR	0.0160653	0.125727	1.10068e-05	130475909
HGDP01181	nonAFR	0.0161964	0.12623	1.10509e-05	130475909
HGDP01182	nonAFR	0.0156192	0.123997	1.08554e-05	130475909
HGDP01183	nonAFR	0.0163141	0.126681	1.10903e-05	130475909
HGDP01184	nonAFR	0.016099	0.125856	1.10182e-05	130475909
HGDP01186	nonAFR	0.0163312	0.126746	1.1096e-05	130475909
HGDP01187	nonAFR	0.016184	0.126183	1.10468e-05	130475909
HGDP01189	nonAFR	0.0159582	0.125314	1.09707e-05	130475909
HGDP01190	nonAFR	0.0162135	0.126296	1.10567e-05	130475909
HGDP01192	nonAFR	0.0157392	0.124465	1.08964e-05	130475909
HGDP01194	nonAFR	0.0161762	0.126153	1.10441e-05	130475909
HGDP01197	nonAFR	0.0164231	0.127096	1.11267e-05	130475909
HGDP01204	nonAFR	0.0163384	0.126773	1.10985e-05	130475909
HGDP01205	nonAFR	0.0164185	0.127079	1.11252e-05	130475909
HGDP01206	nonAFR	0.0160206	0.125554	1.09917e-05	130475909
HGDP01209	nonAFR	0.0167146	0.1282	1.12234e-05	130475909
HGDP01213	nonAFR	0.0161413	0.126019	1.10324e-05	130475909
HGDP01214	nonAFR	0.0164288	0.127118	1.11286e-05	130475909
HGDP01216	nonAFR	0.0162105	0.126284	1.10556e-05	130475909
HGDP01217	nonAFR	0.0160663	0.125731	1.10072e-05	130475909
HGDP01218	nonAFR	0.0164016	0.127014	1.11195e-05	130475909
HGDP01220	nonAFR	0.0163235	0.126717	1.10935e-05	130475909
HGDP01221	nonAFR	0.0163174	0.126693	1.10914e-05	130475909
HGDP01222	nonAFR	0.0169631	0.129133	1.1305e-05	130475909
HGDP01233	nonAFR	0.0165073	0.127416	1.11547e-05	130475909
HGDP01234	nonAFR	0.0162223	0.126329	1.10596e-05	130475909
HGDP01236	nonAFR	0.0161945	0.126223	1.10503e-05	130475909
HGDP01237	nonAFR	0.0162695	0.12651	1.10754e-05	130475909
HGDP01239	nonAFR	0.0163854	0.126952	1.11141e-05	130475909
HGDP01241	nonAFR	0.0161355	0.125997	1.10305e-05	130475909
HGDP01243	nonAFR	0.017275	0.130294	1.14067e-05	130475909
HGDP01244	nonAFR	0.0162108	0.126285	1.10558e-05	130475909
HGDP01247	nonAFR	0.0167926	0.128494	1.12491e-05	130475909
HGDP01248	nonAFR	0.0167285	0.128252	1.12279e-05	130475909
HGDP01249	nonAFR	0.0163786	0.126927	1.11119e-05	130475909
HGDP01287	nonAFR	0.0168394	0.128669	1.12645e-05	130475909
HGDP01288	nonAFR	0.0162723	0.126521	1.10764e-05	130475909
HGDP01289	nonAFR	0.0163219	0.12671	1.10929e-05	130475909
HGDP01290	nonAFR	0.0163379	0.126771	1.10983e-05	130475909
HGDP01291	nonAFR	0.01672	0.12822	1.12251e-05	130475909
HGDP01293	nonAFR	0.0164168	0.127072	1.11246e-05	130475909
HGDP01294	nonAFR	0.0164613	0.127241	1.11394e-05	130475909
HGDP01296	nonAFR	0.0162501	0.126436	1.10689e-05	130475909
HGDP01299	nonAFR	0.0175425	0.131281	1.14931e-05	130475909
HGDP01302	nonAFR	0.0168547	0.128727	1.12695e-05	130475909
HGDP01304	nonAFR	0.0175411	0.131276	1.14927e-05	130475909
HGDP01310	nonAFR	0.0159511	0.125286	1.09683e-05	130475909
HGDP01311	nonAFR	0.0162309	0.126362	1.10625e-05	130475909
HGDP01313	nonAFR	0.0159943	0.125453	1.09829e-05	130475909
HGDP01317	nonAFR	0.0163089	0.126661	1.10886e-05	130475909
HGDP01318	nonAFR	0.0156257	0.124022	1.08576e-05	130475909
HGDP01319	nonAFR	0.0161009	0.125864	1.10188e-05	130475909
HGDP01326	nonAFR	0.0161433	0.126027	1.10331e-05	130475909
HGDP01328	nonAFR	0.0162919	0.126596	1.10829e-05	130475909
HGDP01329	nonAFR	0.0159649	0.12534	1.09729e-05	130475909
HGDP01330	nonAFR	0.0158447	0.124875	1.09322e-05	130475909
HGDP01331	nonAFR	0.0156551	0.124137	1.08677e-05	130475909
HGDP01334	nonAFR	0.0165672	0.127643	1.11746e-05	130475909
HGDP01337	nonAFR	0.0162582	0.126467	1.10716e-05	130475909
HGDP01341	nonAFR	0.0162429	0.126408	1.10665e-05	130475909
HGDP01342	nonAFR	0.0162226	0.126331	1.10597e-05	130475909
HGDP01346	nonAFR	0.0165777	0.127683	1.11781e-05	130475909
HGDP01347	nonAFR	0.0165572	0.127605	1.11713e-05	130475909
HGDP01348	nonAFR	0.0164745	0.127291	1.11438e-05	130475909
HGDP01349	nonAFR	0.0164519	0.127205	1.11363e-05	130475909
HGDP01351	nonAFR	0.0165047	0.127406	1.11539e-05	130475909
HGDP01352	nonAFR	0.0163052	0.126647	1.10874e-05	130475909
HGDP01353	nonAFR	0.016666	0.128017	1.12073e-05	130475909
HGDP01354	nonAFR	0.0170372	0.12941	1.13293e-05	130475909
HGDP01356	nonAFR	0.0171	0.129644	1.13498e-05	130475909
LP6005441-DNA_B07	nonAFR	0.0164349	0.127141	1.11306e-05	130475909
LP6005441-DNA_B09	nonAFR	0.0165484	0.127572	1.11684e-05	130475909
LP6005441-DNA_C05	nonAFR	0.0160061	0.125499	1.09869e-05	130475909
LP6005441-DNA_C08	nonAFR	0.0157973	0.12469	1.09161e-05	130475909
LP6005441-DNA_D04	nonAFR	0.0161744	0.126146	1.10435e-05	130475909
LP6005441-DNA_D05	nonAFR	0.0165972	0.127757	1.11845e-05	130475909
LP6005441-DNA_D06	nonAFR	0.0165634	0.127629	1.11733e-05	130475909
LP6005441-DNA_D08	nonAFR	0.0163747	0.126912	1.11106e-05	130475909
LP6005441-DNA_D12	nonAFR	0.017039	0.129417	1.13299e-05	130475909
LP6005441-DNA_F04	nonAFR	0.0166688	0.128027	1.12082e-05	130475909
LP6005441-DNA_F09	nonAFR	0.0159618	0.125328	1.09719e-05	130475909
LP6005441-DNA_F12	nonAFR	0.0160649	0.125725	1.10067e-05	130475909
LP6005441-DNA_G03	nonAFR	0.0164477	0.12719	1.11349e-05	130475909
LP6005441-DNA_G05	nonAFR	0.0158753	0.124993	1.09426e-05	130475909
LP6005441-DNA_H03	nonAFR	0.0172065	0.13004	1.13844e-05	130475909
LP6005441-DNA_H05	nonAFR	0.0166484	0.12795	1.12015e-05	130475909
LP6005442-DNA_B01	nonAFR	0.0181838	0.133616	1.16975e-05	130475909
LP6005442-DNA_D01	nonAFR	0.0164163	0.12707	1.11244e-05	130475909
LP6005442-DNA_G01	nonAFR	0.0162314	0.126364	1.10627e-05	130475909
LP6005442-DNA_H01	nonAFR	0.0166737	0.128045	1.12098e-05	130475909
LP6005443-DNA_A02	nonAFR	0.0160105	0.125515	1.09883e-05	130475909
LP6005443-DNA_B01	nonAFR	0.015909	0.125123	1.0954e-05	130475909
LP6005443-DNA_C02	nonAFR	0.0162826	0.12656	1.10798e-05	130475909
LP6005443-DNA_E01	nonAFR	0.0157371	0.124457	1.08956e-05	130475909
LP6005443-DNA_E09	nonAFR	0.0162514	0.126441	1.10694e-05	130475909
LP6005443-DNA_F01	nonAFR	0.0158142	0.124756	1.09219e-05	130475909
LP6005443-DNA_G01	nonAFR	0.0162795	0.126548	1.10788e-05	130475909
LP6005443-DNA_H01	nonAFR	0.0166753	0.128052	1.12104e-05	130475909
LP6005592-DNA_D03	nonAFR	0.0164542	0.127214	1.1137e-05	130475909
SS6004467	nonAFR	0.0159561	0.125306	1.097e-05	130475909
SS6004469	nonAFR	0.0160097	0.125512	1.09881e-05	130475909
HGDP00720	nonAFR	0.0160558	0.12569	1.10036e-05	130475909
HGDP00763	nonAFR	0.0160566	0.125693	1.10039e-05	130475909
HGDP00768	nonAFR	0.0163361	0.126765	1.10977e-05	130475909
HGDP01024	nonAFR	0.0165164	0.127451	1.11577e-05	130475909
HGDP01316	nonAFR	0.0163055	0.126648	1.10875e-05	130475909
LP6005441-DNA_A09	nonAFR	0.0159726	0.125369	1.09755e-05	130475909
HG00404	nonAFR	0.0166047	0.127785	1.1187e-05	130475909
HG00406	nonAFR	0.0161579	0.126082	1.1038e-05	130475909
HG00407	nonAFR	0.0167281	0.128251	1.12278e-05	130475909
HG00409	nonAFR	0.016039	0.125625	1.0998e-05	130475909
HG00410	nonAFR	0.0167271	0.128247	1.12275e-05	130475909
HG00419	nonAFR	0.0166459	0.127941	1.12007e-05	130475909
HG00421	nonAFR	0.0158623	0.124943	1.09382e-05	130475909
HG00422	nonAFR	0.0164229	0.127095	1.11266e-05	130475909
HG00428	nonAFR	0.0164204	0.127086	1.11258e-05	130475909
HG00437	nonAFR	0.0165605	0.127618	1.11724e-05	130475909
HG00442	nonAFR	0.0160251	0.125572	1.09933e-05	130475909
HG00443	nonAFR	0.0165903	0.12773	1.11822e-05	130475909
HG00445	nonAFR	0.0162101	0.126283	1.10555e-05	130475909
HG00446	nonAFR	0.0165098	0.127425	1.11555e-05	130475909
HG00448	nonAFR	0.0160631	0.125718	1.10061e-05	130475909
HG00449	nonAFR	0.016521	0.127468	1.11593e-05	130475909
HG00457	nonAFR	0.0162319	0.126366	1.10628e-05	130475909
HG00463	nonAFR	0.0160077	0.125505	1.09874e-05	130475909
HG00464	nonAFR	0.0165308	0.127505	1.11625e-05	130475909
HG00475	nonAFR	0.0161244	0.125954	1.10267e-05	130475909
HG00478	nonAFR	0.0158993	0.125086	1.09507e-05	130475909
HG00479	nonAFR	0.0165909	0.127733	1.11825e-05	130475909
HG00500	nonAFR	0.0160689	0.125741	1.10081e-05	130475909
HG00524	nonAFR	0.0163164	0.126689	1.10911e-05	130475909
HG00525	nonAFR	0.0163004	0.126628	1.10858e-05	130475909
HG00530	nonAFR	0.0159765	0.125384	1.09769e-05	130475909
HG00534	nonAFR	0.0167431	0.128307	1.12328e-05	130475909
HG00536	nonAFR	0.0160739	0.12576	1.10097e-05	130475909
HG00537	nonAFR	0.0165061	0.127411	1.11543e-05	130475909
HG00542	nonAFR	0.0160429	0.125641	1.09993e-05	130475909
HG00543	nonAFR	0.0166746	0.128049	1.12102e-05	130475909
HG00556	nonAFR	0.0159884	0.12543	1.09809e-05	130475909
HG00557	nonAFR	0.0165452	0.12756	1.11673e-05	130475909
HG00559	nonAFR	0.0160429	0.12564	1.09993e-05	130475909
HG00560	nonAFR	0.0166095	0.127803	1.11886e-05	130475909
HG00566	nonAFR	0.0164149	0.127065	1.1124e-05	130475909
HG00580	nonAFR	0.0161312	0.12598	1.1029e-05	130475909
HG00581	nonAFR	0.0164698	0.127274	1.11422e-05	130475909
HG00583	nonAFR	0.0161063	0.125884	1.10206e-05	130475909
HG00584	nonAFR	0.0166943	0.128123	1.12166e-05	130475909
HG00589	nonAFR	0.0158773	0.125001	1.09433e-05	130475909
HG00590	nonAFR	0.0166561	0.127979	1.1204e-05	130475909
HG00592	nonAFR	0.0161789	0.126163	1.10451e-05	130475909
HG00593	nonAFR	0.0164962	0.127374	1.1151e-05	130475909
HG00598	nonAFR	0.0160734	0.125758	1.10095e-05	130475909
HG00607	nonAFR	0.0160442	0.125646	1.09997e-05	130475909
HG00610	nonAFR	0.0160704	0.125746	1.10085e-05	130475909
HG00613	nonAFR	0.0161655	0.126112	1.10405e-05	130475909
HG00614	nonAFR	0.0166552	0.127976	1.12037e-05	130475909
HG00619	nonAFR	0.015873	0.124984	1.09418e-05	130475909
HG00622	nonAFR	0.0161576	0.126081	1.10379e-05	130475909
HG00623	nonAFR	0.0164307	0.127125	1.11293e-05	130475909
HG00625	nonAFR	0.0161426	0.126024	1.10328e-05	130475909
HG00631	nonAFR	0.0161403	0.126015	1.10321e-05	130475909
HG00632	nonAFR	0.0164245	0.127101	1.11272e-05	130475909
HG00634	nonAFR	0.0161157	0.125921	1.10238e-05	130475909
HG00656	nonAFR	0.0161608	0.126094	1.1039e-05	130475909
HG00657	nonAFR	0.0165839	0.127706	1.11801e-05	130475909
HG00662	nonAFR	0.0160304	0.125592	1.09951e-05	130475909
HG00663	nonAFR	0.0165311	0.127506	1.11626e-05	130475909
HG00674	nonAFR	0.0161152	0.125918	1.10236e-05	130475909
HG00675	nonAFR	0.0167455	0.128316	1.12335e-05	130475909
HG00683	nonAFR	0.0161204	0.125938	1.10254e-05	130475909
HG00684	nonAFR	0.0165444	0.127557	1.1167e-05	130475909
HG00693	nonAFR	0.0166247	0.127861	1.11937e-05	130475909
HG00698	nonAFR	0.0161064	0.125885	1.10207e-05	130475909
HG00699	nonAFR	0.016599	0.127763	1.11851e-05	130475909
HG00701	nonAFR	0.0163086	0.12666	1.10885e-05	130475909
HG00704	nonAFR	0.0159512	0.125287	1.09683e-05	130475909
HG00728	nonAFR	0.0161162	0.125923	1.1024e-05	130475909
HG00729	nonAFR	0.016536	0.127525	1.11642e-05	130475909
HG00759	nonAFR	0.0164719	0.127282	1.1143e-05	130475909
HG00766	nonAFR	0.0165211	0.127468	1.11593e-05	130475909
HG00844	nonAFR	0.0162569	0.126462	1.10712e-05	130475909
HG00851	nonAFR	0.0162989	0.126623	1.10853e-05	130475909
HG00864	nonAFR	0.0166208	0.127846	1.11924e-05	130475909
HG00867	nonAFR	0.0166786	0.128064	1.12115e-05	130475909
HG00879	nonAFR	0.0165028	0.127399	1.11532e-05	130475909
HG00881	nonAFR	0.0162172	0.12631	1.10579e-05	130475909
HG00956	nonAFR	0.016613	0.127816	1.11898e-05	130475909
HG00978	nonAFR	0.0166135	0.127818	1.11899e-05	130475909
HG00982	nonAFR	0.0161321	0.125983	1.10293e-05	130475909
HG01031	nonAFR	0.0162714	0.126517	1.1076e-05	130475909
HG01046	nonAFR	0.0163665	0.126881	1.11078e-05	130475909
HG01595	nonAFR	0.0165933	0.127742	1.11833e-05	130475909
HG01596	nonAFR	0.0161539	0.126067	1.10366e-05	130475909
HG01597	nonAFR	0.0166401	0.127919	1.11987e-05	130475909
HG01598	nonAFR	0.0167681	0.128401	1.1241e-05	130475909
HG01599	nonAFR	0.0166579	0.127986	1.12046e-05	130475909
HG01600	nonAFR	0.0167467	0.128321	1.12339e-05	130475909
HG01794	nonAFR	0.0162747	0.12653	1.10771e-05	130475909
HG01795	nonAFR	0.0166477	0.127948	1.12013e-05	130475909
HG01796	nonAFR	0.0164717	0.127281	1.11429e-05	130475909
HG01797	nonAFR	0.0164549	0.127217	1.11373e-05	130475909
HG01798	nonAFR	0.0166094	0.127803	1.11886e-05	130475909
HG01799	nonAFR	0.016371	0.126898	1.11093e-05	130475909
HG01800	nonAFR	0.0159961	0.12546	1.09835e-05	130475909
HG01801	nonAFR	0.0164857	0.127334	1.11475e-05	130475909
HG01802	nonAFR	0.0167992	0.128519	1.12512e-05	130475909
HG01804	nonAFR	0.0166736	0.128045	1.12098e-05	130475909
HG01805	nonAFR	0.0166848	0.128088	1.12135e-05	130475909
HG01806	nonAFR	0.0164881	0.127343	1.11483e-05	130475909
HG01807	nonAFR	0.016454	0.127214	1.1137e-05	130475909
HG01808	nonAFR	0.0165797	0.12769	1.11787e-05	130475909
HG01809	nonAFR	0.0163538	0.126832	1.11036e-05	130475909
HG01811	nonAFR	0.0159151	0.125147	1.09561e-05	130475909
HG01812	nonAFR	0.0163946	0.126987	1.11172e-05	130475909
HG01813	nonAFR	0.0164635	0.127249	1.11401e-05	130475909
HG01815	nonAFR	0.016777	0.128435	1.12439e-05	130475909
HG01816	nonAFR	0.0140897	0.117861	1.03182e-05	130475909
HG01817	nonAFR	0.0165121	0.127434	1.11563e-05	130475909
HG01843	nonAFR	0.0166383	0.127912	1.11981e-05	130475909
HG01844	nonAFR	0.0162484	0.126429	1.10684e-05	130475909
HG01845	nonAFR	0.0166701	0.128032	1.12087e-05	130475909
HG01850	nonAFR	0.0167927	0.128494	1.12491e-05	130475909
HG01851	nonAFR	0.0166235	0.127856	1.11932e-05	130475909
HG01852	nonAFR	0.0162719	0.126519	1.10762e-05	130475909
HG01853	nonAFR	0.0166561	0.127979	1.1204e-05	130475909
HG01860	nonAFR	0.01612	0.125937	1.10253e-05	130475909
HG01861	nonAFR	0.016014	0.125529	1.09895e-05	130475909
HG01862	nonAFR	0.0166903	0.128108	1.12153e-05	130475909
HG01863	nonAFR	0.0165498	0.127577	1.11688e-05	130475909
HG01867	nonAFR	0.0161515	0.126058	1.10359e-05	130475909
HG01869	nonAFR	0.0167569	0.128359	1.12373e-05	130475909
HG01872	nonAFR	0.0162197	0.126319	1.10587e-05	130475909
HG01874	nonAFR	0.0166969	0.128133	1.12175e-05	130475909
HG01878	nonAFR	0.0167766	0.128433	1.12438e-05	130475909
HG02016	nonAFR	0.0170713	0.129537	1.13404e-05	130475909
HG02017	nonAFR	0.0162483	0.126429	1.10683e-05	130475909
HG02019	nonAFR	0.0167827	0.128456	1.12458e-05	130475909
HG02020	nonAFR	0.016221	0.126324	1.10592e-05	130475909
HG02025	nonAFR	0.0165026	0.127398	1.11531e-05	130475909
HG02026	nonAFR	0.0161326	0.125985	1.10295e-05	130475909
HG02031	nonAFR	0.0167391	0.128292	1.12314e-05	130475909
HG02032	nonAFR	0.016128	0.125968	1.1028e-05	130475909
HG02040	nonAFR	0.0164231	0.127096	1.11267e-05	130475909
HG02047	nonAFR	0.0162958	0.126611	1.10842e-05	130475909
HG02048	nonAFR	0.0167304	0.12826	1.12286e-05	130475909
HG02050	nonAFR	0.0161262	0.125961	1.10273e-05	130475909
HG02057	nonAFR	0.0168148	0.128577	1.12564e-05	130475909
HG02058	nonAFR	0.0164498	0.127197	1.11356e-05	130475909
HG02064	nonAFR	0.0162958	0.126611	1.10842e-05	130475909
HG02067	nonAFR	0.0163288	0.126737	1.10953e-05	130475909
HG02075	nonAFR	0.0168765	0.128809	1.12767e-05	130475909
HG02076	nonAFR	0.0160992	0.125857	1.10183e-05	130475909
HG02078	nonAFR	0.0165165	0.127451	1.11578e-05	130475909
HG02079	nonAFR	0.016207	0.126271	1.10545e-05	130475909
HG02081	nonAFR	0.0166554	0.127976	1.12038e-05	130475909
HG02082	nonAFR	0.0160758	0.125767	1.10104e-05	130475909
HG02084	nonAFR	0.016588	0.127722	1.11815e-05	130475909
HG02085	nonAFR	0.016124	0.125952	1.10266e-05	130475909
HG02086	nonAFR	0.0167045	0.128162	1.122e-05	130475909
HG02088	nonAFR	0.0161861	0.126191	1.10474e-05	130475909
HG02113	nonAFR	0.0165196	0.127462	1.11588e-05	130475909
HG02116	nonAFR	0.0163345	0.126758	1.10972e-05	130475909
HG02122	nonAFR	0.0163453	0.1268	1.11008e-05	130475909
HG02131	nonAFR	0.0167437	0.12831	1.1233e-05	130475909
HG02133	nonAFR	0.0166946	0.128124	1.12167e-05	130475909
HG02134	nonAFR	0.0162463	0.126421	1.10676e-05	130475909
HG02136	nonAFR	0.0167356	0.128279	1.12303e-05	130475909
HG02137	nonAFR	0.0159612	0.125325	1.09717e-05	130475909
HG02151	nonAFR	0.0166277	0.127872	1.11946e-05	130475909
HG02152	nonAFR	0.0163366	0.126767	1.10979e-05	130475909
HG02154	nonAFR	0.0159265	0.125191	1.096e-05	130475909
HG02155	nonAFR	0.0165295	0.1275	1.11621e-05	130475909
HG02156	nonAFR	0.0164119	0.127053	1.1123e-05	130475909
HG02164	nonAFR	0.0164103	0.127047	1.11225e-05	130475909
HG02165	nonAFR	0.0166809	0.128073	1.12122e-05	130475909
HG02166	nonAFR	0.0165125	0.127436	1.11564e-05	130475909
HG02178	nonAFR	0.0165088	0.127421	1.11552e-05	130475909
HG02179	nonAFR	0.0167368	0.128284	1.12307e-05	130475909
HG02181	nonAFR	0.0167147	0.1282	1.12234e-05	130475909
HG02182	nonAFR	0.0165266	0.127489	1.11611e-05	130475909
HG02184	nonAFR	0.0165044	0.127405	1.11538e-05	130475909
HG02185	nonAFR	0.0163694	0.126892	1.11088e-05	130475909
HG02186	nonAFR	0.016484	0.127327	1.1147e-05	130475909
HG02188	nonAFR	0.0164348	0.12714	1.11306e-05	130475909
HG02190	nonAFR	0.0167325	0.128267	1.12293e-05	130475909
HG02351	nonAFR	0.0162988	0.126622	1.10852e-05	130475909
HG02355	nonAFR	0.0160634	0.125719	1.10062e-05	130475909
HG02356	nonAFR	0.0160911	0.125826	1.10155e-05	130475909
HG02360	nonAFR	0.0161241	0.125953	1.10266e-05	130475909
HG02364	nonAFR	0.0161094	0.125897	1.10217e-05	130475909
HG02367	nonAFR	0.016027	0.125579	1.09939e-05	130475909
HG02371	nonAFR	0.0160496	0.125666	1.10015e-05	130475909
HG02373	nonAFR	0.0161738	0.126143	1.10433e-05	130475909
HG02374	nonAFR	0.0161804	0.126169	1.10455e-05	130475909
HG02375	nonAFR	0.0159308	0.125208	1.09614e-05	130475909
HG02379	nonAFR	0.0160199	0.125552	1.09915e-05	130475909
HG02389	nonAFR	0.0159831	0.12541	1.09791e-05	130475909
HG02394	nonAFR	0.0160251	0.125572	1.09933e-05	130475909
HG02395	nonAFR	0.0162523	0.126444	1.10697e-05	130475909
HG02396	nonAFR	0.0159477	0.125273	1.09671e-05	130475909
HG02397	nonAFR	0.0159539	0.125297	1.09692e-05	130475909
HG02398	nonAFR	0.0160364	0.125615	1.09971e-05	130475909
HG02399	nonAFR	0.0161805	0.126169	1.10456e-05	130475909
HG02401	nonAFR	0.0161522	0.126061	1.10361e-05	130475909
HG02402	nonAFR	0.0160458	0.125652	1.10003e-05	130475909
HG02407	nonAFR	0.016247	0.126424	1.10679e-05	130475909
HG02408	nonAFR	0.0160308	0.125594	1.09952e-05	130475909
HG02409	nonAFR	0.0160743	0.125761	1.10099e-05	130475909
HG02410	nonAFR	0.0160751	0.125764	1.10101e-05	130475909
HG02512	nonAFR	0.0158576	0.124924	1.09366e-05	130475909
HG02513	nonAFR	0.0164823	0.127321	1.11464e-05	130475909
HG02521	nonAFR	0.0162944	0.126605	1.10838e-05	130475909
NA18526	nonAFR	0.0165984	0.127761	1.11849e-05	130475909
NA18528	nonAFR	0.016617	0.127831	1.11911e-05	130475909
NA18530	nonAFR	0.0162173	0.12631	1.10579e-05	130475909
NA18532	nonAFR	0.0165314	0.127507	1.11627e-05	130475909
NA18533	nonAFR	0.016561	0.12762	1.11726e-05	130475909
NA18534	nonAFR	0.0161336	0.125989	1.10298e-05	130475909
NA18535	nonAFR	0.0166146	0.127822	1.11903e-05	130475909
NA18536	nonAFR	0.0159204	0.125168	1.09579e-05	130475909
NA18537	nonAFR	0.0166589	0.12799	1.1205e-05	130475909
NA18538	nonAFR	0.0167117	0.128189	1.12224e-05	130475909
NA18543	nonAFR	0.0162218	0.126327	1.10594e-05	130475909
NA18544	nonAFR	0.0161153	0.125919	1.10237e-05	130475909
NA18545	nonAFR	0.0165554	0.127598	1.11707e-05	130475909
NA18546	nonAFR	0.0163177	0.126694	1.10915e-05	130475909
NA18547	nonAFR	0.0165734	0.127666	1.11766e-05	130475909
NA18548	nonAFR	0.0162976	0.126618	1.10848e-05	130475909
NA18549	nonAFR	0.0162356	0.12638	1.10641e-05	130475909
NA18550	nonAFR	0.0167299	0.128257	1.12284e-05	130475909
NA18555	nonAFR	0.0165518	0.127585	1.11695e-05	130475909
NA18557	nonAFR	0.0159058	0.125111	1.09529e-05	130475909
NA18558	nonAFR	0.0160404	0.125631	1.09984e-05	130475909
NA18560	nonAFR	0.0167228	0.128231	1.12261e-05	130475909
NA18561	nonAFR	0.0163256	0.126724	1.10942e-05	130475909
NA18562	nonAFR	0.0162994	0.126624	1.10854e-05	130475909
NA18563	nonAFR	0.0164105	0.127048	1.11225e-05	130475909
NA18565	nonAFR	0.0165993	0.127764	1.11852e-05	130475909
NA18566	nonAFR	0.0165677	0.127645	1.11748e-05	130475909
NA18567	nonAFR	0.0164762	0.127298	1.11444e-05	130475909
NA18570	nonAFR	0.0167191	0.128217	1.12248e-05	130475909
NA18572	nonAFR	0.0161042	0.125876	1.10199e-05	130475909
NA18573	nonAFR	0.0167892	0.128481	1.1248e-05	130475909
NA18577	nonAFR	0.0165463	0.127564	1.11677e-05	130475909
NA18579	nonAFR	0.0167272	0.128247	1.12275e-05	130475909
NA18582	nonAFR	0.0165928	0.12774	1.11831e-05	130475909
NA18591	nonAFR	0.0164305	0.127124	1.11292e-05	130475909
NA18592	nonAFR	0.0163563	0.126841	1.11044e-05	130475909
NA18593	nonAFR	0.0165641	0.127631	1.11736e-05	130475909
NA18595	nonAFR	0.0162649	0.126492	1.10739e-05	130475909
NA18596	nonAFR	0.0163596	0.126854	1.11055e-05	130475909
NA18597	nonAFR	0.0166833	0.128082	1.1213e-05	130475909
NA18599	nonAFR	0.0167358	0.12828	1.12303e-05	130475909
NA18602	nonAFR	0.0166261	0.127866	1.11941e-05	130475909
NA18603	nonAFR	0.016207	0.126271	1.10545e-05	130475909
NA18605	nonAFR	0.0161666	0.126116	1.10409e-05	130475909
NA18606	nonAFR	0.0153944	0.123115	1.07782e-05	130475909
NA18608	nonAFR	0.0160797	0.125782	1.10117e-05	130475909
NA18609	nonAFR	0.0160895	0.12582	1.1015e-05	130475909
NA18610	nonAFR	0.0165656	0.127637	1.11741e-05	130475909
NA18611	nonAFR	0.016192	0.126213	1.10494e-05	130475909
NA18612	nonAFR	0.0162136	0.126296	1.10567e-05	130475909
NA18613	nonAFR	0.0160281	0.125583	1.09943e-05	130475909
NA18614	nonAFR	0.016493	0.127362	1.115e-05	130475909
NA18615	nonAFR	0.0165094	0.127424	1.11554e-05	130475909
NA18616	nonAFR	0.0164665	0.127261	1.11412e-05	130475909
NA18617	nonAFR	0.0165612	0.12762	1.11726e-05	130475909
NA18618	nonAFR	0.0166142	0.127821	1.11902e-05	130475909
NA18619	nonAFR	0.0166482	0.127949	1.12014e-05	130475909
NA18620	nonAFR	0.0160662	0.12573	1.10071e-05	130475909
NA18621	nonAFR	0.0160624	0.125715	1.10058e-05	130475909
NA18622	nonAFR	0.0160929	0.125833	1.10161e-05	130475909
NA18623	nonAFR	0.0162214	0.126326	1.10593e-05	130475909
NA18624	nonAFR	0.0161406	0.126016	1.10322e-05	130475909
NA18625	nonAFR	0.0164416	0.127166	1.11329e-05	130475909
NA18627	nonAFR	0.016377	0.12692	1.11113e-05	130475909
NA18628	nonAFR	0.0166551	0.127975	1.12037e-05	130475909
NA18629	nonAFR	0.0162502	0.126436	1.1069e-05	130475909
NA18630	nonAFR	0.0164832	0.127325	1.11467e-05	130475909
NA18631	nonAFR	0.0165255	0.127485	1.11607e-05	130475909
