name,human,chimpanzee,bonobo,description
PIGG,4,3,4,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group)
PKNOX2,4,3,4,PBX/knotted 1 homeobox 2
PLIN1,4,3,4,perilipin 1
PLXDC1,4,3,4,plexin domain containing 1
PPP6R2,4,3,4,protein phosphatase 6 regulatory subunit 2
PSG9,4,3,4,pregnancy specific beta-1-glycoprotein 9
PTX4,4,3,4,pentraxin 4
PVALEF,4,3,4,parvalbumin like EF-hand containing
RAET1L,4,0,4,retinoic acid early transcript 1L
RGS3,4,3,4,regulator of G protein signaling 3
RIOX2,4,3,4,ribosomal oxygenase 2
SAMD12,4,3,4,sterile alpha motif domain containing 12
SCAND3,4,4,4,SCAN domain containing 3
SERHL2,4,4,4,serine hydrolase like 2
SERPINB11,4,3,4,serpin family B member 11
SH2D6,4,4,4,SH2 domain containing 6
SLC16A7,4,4,4,solute carrier family 16 member 7
SLC26A11,4,4,4,solute carrier family 26 member 11
SNAP47,4,3,4,synaptosome associated protein 47
SNCG,4,3,4,synuclein gamma
SNRK,4,3,4,SNF related kinase
SNX29,4,3,4,sorting nexin 29
SPTBN5,4,3,4,spectrin beta%2C non-erythrocytic 5
SQSTM1,4,3,4,sequestosome 1
SREBF1,4,3,4,sterol regulatory element binding transcription factor 1
STARD3NL,4,2,4,STARD3 N-terminal like
TEKTIP1,4,3,4,tektin bundle interacting protein 1
THBS3,4,3,4,thrombospondin 3
TMEM175,4,3,4,transmembrane protein 175
TPSG1,4,4,4,tryptase gamma 1
TRIM55,4,3,4,tripartite motif containing 55
TTC16,4,3,4,tetratricopeptide repeat domain 16
UBAP2,4,3,4,ubiquitin associated protein 2
VARS2,4,3,4,valyl-tRNA synthetase 2%2C mitochondrial
VPS13B,4,3,4,vacuolar protein sorting 13 homolog B
VSIG10L2,4,3,4,V-set and immunoglobulin domain containing 10 like 2
WDR93,4,4,4,WD repeat domain 93
ZNF415,4,3,4,zinc finger protein 415
ZNF429,4,3,4,zinc finger protein 429
ZNF45,4,4,4,zinc finger protein 45
ZNF559,4,4,4,zinc finger protein 559
ZNF567,4,3,4,zinc finger protein 567
ZNF732,4,4,4,zinc finger protein 732
ABCG1,3,4,4,ATP binding cassette subfamily G member 1
ACSL1,3,4,4,acyl-CoA synthetase long chain family member 1
AIRIM,3,4,4,AFG2 interacting ribosome maturation factor
ANKDD1A,3,4,4,ankyrin repeat and death domain containing 1A
APC2,3,4,4,APC regulator of WNT signaling pathway 2
APOBEC4,3,4,4,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
ARSF,3,4,4,arylsulfatase F
BPIFB1,3,4,4,BPI fold containing family B member 1
BTNL9,3,4,4,butyrophilin like 9
C2CD3,3,4,4,C2 domain containing 3 centriole elongation regulator
CLUAP1,3,4,4,clusterin associated protein 1
DAGLB,3,4,4,diacylglycerol lipase beta
DNASE2B,3,4,4,deoxyribonuclease 2 beta
ELSPBP1,3,4,4,epididymal sperm binding protein 1
FADS3,3,4,4,fatty acid desaturase 3
FANK1,3,4,4,fibronectin type III and ankyrin repeat domains 1
HHIPL2,3,4,4,HHIP like 2
IFNGR2,3,4,4,interferon gamma receptor 2
IVD,3,4,4,isovaleryl-CoA dehydrogenase
KIF25,3,4,4,kinesin family member 25
LILRB5,3,4,4,leukocyte immunoglobulin like receptor B5
LSP1,3,4,4,lymphocyte specific protein 1
LYPLAL1,3,4,4,lysophospholipase like 1
LYRM4,3,4,4,LYR motif containing 4
MAS1L,3,4,4,MAS1 proto-oncogene like%2C G protein-coupled receptor
ME3,3,4,4,malic enzyme 3
MEF2B,3,4,4,myocyte enhancer factor 2B
MEP1A,3,4,4,meprin A subunit alpha
MRPL44,3,4,4,mitochondrial ribosomal protein L44
MTIF3,3,4,4,mitochondrial translational initiation factor 3
MYLK3,3,4,4,myosin light chain kinase 3
NEBL,3,4,4,nebulette
NOXA1,3,4,4,NADPH oxidase activator 1
NUDT17,3,4,4,nudix hydrolase 17
OCM,3,4,4,oncomodulin
PGAP2,3,4,4,post-GPI attachment to proteins 2
POP1,3,4,4,POP1 homolog%2C ribonuclease P/MRP subunit
PPRC1,3,4,4,PPARG related coactivator 1
PRR11,3,4,4,proline rich 11
PRSS51,3,4,4,serine protease 51
PRXL2B,3,4,4,peroxiredoxin like 2B
PYHIN1,3,4,4,pyrin and HIN domain family member 1
SAC3D1,3,4,4,SAC3 domain containing 1
SEC31B,3,4,4,SEC31 homolog B%2C COPII coat complex component
SEPSECS,3,4,4,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
SIRT4,3,4,4,sirtuin 4
SLC11A2,3,4,4,solute carrier family 11 member 2
SMIM38,3,4,4,small integral membrane protein 38
SPATA21,3,4,4,spermatogenesis associated 21
SPATA33,3,4,4,spermatogenesis associated 33
SPECC1L,3,4,4,sperm antigen with calponin homology and coiled-coil domains 1 like
STK3,3,4,4,serine/threonine kinase 3
TNIP3,3,4,4,TNFAIP3 interacting protein 3
TSPAN4,3,4,4,tetraspanin 4
TYW1B,3,4,4,tRNA-yW synthesizing protein 1 homolog B
HACE1,2,4,4,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
MATR3,2,4,4,matrin 3
NEK6,2,4,4,NIMA related kinase 6
TMEM167A,2,4,4,transmembrane protein 167A
C3H4orf50,0,4,4,chromosome 3 C4orf50 homolog
C9H11orf16,0,4,4,chromosome 9 C11orf16 homolog
RIMBP3C,0,4,4,RIMS binding protein 3C
ZAN,0,4,4,zonadhesin
