gene	description	Western	Western x Central	Central	Eastern
ATP6V0A2	ATPase H+ transporting V0 subunit a2	3	3	2	2
LOC112205020	uncharacterized LOC112205020	1	1	1	1
DNAH10	dynein axonemal heavy chain 10	3	3	3	3
CCDC92	coiled-coil domain containing 92	2	2	1	2
ZNF664	zinc finger protein 664	2	1	1	1
LOC134807420	uncharacterized LOC134807420	1	1	1	1
LOC134807419	uncharacterized LOC134807419	3	4	4	3
LOC134807519	uncharacterized LOC134807519	1	1	1	1
RFLNA	refilin A	3	3	3	3
NCOR2	nuclear receptor corepressor 2	3	3	3	2
VWF	von Willebrand factor	3	3	3	3
LOC107967675	uncharacterized LOC107967675	2	2	1	1
LOC129136690	uncharacterized LOC129136690	1	1	1	1
SCARB1	scavenger receptor class B member 1	4	3	3	3
LOC134807422	uncharacterized LOC134807422	1	1	1	1
LOC104001729	uncharacterized LOC104001729	1	1	1	2
UBC	ubiquitin C	2	2	2	2
TRNAA-UGC_7	transfer RNA alanine (anticodon UGC)	1	1	1	1
TRNAD-GUC_20	transfer RNA aspartic acid (anticodon GUC)	1	1	1	1
TRNAF-GAA_8	transfer RNA phenylalanine (anticodon GAA)	1	1	1	1
TRNAD-GUC_21	transfer RNA aspartic acid (anticodon GUC)	1	1	1	1
TRNAA-UGC_8	transfer RNA alanine (anticodon UGC)	1	1	1	1
DHX37	DEAH-box helicase 37	3	3	3	3
BRI3BP	BRI3 binding protein	3	3	1	1
AACS	acetoacetyl-CoA synthetase	3	3	3	3
TMEM132B	transmembrane protein 132B	3	3	3	3
LOC134807520	uncharacterized LOC134807520	3	3	3	3
LOC104001734	uncharacterized LOC104001734	1	1	1	1
LOC104001735	uncharacterized LOC104001735	1	4	1	3
LOC107967678	uncharacterized LOC107967678	2	1	2	1
LOC107967679	uncharacterized LOC107967679	1	1	1	1
LOC107967680	uncharacterized LOC107967680	2	1	1	1
LOC104001743	uncharacterized LOC104001743	3	4	3	3
LOC134807441	uncharacterized LOC134807441	1	1	1	2
LOC129136624	uncharacterized LOC129136624	1	4	3	4
LOC101056798	uncharacterized LOC101056798	2	2	1	1
LOC107967682	uncharacterized LOC107967682	1	4	4	1
LOC100609451	uncharacterized LOC100609451	1	1	1	1
LOC134807442	uncharacterized LOC134807442	1	2	2	2
CD9	CD9 molecule	1	3	2	1
LOC129136694	uncharacterized LOC129136694	1	1	2	1
LOC107967419	uncharacterized LOC107967419	2	1	1	1
LOC112205049	uncharacterized LOC112205049	1	2	2	1
LOC107967806	uncharacterized LOC107967806	1	2	1	1
LOC107967418	uncharacterized LOC107967418	1	1	2	1
LOC104001739	transmembrane protein 132B-like	2	1	1	1
LOC134807521	uncharacterized LOC134807521	2	2	2	1
LOC736749	uncharacterized LOC736749	2	2	1	2
LOC466932	ATP synthase subunit f, mitochondrial-like	1	3	1	1
LOC134807443	uncharacterized LOC134807443	2	2	2	1
LOC134807444	uncharacterized LOC134807444	1	1	1	1
LOC112205021	uncharacterized LOC112205021	2	2	2	2
LOC107967417	uncharacterized LOC107967417	1	1	1	2
LOC100609891	uncharacterized LOC100609891	1	1	1	1
LOC129136695	uncharacterized LOC129136695	1	1	1	1
LOC104001741	uncharacterized LOC104001741	1	1	1	1
PLEKHG6	pleckstrin homology and RhoGEF domain containing G6	3	3	3	3
TNFRSF1A	TNF receptor superfamily member 1A	3	3	1	3
TMEM132C	transmembrane protein 132C	3	3	3	3
SCNN1A	sodium channel epithelial 1 subunit alpha	3	3	3	3
SLC15A4	solute carrier family 15 member 4	3	2	2	2
LTBR	lymphotoxin beta receptor	3	3	1	1
LOC129136696	uncharacterized LOC129136696	1	1	1	1
LOC112205022	uncharacterized LOC112205022	3	3	3	3
GLT1D1	glycosyltransferase 1 domain containing 1	2	2	3	3
LOC107967689	uncharacterized LOC107967689	1	1	1	1
TMEM132D	transmembrane protein 132D	3	3	3	2
LOC104001748	uncharacterized LOC104001748	1	1	1	1
LOC104001747	uncharacterized LOC104001747	1	1	1	1
VAMP1	vesicle associated membrane protein 1	1	1	3	1
LOC129136697	uncharacterized LOC129136697	4	2	2	1
LOC134807459	uncharacterized LOC134807459	1	1	1	1
CD27	CD27 molecule	3	3	3	3
TAPBPL	TAP binding protein like	3	3	3	4
LOC107967686	uncharacterized LOC107967686	2	1	1	1
MRPL51	mitochondrial ribosomal protein L51	1	1	3	1
LOC134807522	uncharacterized LOC134807522	1	1	1	1
LOC107967808	uncharacterized LOC107967808	1	1	1	1
LOC112205183	small nucleolar RNA U85	1	1	1	1
LOC129136590	uncharacterized LOC129136590	2	2	1	1
FZD10	frizzled class receptor 10	3	3	2	1
NCAPD2	non-SMC condensin I complex subunit D2	3	3	2	3
PIWIL1	piwi like RNA-mediated gene silencing 1	2	2	2	2
LOC741807	transmembrane emp24 domain-containing protein 2	3	3	1	1
GAPDH	glyceraldehyde-3-phosphate dehydrogenase	3	2	2	3
RIMBP2	RIMS binding protein 2	3	3	3	3
IFFO1	intermediate filament family orphan 1	2	2	3	3
NOP2	NOP2 nucleolar protein	3	2	3	2
LOC129136701	uncharacterized LOC129136701	1	1	1	1
STX2	syntaxin 2	3	3	1	1
LOC112205156	small Cajal body-specific RNA 11	1	1	1	1
CHD4	chromodomain helicase DNA binding protein 4	3	2	2	2
LOC112205093	U6 spliceosomal RNA	1	1	1	1
RAN	RAN, member RAS oncogene family	2	2	2	1
ADGRD1	adhesion G protein-coupled receptor D1	3	3	3	3
LOC129136702	uncharacterized LOC129136702	1	1	1	1
LOC134807543	uncharacterized LOC134807543	1	1	1	1
LPAR5	lysophosphatidic acid receptor 5	2	3	3	3
LOC107967810	uncharacterized LOC107967810	1	1	1	1
LOC107972208	uncharacterized LOC107972208	4	4	4	1
LOC112205050	uncharacterized LOC112205050	2	2	2	1
ACRBP	acrosin binding protein	2	3	3	2
LOC134807526	uncharacterized LOC134807526	1	1	1	1
LOC112205025	uncharacterized LOC112205025	3	3	3	2
ING4	inhibitor of growth family member 4	1	1	1	2
LOC134807527	uncharacterized LOC134807527	1	1	1	1
ZNF384	zinc finger protein 384	3	2	4	4
LOC129136705	uncharacterized LOC129136705	4	1	1	1
SFSWAP	splicing factor SWAP	3	3	3	3
LOC112205098	U6 spliceosomal RNA	1	1	1	1
LOC134807524	uncharacterized LOC134807524	1	1	1	1
LOC112205084	U6 spliceosomal RNA	1	1	1	1
MMP17	matrix metallopeptidase 17	2	3	3	3
PIANP	PILR alpha associated neural protein	1	2	2	2
ULK1	unc-51 like autophagy activating kinase 1	2	3	2	3
PUS1	pseudouridine synthase 1	3	3	3	3
EP400	E1A binding protein p400	3	3	3	3
LOC112205154	small nucleolar RNA SNORA49	1	1	1	1
LOC112205109	U6 spliceosomal RNA	1	1	1	1
LOC738562	putative EP400-like protein	3	3	3	4
DDX51	DEAD-box helicase 51	3	3	3	3
NOC4L	nucleolar complex associated 4 homolog	3	3	3	3
COPS7A	COP9 signalosome subunit 7A	3	1	2	1
LOC100614746	uncharacterized LOC100614746	1	1	0	0
LOC107967813	uncharacterized LOC107967813	1	1	1	0
LOC107967698	uncharacterized LOC107967698	1	1	1	0
GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	3	3	3	2
LOC104001755	uncharacterized LOC104001755	1	1	1	1
LOC129136706	uncharacterized LOC129136706	1	1	1	1
LOC107967700	uncharacterized LOC107967700	1	1	1	1
MLF2	myeloid leukemia factor 2	2	2	3	3
FBRSL1	fibrosin like 1	3	3	3	3
PTMS	parathymosin	2	2	1	2
LOC100615218	uncharacterized LOC100615218	4	4	4	2
LRCOL1	leucine rich colipase like 1	3	3	2	1
P2RX2	purinergic receptor P2X 2	3	3	3	3
POLE	DNA polymerase epsilon, catalytic subunit	3	3	3	3
LAG3	lymphocyte activating 3	3	3	3	2
PXMP2	peroxisomal membrane protein 2	3	3	2	2
PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	3	1	1	1
ANKLE2	ankyrin repeat and LEM domain containing 2	4	3	3	3
LOC134807424	uncharacterized LOC134807424	2	2	1	1
GOLGA3	golgin A3	3	3	2	3
LOC739690	small ribosomal subunit protein uS17-like	3	3	3	3
LOC134807425	uncharacterized LOC134807425	1	1	1	1
LOC112205107	U6 spliceosomal RNA	1	1	1	1
CHFR	checkpoint with forkhead and ring finger domains	3	3	3	3
LOC107967703	uncharacterized LOC107967703	1	1	1	1
CD4	CD4 molecule	3	3	3	2
LOC129136569	uncharacterized LOC129136569	1	1	1	1
ZNF605	zinc finger protein 605	3	3	3	3
ZNF26	zinc finger protein 26	3	2	3	4
LOC104001763	uncharacterized LOC104001763	1	1	1	1
ZNF84	zinc finger protein 84	3	1	2	2
ZNF140	zinc finger protein 140	3	3	1	3
GPR162	G protein-coupled receptor 162	3	1	2	3
ZNF891	zinc finger protein 891	3	3	3	3
ZNF10	zinc finger protein 10	1	3	1	3
ZNF268	zinc finger protein 268	4	3	3	3
P3H3	prolyl 3-hydroxylase 3	2	3	3	3
ANHX	anomalous homeobox	3	3	3	3
LOC112205101	U6 spliceosomal RNA	1	1	1	1
GNB3	G protein subunit beta 3	1	1	1	1
CDCA3	cell division cycle associated 3	2	2	1	2
USP5	ubiquitin specific peptidase 5	3	3	1	1
TPI1	triosephosphate isomerase 1	3	3	2	3
LOC134806917	splA/ryanodine receptor domain and SOCS box containing 2	2	3	1	3
SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	1	4	1	1
LOC129136598	large ribosomal subunit protein eL13-like	3	3	1	2
LRRC23	leucine rich repeat containing 23	2	1	1	3
ENO2	enolase 2	3	3	2	2
ATN1	atrophin 1	2	3	2	3
C12H12orf57	chromosome 12 C12orf57 homolog	2	2	1	1
LOC112205115	U7 small nuclear RNA	1	1	1	1
PTPN6	protein tyrosine phosphatase non-receptor type 6	3	3	2	2
LOC129136600	uncharacterized LOC129136600	2	1	1	1
MIR200C	microRNA mir-200c	1	1	1	1
MIR141	microRNA mir-141	1	1	1	1
PHB2	prohibitin 2	1	2	1	2
LOC112205182	small nucleolar RNA U89	1	1	1	1
EMG1	EMG1 N1-specific pseudouridine methyltransferase	1	1	3	1
LPCAT3	lysophosphatidylcholine acyltransferase 3	1	2	3	1
LOC129136599	uncharacterized LOC129136599	1	1	1	1
LOC134807460	uncharacterized LOC134807460	2	1	1	1
C1S	complement C1s	3	2	3	3
C1R	complement C1r	3	1	2	2
C1RL	complement C1r subcomponent like	3	3	3	2
LOC104001442	uncharacterized LOC104001442	2	2	2	2
LOC112205082	U6 spliceosomal RNA	1	1	1	1
RBP5	retinol binding protein 5	2	1	1	1
CLSTN3	calsyntenin 3	3	3	2	2
LOC104001441	uncharacterized LOC104001441	4	3	2	1
LOC107967425	uncharacterized LOC107967425	1	1	1	1
PEX5	peroxisomal biogenesis factor 5	3	3	1	2
ACSM4	acyl-CoA synthetase medium chain family member 4	3	3	4	1
LOC134807544	uncharacterized LOC134807544	1	2	1	2
CD163L1	CD163 molecule like 1	3	3	3	3
CD163	CD163 molecule	2	4	3	1
APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	3	3	3	3
GDF3	growth differentiation factor 3	1	3	3	1
DPPA3	developmental pluripotency associated 3	3	3	1	2
LOC107967739	uncharacterized LOC107967739	1	2	1	1
CLEC4C	C-type lectin domain family 4 member C	3	3	2	3
NANOGNB	NANOG neighbor homeobox	3	3	3	2
NANOG	Nanog homeobox	3	3	3	3
SLC2A14	solute carrier family 2 member 14	2	2	1	3
SLC2A3	solute carrier family 2 member 3	1	3	2	2
LOC134807427	uncharacterized LOC134807427	4	4	4	4
FOXJ2	forkhead box J2	2	2	2	2
C3AR1	complement C3a receptor 1	1	3	3	1
NECAP1	NECAP endocytosis associated 1	2	3	2	2
CLEC4A	C-type lectin domain family 4 member A	2	2	2	2
ZNF705A	zinc finger protein 705A	3	3	3	1
LOC750731	ubiquitin carboxyl-terminal hydrolase 17-like protein 6	4	3	4	3
LOC100170034	beta-defensin-like	1	3	3	1
FAM90A1	family with sequence similarity 90 member A1	3	3	3	3
LOC129136506	putative glycosyltransferase ALG1L2	2	4	4	4
CLEC6A	C-type lectin domain containing 6A	4	3	3	3
LOC112205073	U6 spliceosomal RNA	1	1	1	1
LOC134807454	uncharacterized LOC134807454	1	1	1	1
CLEC4D	C-type lectin domain family 4 member D	4	3	1	3
CLEC4E	C-type lectin domain family 4 member E	3	3	3	3
LOC134807461	uncharacterized LOC134807461	1	1	1	2
LOC107967434	uncharacterized LOC107967434	2	2	2	1
LOC112205157	small Cajal body-specific RNA 11	1	1	1	1
AICDA	activation induced cytidine deaminase	1	3	3	3
MFAP5	microfibril associated protein 5	3	1	1	2
RIMKLB	ribosomal modification protein rimK like family member B	3	3	1	2
LOC134807545	uncharacterized LOC134807545	1	1	1	1
LOC129136507	uncharacterized LOC129136507	1	1	1	1
A2ML1	alpha-2-macroglobulin like 1	3	3	3	3
LOC129136510	uncharacterized LOC129136510	1	1	1	1
PHC1	polyhomeotic homolog 1	2	2	3	3
M6PR	mannose-6-phosphate receptor, cation dependent	1	1	1	1
LOC134806924	killer cell lectin like receptor G1	1	1	1	3
LOC107967436	putative uncharacterized protein encoded by LINC00612	1	3	3	3
A2M	alpha-2-macroglobulin	3	3	3	3
KLRG1	killer cell lectin like receptor G1	2	3	2	3
PZP	PZP alpha-2-macroglobulin like	3	3	3	3
LOC465370	pregnancy zone protein-like	4	4	1	1
LOC129136509	prothymosin alpha-like	3	1	1	1
MIR1244-4	microRNA mir-1244-4	1	1	1	1
LOC107967740	small ribosomal subunit protein eS17-like	3	3	3	3
LOC107967437	ovostatin-like	4	4	3	3
LOC465369	ovostatin homolog 2	3	3	3	3
LOC107967447	collagen alpha-1(III) chain-like	3	3	4	3
LOC134807549	uncharacterized LOC134807549	1	1	1	1
LOC134807548	uncharacterized LOC134807548	1	1	1	1
LOC134807547	uncharacterized LOC134807547	3	3	3	1
LOC451825	ATP-dependent DNA helicase DDX11-like	4	3	4	3
CLEC2D	C-type lectin domain family 2 member D	4	4	4	3
KLRB1	killer cell lectin like receptor B1	3	3	1	3
LOC112205096	U6 spliceosomal RNA	1	1	1	1
LOC134806925	C-type lectin domain family 2 member D	3	3	4	2
LOC134807546	nucleophosmin-like	3	3	2	2
CLECL1	C-type lectin like 1	2	4	3	3
CD69	CD69 molecule	3	2	2	3
KLRF1	killer cell lectin like receptor F1	3	3	3	3
CLEC2B	C-type lectin domain family 2 member B	1	1	1	1
KLRF2	killer cell lectin like receptor F2	4	3	3	3
CLEC2A	C-type lectin domain family 2 member A	3	3	3	4
CLEC12A	C-type lectin domain family 12 member A	3	3	3	3
CLEC1B	C-type lectin domain family 1 member B	3	3	2	3
CLEC12B	C-type lectin domain family 12 member B	3	3	2	3
CLEC9A	C-type lectin domain containing 9A	3	2	3	2
CLEC1A	C-type lectin domain family 1 member A	3	2	3	3
LOC473360	heterogeneous nuclear ribonucleoprotein A/B-like	3	3	1	3
CLEC7A	C-type lectin domain containing 7A	1	3	3	3
OLR1	oxidized low density lipoprotein receptor 1	3	3	2	3
TMEM52B	transmembrane protein 52B	3	3	3	3
GABARAPL1	GABA type A receptor associated protein like 1	2	1	1	1
KLRD1	killer cell lectin like receptor D1	3	3	1	1
LOC134807550	uncharacterized LOC134807550	1	2	1	1
LOC104001467	putative uncharacterized protein encoded by LINC00269	3	3	4	4
KLRK1	killer cell lectin like receptor K1	3	3	3	1
KLRC4	killer cell lectin like receptor C4	3	3	3	3
KLRC3	killer cell lectin-like receptor subfamily C, member 3	3	3	3	3
LOC107973221	NKG2-C type II integral membrane protein	4	3	3	3
LOC129136827	MAM and LDL-receptor class A domain-containing protein 1-like	3	4	3	2
KLRC1	killer cell lectin like receptor C1	3	3	2	4
EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B	3	2	3	3
LOC104001468	uncharacterized LOC104001468	2	1	1	1
MAGOHB	mago homolog B, exon junction complex subunit	4	3	3	3
STYK1	serine/threonine/tyrosine kinase 1	3	2	3	3
YBX3	Y-box binding protein 3	1	1	1	1
LOC104001470	uncharacterized LOC104001470	2	1	1	1
LOC737334	10 kDa heat shock protein, mitochondrial-like	1	3	1	3
TAS2R7	taste 2 receptor member 7	2	3	3	3
TAS2R8	taste 2 receptor member 8	3	3	3	3
TAS2R9	taste 2 receptor member 9	3	3	4	3
PRR4	proline rich 4	2	3	2	1
TAS2R10	taste 2 receptor member 10	1	2	3	3
LOC739542	salivary acidic proline-rich phosphoprotein 1/2	3	3	3	3
TAS2R13	taste 2 receptor member 13	2	3	3	1
PRH2	proline rich protein HaeIII subfamily 2	1	2	3	1
TAS2R14	taste 2 receptor member 14	3	3	1	1
LOC134807552	uncharacterized LOC134807552	1	1	1	1
LOC129136603	taste receptor type 2 member 30-like	3	3	3	1
TAS2R50	taste 2 receptor member 50	3	3	3	1
TAS2R20	taste 2 receptor member 20	3	3	3	1
LOC112204978	taste receptor type 2 member 19	3	3	3	3
LOC739382	taste receptor type 2 member 31-like	4	3	3	3
LOC739490	taste receptor type 2 member 46	3	3	3	3
TAS2R64	taste receptor type 2 member 64	3	3	3	3
LOC739442	taste receptor type 2 member 43	3	3	3	3
LOC739229	taste receptor type 2 member 45	3	4	3	1
LOC100609864	taste receptor type 2 member 30-like	3	3	3	1
SMIM10L1	small integral membrane protein 10 like 1	4	2	3	1
TAS2R42	taste 2 receptor member 42	3	3	3	2
LOC129136604	basic salivary proline-rich protein 3	3	4	4	1
LOC737485	basic salivary proline-rich protein 4	4	3	1	1
LOC112205030	basic salivary proline-rich protein 1	3	3	3	3
LOC112205031	basic salivary proline-rich protein 2	3	3	3	3
LOC104001475	uncharacterized LOC104001475	1	1	1	1
LOC112205116	U7 small nuclear RNA	1	1	1	1
ETV6	ETS variant transcription factor 6	3	3	2	2
BCL2L14	BCL2 like 14	3	3	3	1
LOC129136605	prothymosin alpha-like	1	3	3	3
MIR1244-6	microRNA 1244-6	1	1	1	1
LRP6	LDL receptor related protein 6	3	3	3	3
LOC112205090	U6 spliceosomal RNA	1	1	1	1
LOC112205080	U6 spliceosomal RNA	1	1	1	1
MANSC1	MANSC domain containing 1	3	3	3	3
BORCS5	BLOC-1 related complex subunit 5	3	2	2	1
DUSP16	dual specificity phosphatase 16	2	2	3	2
LOC107967462	uncharacterized LOC107967462	1	1	1	1
CREBL2	cAMP responsive element binding protein like 2	1	1	2	2
GPR19	G protein-coupled receptor 19	3	2	2	2
LOC134807462	uncharacterized LOC134807462	1	2	2	2
CDKN1B	cyclin dependent kinase inhibitor 1B	1	1	1	1
MIR613	microRNA mir-613	1	1	1	1
APOLD1	apolipoprotein L domain containing 1	3	2	2	2
DDX47	DEAD-box helicase 47	1	1	3	2
LOC134807465	uncharacterized LOC134807465	1	1	1	1
LOC134807464	uncharacterized LOC134807464	2	2	1	1
LOC104001477	large ribosomal subunit protein uL13-like	3	3	3	3
GPRC5A	G protein-coupled receptor class C group 5 member A	3	3	3	2
MIR614	microRNA mir-614	1	1	1	1
GPRC5D	G protein-coupled receptor class C group 5 member D	1	3	1	2
LOC107967465	uncharacterized LOC107967465	1	1	1	1
LOC112205158	small nucleolar RNA SNORD88	1	1	1	1
HEBP1	heme binding protein 1	3	2	1	2
LOC104001478	uncharacterized LOC104001478	1	1	1	1
FAM234B	family with sequence similarity 234 member B	2	3	3	3
GSG1	germ cell associated 1	3	2	2	4
LOC134807466	uncharacterized LOC134807466	1	1	1	1
EMP1	epithelial membrane protein 1	1	2	2	3
LOC100613735	uncharacterized LOC100613735	1	2	1	1
LOC112205063	U6 spliceosomal RNA	1	1	1	1
GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	1	2	2	2
LOC107967468	uncharacterized LOC107967468	1	1	1	1
LOC112205106	U6 spliceosomal RNA	1	1	1	1
ATF7IP	activating transcription factor 7 interacting protein	3	3	3	3
PLBD1	phospholipase B domain containing 1	3	2	3	2
LOC134807553	uncharacterized LOC134807553	1	1	1	1
GUCY2C	guanylate cyclase 2C	2	3	2	2
LOC134807554	uncharacterized LOC134807554	1	1	1	1
H4C16	H4 histone 16	2	4	3	3
H2AJ	H2A.J histone	1	1	1	1
WBP11	WW domain binding protein 11	2	2	1	2
SMCO3	single-pass membrane protein with coiled-coil domains 3	1	1	1	1
PDE6H	phosphodiesterase 6H	4	3	3	4
C12H12orf60	chromosome 12 C12orf60 homolog	3	3	1	3
ART4	ADP-ribosyltransferase 4	3	3	3	3
MGP	matrix Gla protein	3	2	1	1
ERP27	endoplasmic reticulum protein 27	3	3	3	3
ARHGDIB	Rho GDP dissociation inhibitor beta	2	2	3	2
LOC134807555	uncharacterized LOC134807555	1	1	1	1
RERG	RAS like estrogen regulated growth inhibitor	2	2	2	1
LOC129136514	uncharacterized LOC129136514	1	1	1	1
PTPRO	protein tyrosine phosphatase receptor type O	3	3	3	3
EPS8	EGFR pathway substrate 8, signaling adaptor	3	2	3	2
LOC112205074	U6 spliceosomal RNA	1	1	1	1
LOC107967469	uncharacterized LOC107967469	1	1	1	1
STRAP	serine/threonine kinase receptor associated protein	1	2	2	1
DERA	deoxyribose-phosphate aldolase	2	2	1	2
SLC15A5	solute carrier family 15 member 5	4	3	3	3
MGST1	microsomal glutathione S-transferase 1	3	3	1	3
LMO3	LIM domain only 3	3	3	1	1
LOC741033	S-phase kinase-associated protein 1-like	3	3	3	3
LOC112205103	U6 spliceosomal RNA	1	1	1	1
LOC134807428	uncharacterized LOC134807428	2	2	2	2
RERGL	RERG like	1	1	3	1
PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	3	3	3	3
PLCZ1	phospholipase C zeta 1	2	3	3	3
CAPZA3	capping actin protein of muscle Z-line subunit alpha 3	2	2	2	2
LOC743136	large ribosomal subunit protein eL19-like	3	4	3	2
LOC112204982	uncharacterized LOC112204982	1	1	1	1
PLEKHA5	pleckstrin homology domain containing A5	3	3	3	2
AEBP2	AE binding protein 2	3	1	1	2
LOC112205209	U6 spliceosomal RNA	1	1	1	1
LOC129136516	large ribosomal subunit protein eL34-like	2	2	1	1
LOC134807467	uncharacterized LOC134807467	2	1	1	1
LOC104001487	uncharacterized LOC104001487	1	2	1	2
LOC112205185	U1 spliceosomal RNA	1	1	1	1
LOC129136517	uncharacterized LOC129136517	1	1	1	1
LOC465328	importin-5-like	2	4	3	3
LOC112204983	uncharacterized LOC112204983	4	2	2	2
LOC129136518	uncharacterized LOC129136518	1	1	1	1
LOC134807468	uncharacterized LOC134807468	1	1	1	1
LOC104001488	uncharacterized LOC104001488	1	1	4	4
PDE3A	phosphodiesterase 3A	3	3	3	3
LOC134807469	uncharacterized LOC134807469	1	1	1	1
SLCO1C1	solute carrier organic anion transporter family member 1C1	3	3	2	1
LOC112204985	solute carrier organic anion transporter family member 1B3-like	3	3	3	3
LOC104001494	uncharacterized LOC104001494	1	4	1	4
LOC104001495	uncharacterized LOC104001495	1	1	1	1
LOC134807470	uncharacterized LOC134807470	1	1	1	1
DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	2	1	1	2
LOC107967748	uncharacterized LOC107967748	2	2	2	1
LOC107967478	uncharacterized LOC107967478	2	2	1	1
CAND1	cullin associated and neddylation dissociated 1	3	2	1	2
LOC104001496	uncharacterized LOC104001496	1	1	4	1
GRIP1	glutamate receptor interacting protein 1	2	3	2	2
LOC129136626	uncharacterized LOC129136626	2	2	1	2
LOC112205164	small nucleolar RNA U13	1	1	1	1
HELB	DNA helicase B	3	3	3	3
IRAK3	interleukin 1 receptor associated kinase 3	3	3	3	3
LOC112204986	RNA-binding motif, single-stranded-interacting protein 1-like	3	3	3	4
TMBIM4	transmembrane BAX inhibitor motif containing 4	3	3	3	3
LLPH	LLP homolog, long-term synaptic facilitation factor	1	3	1	3
LOC134807556	uncharacterized LOC134807556	1	1	1	1
LOC112205038	uncharacterized LOC112205038	2	1	2	2
HMGA2	high mobility group AT-hook 2	3	3	2	3
LOC107967482	uncharacterized LOC107967482	1	1	1	1
LOC104001497	uncharacterized LOC104001497	2	2	1	1
MSRB3	methionine sulfoxide reductase B3	3	3	3	3
LEMD3	LEM domain containing 3	3	3	2	2
WIF1	WNT inhibitory factor 1	2	2	2	2
LOC112205206	U6 spliceosomal RNA	1	1	1	1
LOC134807558	uncharacterized LOC134807558	1	1	1	1
TBC1D30	TBC1 domain family member 30	3	3	3	3
LOC112205175	small nucleolar RNA U13	1	1	1	1
GNS	glucosamine (N-acetyl)-6-sulfatase	3	3	3	3
RASSF3	Ras association domain family member 3	1	3	3	3
MIR548C	microRNA mir-548c	1	1	1	1
LOC112205131	small nucleolar RNA SNORD83	1	1	1	1
TBK1	TANK binding kinase 1	2	3	3	2
XPOT	exportin for tRNA	2	2	2	2
LOC112205162	small nucleolar RNA U13	1	1	1	1
