gene	description	Western	Western x Central	Central	Eastern
LOC112207301	small nucleolar RNA SNORA16B/SNORA16A family	1	1	1	1
LOC112207336	small nucleolar RNA SNORA44	1	1	1	1
LOC112207349	small nucleolar RNA SNORA61	1	1	1	1
LOC112207397	small nucleolar RNA SNORD99	1	1	1	1
TRNAU1AP	tRNA selenocysteine 1 associated protein 1	2	1	1	1
RCC1	regulator of chromosome condensation 1	3	3	4	1
LOC112207533	small nucleolar RNA U13	1	1	1	1
SNHG3	small nucleolar RNA host gene 3 (non-protein coding)	1	1	2	2
LOC112207093	small nucleolar RNA SNORA73 family	1	1	1	1
LOC112207094	small nucleolar RNA SNORA73 family	1	1	1	1
PHACTR4	phosphatase and actin regulator 4	3	3	3	3
MED18	mediator complex subunit 18	1	1	2	1
ZNF670	zinc finger protein 670	1	3	3	3
SESN2	sestrin 2	3	2	2	2
LOC101058434	uncharacterized LOC101058434	1	1	1	1
ATP5IF1	ATP synthase inhibitory factor subunit 1	1	1	1	1
DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	1	1	1	1
PTAFR	platelet activating factor receptor	1	2	3	2
LOC112207097	U7 small nuclear RNA	1	1	1	1
LOC112207058	U6 spliceosomal RNA	1	1	1	1
EYA3	EYA transcriptional coactivator and phosphatase 3	3	3	3	2
XKR8	XK related 8	3	3	3	3
SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	3	3	3	3
RPA2	replication protein A2	3	3	2	2
THEMIS2	thymocyte selection associated family member 2	2	2	1	1
PPP1R8	protein phosphatase 1 regulatory subunit 8	3	2	2	2
LOC112207358	small Cajal body-specific RNA 1	1	1	1	1
LOC112207035	U6 spliceosomal RNA	1	1	1	1
STX12	syntaxin 12	2	2	1	2
FAM76A	family with sequence similarity 76 member A	3	1	3	2
LOC112206963	U6 spliceosomal RNA	1	1	1	1
IFI6	interferon alpha inducible protein 6	1	1	1	3
LOC112209482	translation machinery-associated protein 7-like	4	1	1	1
FGR	FGR proto-oncogene, Src family tyrosine kinase	1	2	2	3
AHDC1	AT-hook DNA binding motif containing 1	3	3	3	2
LOC129136675	uncharacterized LOC129136675	1	1	1	1
WASF2	WASP family member 2	3	3	2	3
GPR3	G protein-coupled receptor 3	3	3	1	1
CD164L2	CD164 molecule like 2	3	3	3	3
FCN3	ficolin 3	3	3	3	3
MAP3K6	mitogen-activated protein kinase kinase kinase 6	3	3	2	2
SYTL1	synaptotagmin like 1	3	3	3	3
TMEM222	transmembrane protein 222	2	2	2	1
LOC112206968	U6 spliceosomal RNA	1	1	1	1
LOC101057190	actin, alpha skeletal muscle-like	4	3	3	3
WDTC1	WD and tetratricopeptide repeats 1	2	2	1	3
LOC112209475	uncharacterized LOC112209475	2	2	2	1
LOC107975708	uncharacterized LOC107975708	1	1	2	1
SLC9A1	solute carrier family 9 member A1	2	2	2	2
LOC107966524	uncharacterized LOC107966524	1	1	1	1
LOC104006871	uncharacterized LOC104006871	1	1	1	1
TENT5B	terminal nucleotidyltransferase 5B	2	3	1	2
TRNP1	TMF1 regulated nuclear protein 1	2	1	2	2
LOC737796	oligosaccharyltransferase complex subunit OSTC	3	3	2	2
KDF1	keratinocyte differentiation factor 1	2	3	3	1
NUDC	nuclear distribution C, dynein complex regulator	1	2	2	1
NR0B2	nuclear receptor subfamily 0 group B member 2	1	2	1	2
LOC134807348	uncharacterized LOC134807348	1	2	1	1
GPATCH3	G-patch domain containing 3	3	4	4	2
GPN2	GPN-loop GTPase 2	2	2	2	3
SFN	stratifin	1	1	1	2
ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18	3	3	2	2
PIGV	phosphatidylinositol glycan anchor biosynthesis class V	3	1	1	3
ARID1A	AT-rich interaction domain 1A	3	3	3	2
LOC112207429	small nucleolar RNA U13	1	1	1	1
RPS6KA1	ribosomal protein S6 kinase A1	2	3	2	3
HMGN2	high mobility group nucleosomal binding domain 2	2	1	2	1
DHDDS	dehydrodolichyl diphosphate synthase subunit	1	1	3	3
LOC104006847	uncharacterized LOC104006847	1	1	1	1
RHOU	ras homolog family member U	2	3	2	2
LOC134806937	large ribosomal subunit protein uL22-like	3	3	3	1
LIN28A	lin-28 homolog A	2	2	1	1
ZNF683	zinc finger protein 683	2	2	2	3
LOC129138186	uncharacterized LOC129138186	3	3	3	3
CRYBG2	crystallin beta-gamma domain containing 2	3	3	3	3
CD52	CD52 molecule	1	1	1	1
UBXN11	UBX domain protein 11	3	3	2	3
SH3BGRL3	SH3 domain binding glutamate rich protein like 3	4	4	3	1
CEP85	centrosomal protein 85	2	3	3	3
LOC112209464	uncharacterized LOC112209464	1	2	2	1
CATSPER4	cation channel sperm associated 4	3	3	3	2
LOC129136628	uncharacterized LOC129136628	1	1	2	1
CNKSR1	connector enhancer of kinase suppressor of Ras 1	3	3	3	3
ZNF593OS	ZNF593 opposite strand	3	3	1	1
ZNF593	zinc finger protein 593	3	2	1	2
FAM110D	family with sequence similarity 110 member D	1	1	1	1
C1H1orf232	chromosome 1 C1orf232 homolog	3	3	2	3
PDIK1L	PDLIM1 interacting kinase 1 like	1	2	2	1
TRIM63	tripartite motif containing 63	2	1	2	1
SLC30A2	solute carrier family 30 member 2	3	3	3	2
EXTL1	exostosin like glycosyltransferase 1	3	3	2	3
LOC112207326	small Cajal body-specific RNA 18	1	1	1	1
PAFAH2	platelet activating factor acetylhydrolase 2	3	3	3	3
LOC112206991	U6 spliceosomal RNA	1	1	1	1
STMN1	stathmin 1	1	2	2	1
PAQR7	progestin and adipoQ receptor family member 7	2	1	1	2
AUNIP	aurora kinase A and ninein interacting protein	3	3	2	1
MTFR1L	mitochondrial fission regulator 1 like	3	2	2	2
SELENON	selenoprotein N	3	3	3	3
MAN1C1	mannosidase alpha class 1C member 1	3	2	2	2
LDLRAP1	low density lipoprotein receptor adaptor protein 1	3	3	2	3
LOC129138422	5S ribosomal RNA	1	1	1	1
LOC129138420	5S ribosomal RNA	1	1	1	1
LOC129138415	5S ribosomal RNA	1	1	1	1
MACO1	macoilin 1	3	3	1	2
LOC129138413	5S ribosomal RNA	1	1	1	1
LOC129138411	5S ribosomal RNA	1	1	1	1
LOC129138423	5S ribosomal RNA	1	1	1	1
LOC129138409	5S ribosomal RNA	1	1	1	1
LOC112209443	RH-like protein IIR	4	4	3	3
LOC129138408	5S ribosomal RNA	1	1	1	1
LOC129138407	5S ribosomal RNA	1	1	1	1
LOC112209445	small ribosomal subunit protein uS8-like	3	3	1	3
LOC129138406	5S ribosomal RNA	1	1	1	1
LOC107971361	RH-like protein IC	2	3	3	3
LOC129138405	5S ribosomal RNA	1	1	1	1
TMEM50A	transmembrane protein 50A	1	2	2	2
LOC129138404	5S ribosomal RNA	1	1	1	1
LOC112207616	small nucleolar RNA U13	1	1	1	1
LOC134807381	uncharacterized LOC134807381	3	3	3	3
LOC129138403	5S ribosomal RNA	1	1	1	1
LOC456645	rhesus-like protein	3	3	3	4
LOC129138402	5S ribosomal RNA	1	1	1	1
LOC112207632	succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial-like	3	3	3	3
LOC129138401	5S ribosomal RNA	1	1	1	1
LOC112209447	small ribosomal subunit protein uS8-like	3	4	3	4
LOC129138398	5S ribosomal RNA	1	1	1	1
RSRP1	arginine and serine rich protein 1	3	3	1	1
LOC129138397	5S ribosomal RNA	1	1	1	1
SYF2	SYF2 pre-mRNA splicing factor	2	1	2	2
LOC129138396	5S ribosomal RNA	1	1	1	1
LOC129138395	5S ribosomal RNA	1	1	1	1
LOC129138394	5S ribosomal RNA	1	1	1	1
LOC129138393	5S ribosomal RNA	1	1	1	1
LOC129138392	5S ribosomal RNA	1	1	1	1
LOC129138391	5S ribosomal RNA	1	1	1	1
LOC129138390	5S ribosomal RNA	1	1	1	1
LOC129138389	5S ribosomal RNA	1	1	1	1
LOC107973892	uncharacterized LOC107973892	1	1	1	1
LOC129136594	uncharacterized LOC129136594	4	2	1	1
LOC129138387	5S ribosomal RNA	1	1	1	1
LOC129138386	5S ribosomal RNA	1	1	1	1
LOC129138385	5S ribosomal RNA	1	1	1	1
LOC129138384	5S ribosomal RNA	1	1	1	1
LOC134809300	uncharacterized LOC134809300	1	1	2	2
RUNX3	RUNX family transcription factor 3	3	3	2	2
LOC129138383	5S ribosomal RNA	1	1	1	1
LOC129138382	5S ribosomal RNA	1	1	1	1
LOC129138381	5S ribosomal RNA	1	1	1	1
LOC129138380	5S ribosomal RNA	1	1	1	1
LOC129136587	uncharacterized LOC129136587	1	1	1	1
LOC129138379	5S ribosomal RNA	1	1	1	1
CLIC4	chloride intracellular channel 4	2	2	1	1
LOC129138378	5S ribosomal RNA	1	1	1	1
LOC129138376	5S ribosomal RNA	1	1	1	1
LOC129138375	5S ribosomal RNA	1	1	1	1
LOC112207054	U6 spliceosomal RNA	1	1	1	1
LOC129138374	5S ribosomal RNA	1	1	1	1
LOC129138373	5S ribosomal RNA	1	1	1	1
LOC129138372	5S ribosomal RNA	1	1	1	1
LOC129138371	5S ribosomal RNA	1	1	1	1
LOC129138370	5S ribosomal RNA	1	1	1	1
SRRM1	serine and arginine repetitive matrix 1	3	3	3	2
LOC112207491	small nucleolar RNA U13	1	1	1	1
LOC129138369	5S ribosomal RNA	1	1	1	1
LOC129138368	5S ribosomal RNA	1	1	1	1
NCMAP	non-compact myelin associated protein	1	3	2	3
LOC129138367	5S ribosomal RNA	1	1	1	1
LOC129138365	5S ribosomal RNA	1	1	1	1
LOC129138364	5S ribosomal RNA	1	1	1	1
LOC107975349	uncharacterized LOC107975349	1	1	1	1
LOC129138363	5S ribosomal RNA	1	1	1	1
RCAN3	RCAN family member 3	2	1	2	2
LOC129138362	5S ribosomal RNA	1	1	1	1
LOC107975353	uncharacterized LOC107975353	1	1	1	1
LOC129138361	5S ribosomal RNA	1	1	1	1
LOC129138360	5S ribosomal RNA	1	1	1	1
NIPAL3	NIPA like domain containing 3	3	3	3	3
LOC129138357	5S ribosomal RNA	1	1	1	1
LOC129138355	5S ribosomal RNA	1	1	1	1
STPG1	sperm tail PG-rich repeat containing 1	3	3	3	1
LOC129138354	5S ribosomal RNA	1	1	1	1
LOC129138349	5S ribosomal RNA	1	1	1	1
LOC129138338	5S ribosomal RNA	1	1	1	1
GRHL3	grainyhead like transcription factor 3	2	3	3	2
LOC129138334	5S ribosomal RNA	1	1	1	1
LOC112209433	uncharacterized LOC112209433	1	1	1	1
LOC107975344	uncharacterized LOC107975344	1	1	4	1
LOC129138333	5S ribosomal RNA	1	1	1	1
LOC129138332	5S ribosomal RNA	1	1	1	1
LOC129138326	5S ribosomal RNA	1	1	1	1
LOC129138665	5S ribosomal RNA	1	1	1	1
LOC129138655	5S ribosomal RNA	1	1	1	1
LOC107973891	uncharacterized LOC107973891	2	1	1	1
LOC129138647	5S ribosomal RNA	1	1	1	1
IFNLR1	interferon lambda receptor 1	3	3	2	1
LOC129138641	5S ribosomal RNA	1	1	1	1
LOC129138635	5S ribosomal RNA	1	1	1	1
LOC129138626	5S ribosomal RNA	1	1	1	1
IL22RA1	interleukin 22 receptor subunit alpha 1	3	3	2	3
LOC129138619	5S ribosomal RNA	1	1	1	1
LOC107975325	uncharacterized LOC107975325	1	1	1	1
MYOM3	myomesin 3	3	3	3	3
LOC129138614	5S ribosomal RNA	1	1	1	1
LOC129138609	5S ribosomal RNA	1	1	1	1
LOC129143489	uncharacterized LOC129143489	1	1	1	1
LOC129138605	5S ribosomal RNA	1	1	1	1
LOC129138597	5S ribosomal RNA	1	1	1	1
LOC129138588	5S ribosomal RNA	1	1	1	1
SRSF10	serine and arginine rich splicing factor 10	2	2	1	1
LOC129138587	5S ribosomal RNA	1	1	1	1
PNRC2	proline rich nuclear receptor coactivator 2	1	1	1	3
LOC129138586	5S ribosomal RNA	1	1	1	1
LOC134807885	uncharacterized LOC134807885	3	3	3	3
LOC129138504	5S ribosomal RNA	1	1	1	1
LOC129138427	5S ribosomal RNA	1	1	1	1
LOC129138585	5S ribosomal RNA	1	1	1	1
LOC112207518	small nucleolar RNA U13	1	1	1	1
LOC129138579	5S ribosomal RNA	1	1	1	1
CNR2	cannabinoid receptor 2	3	2	2	2
FUCA1	alpha-L-fucosidase 1	3	1	1	3
LOC129138554	5S ribosomal RNA	1	1	1	1
HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	2	3	1	1
LOC129138546	5S ribosomal RNA	1	1	1	1
LOC129138442	5S ribosomal RNA	1	1	1	1
LYPLA2	lysophospholipase 2	2	2	1	2
GALE	UDP-galactose-4-epimerase	3	3	2	2
PITHD1	PITH domain containing 1	2	2	1	2
LOC129138425	5S ribosomal RNA	1	1	1	1
LOC107975294	uncharacterized LOC107975294	1	1	1	1
LOC129138539	5S ribosomal RNA	1	1	1	1
ELOA	elongin A	1	2	1	3
LOC129138536	5S ribosomal RNA	1	1	1	1
LOC129138525	5S ribosomal RNA	1	1	1	1
RPL11	ribosomal protein L11	1	1	1	1
LOC129138520	5S ribosomal RNA	1	1	1	1
LOC129138514	5S ribosomal RNA	1	1	1	1
LOC129138511	5S ribosomal RNA	1	1	1	1
LOC129138507	5S ribosomal RNA	1	1	1	1
LOC129138500	5S ribosomal RNA	1	1	1	1
LOC129138488	5S ribosomal RNA	1	1	1	1
LOC134809315	uncharacterized LOC134809315	4	4	1	1
LOC129138485	5S ribosomal RNA	1	1	1	1
ID3	inhibitor of DNA binding 3	2	2	2	2
LOC129138482	5S ribosomal RNA	1	1	1	1
LOC129136568	uncharacterized LOC129136568	1	2	2	2
E2F2	E2F transcription factor 2	1	1	2	1
LOC129138477	5S ribosomal RNA	1	1	1	1
LOC129138473	5S ribosomal RNA	1	1	1	1
LOC129138467	5S ribosomal RNA	1	1	1	1
LOC129138462	5S ribosomal RNA	1	1	1	1
ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	3	3	3	3
LOC104006748	uncharacterized LOC104006748	1	1	1	1
TCEA3	transcription elongation factor A3	3	3	1	1
LOC129138452	5S ribosomal RNA	1	1	1	1
LOC129138447	5S ribosomal RNA	1	1	1	1
LOC129138437	5S ribosomal RNA	1	1	1	1
LOC100612826	uncharacterized LOC100612826	1	1	1	1
ZNF436	zinc finger protein 436	3	2	2	2
LOC129138435	5S ribosomal RNA	1	1	1	1
HNRNPR	heterogeneous nuclear ribonucleoprotein R	3	3	2	1
LOC129138434	5S ribosomal RNA	1	1	1	1
LOC129138431	5S ribosomal RNA	1	1	1	1
LOC134809321	uncharacterized LOC134809321	1	1	1	1
LOC129138412	5S ribosomal RNA	1	1	1	1
LOC129138321	5S ribosomal RNA	1	1	1	1
LOC129138424	5S ribosomal RNA	1	1	1	1
LOC129138399	5S ribosomal RNA	1	1	1	1
HTR1D	5-hydroxytryptamine receptor 1D	2	2	2	2
LOC129138388	5S ribosomal RNA	1	1	1	1
LOC129138377	5S ribosomal RNA	1	1	1	1
LOC112207010	U6 spliceosomal RNA	1	1	1	1
LOC129138366	5S ribosomal RNA	1	1	1	1
LOC129138343	5S ribosomal RNA	1	1	1	1
LOC129138631	5S ribosomal RNA	1	1	1	1
LUZP1	leucine zipper protein 1	3	3	3	3
LOC112206886	5S ribosomal RNA	1	1	1	1
KDM1A	lysine demethylase 1A	3	2	2	2
TEX46	testis expressed 46	1	3	2	2
LACTBL1	lactamase beta like 1	3	3	3	3
EPHB2	EPH receptor B2	3	3	2	3
LOC107975238	uncharacterized LOC107975238	1	4	1	4
LOC129143487	uncharacterized LOC129143487	1	1	1	1
C1QB	complement C1q B chain	3	3	2	2
C1QC	complement C1q C chain	2	2	2	2
C1QA	complement C1q A chain	2	2	1	1
BTNL10P	Butyrophilin-like protein 10	2	2	1	2
MIR6127	microRNA mir-6127	1	1	1	1
LOC104004777	uncharacterized LOC104004777	1	1	1	1
EPHA8	EPH receptor A8	3	3	3	3
ZBTB40	zinc finger and BTB domain containing 40	3	3	3	3
RNF187	ring finger protein 187	3	3	1	1
LOC134807802	peptidyl-prolyl cis-trans isomerase A-like	1	1	1	3
LOC129143479	uncharacterized LOC129143479	1	2	2	1
H2BC27	H2B clustered histone 27	1	3	1	1
WNT4	Wnt family member 4	3	3	3	1
H2BC26	H2B clustered histone 26	3	3	1	1
CDC42	cell division cycle 42	1	1	1	1
H2AC25	H2A clustered histone 25	1	1	1	1
LOC134809326	uncharacterized LOC134809326	1	1	1	1
CELA3A	chymotrypsin like elastase 3A	4	3	3	3
LOC456491	chymotrypsin-like elastase family member 3B	3	3	2	2
HSPG2	heparan sulfate proteoglycan 2	3	3	3	3
LDLRAD2	low density lipoprotein receptor class A domain containing 2	3	2	1	1
H3-4	H3.4 histone, cluster member	1	1	3	3
USP48	ubiquitin specific peptidase 48	2	2	3	3
TRIM17	tripartite motif containing 17	3	3	2	1
LOC104004776	uncharacterized LOC104004776	1	1	1	1
RAP1GAP	RAP1 GTPase activating protein	3	3	2	2
TRIM11	tripartite motif containing 11	3	1	2	2
ALPL	alkaline phosphatase, biomineralization associated	3	3	3	3
NBPF3	NBPF member 3	3	4	4	3
LOC112207507	U1 spliceosomal RNA	1	1	1	1
LOC107975178	uncharacterized LOC107975178	2	4	4	4
TRNAE-UUC_2	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
LOC134809800	uncharacterized LOC134809800	4	4	3	2
LOC129136541	FAM231A/C-like protein	3	3	2	1
TRNAG-CCC_1	transfer RNA glycine (anticodon CCC)	1	1	1	1
LOC469157	espin-like	3	3	2	3
TRNAG-CCC_2	transfer RNA glycine (anticodon CCC)	1	1	1	1
LOC100610419	FAM231A/C-like protein	3	3	3	1
TRNAE-UUC_3	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
LOC112207754	U1 spliceosomal RNA	1	1	1	1
LOC129138147	uncharacterized LOC129138147	3	3	3	3
LOC736194	neuroblastoma breakpoint family member 15	4	4	3	3
OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	3	4	3	3
LOC107971334	E3 ubiquitin-protein ligase PPP1R11-like	3	3	1	1
LOC107970558	uncharacterized LOC107970558	3	3	3	3
ECE1	endothelin converting enzyme 1	3	4	4	4
EIF4G3	eukaryotic translation initiation factor 4 gamma 3	3	3	1	3
MIR1256	microRNA mir-1256	1	1	1	1
LOC107975170	uncharacterized LOC107975170	2	1	1	1
LOC112207183	U7 small nuclear RNA	1	1	1	1
HP1BP3	heterochromatin protein 1 binding protein 3	2	2	2	2
SH2D5	SH2 domain containing 5	3	3	1	3
KIF17	kinesin family member 17	3	3	3	3
DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	3	3	3	3
PINK1	PTEN induced kinase 1	3	3	3	3
CDA	cytidine deaminase	2	2	2	1
FAM43B	family with sequence similarity 43 member B	1	3	2	2
MUL1	mitochondrial E3 ubiquitin protein ligase 1	3	1	1	1
CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	1	3	3	3
LOC104006591	uncharacterized LOC104006591	3	3	3	3
VWA5B1	von Willebrand factor A domain containing 5B1	3	3	3	3
LOC129143182	uncharacterized LOC129143182	2	2	1	1
LOC107973887	uncharacterized LOC107973887	1	1	1	2
UBXN10	UBX domain protein 10	3	3	3	3
PLA2G2C	phospholipase A2 group IIC	3	3	3	3
PLA2G2F	phospholipase A2 group IIF	1	3	2	3
PLA2G2D	phospholipase A2 group IID	2	3	3	3
PLA2G5	phospholipase A2 group V	3	3	2	2
PLA2G2A	phospholipase A2 group IIA	2	2	2	2
PLA2G2E	phospholipase A2 group IIE	3	3	3	3
OTUD3	OTU deubiquitinase 3	3	3	3	3
ZNF695	zinc finger protein 695	3	3	3	3
RNF186	ring finger protein 186	2	2	2	3
TMCO4	transmembrane and coiled-coil domains 4	3	3	3	3
HTR6	5-hydroxytryptamine receptor 6	3	2	3	3
NBL1	NBL1, DAN family BMP antagonist	3	3	2	2
MICOS10	mitochondrial contact site and cristae organizing system subunit 10	2	1	1	2
LOC743289	small ribosomal subunit protein uS11-like	3	3	1	1
LOC112207436	small nucleolar RNA U13	1	1	1	1
LOC107970293	uncharacterized LOC107970293	2	1	1	1
LOC112206936	U4 spliceosomal RNA	1	1	1	1
IBA57	iron-sulfur cluster assembly factor IBA57	2	1	3	2
LOC129143450	uncharacterized LOC129143450	2	2	1	2
LOC107970275	uncharacterized LOC107970275	1	1	1	1
CAPZB	capping actin protein of muscle Z-line subunit beta	2	2	2	2
LOC743172	uncharacterized LOC743172	3	3	3	3
SLC66A1	solute carrier family 66 member 1	3	3	2	2
AKR7A2	aldo-keto reductase family 7 member A2	2	3	3	3
LOC112206967	U6 spliceosomal RNA	1	1	1	1
LOC107970190	uncharacterized LOC107970190	1	1	1	1
LOC100608445	uncharacterized LOC100608445	2	2	1	1
AKR7A3	aldo-keto reductase family 7 member A3	2	3	3	3
LOC742959	aflatoxin B1 aldehyde reductase member 4	3	4	4	3
LOC104006552	aflatoxin B1 aldehyde reductase member 4-like	1	1	2	3
MRTO4	MRT4 homolog, ribosome maturation factor	1	3	3	2
EMC1	ER membrane protein complex subunit 1	3	3	2	3
LOC104006548	uncharacterized LOC104006548	1	1	1	1
UBR4	ubiquitin protein ligase E3 component n-recognin 4	3	2	3	2
GJC2	gap junction protein gamma 2	3	2	2	3
GUK1	guanylate kinase 1	1	3	3	3
LOC107974251	small ribosomal subunit protein eS28-like	1	1	2	2
IFFO2	intermediate filament family orphan 2	2	2	3	2
MIR1290	microRNA mir-1290	1	1	1	1
ALDH4A1	aldehyde dehydrogenase 4 family member A1	3	3	3	3
TAS1R2	taste 1 receptor member 2	3	3	3	3
MRPL55	mitochondrial ribosomal protein L55	1	3	1	1
PAX7	paired box 7	2	2	2	2
C1H1orf35	chromosome 1 C1orf35 homolog	3	3	3	3
ARF1	ADP ribosylation factor 1	2	2	2	2
LOC104006501	uncharacterized LOC104006501	2	2	1	2
LOC469195	dynein light chain 1, cytoplasmic-like	1	1	1	1
KLHDC7A	kelch domain containing 7A	3	3	3	3
IGSF21	immunoglobin superfamily member 21	3	3	3	3
WNT3A	Wnt family member 3A	1	2	2	2
LOC107973884	uncharacterized LOC107973884	2	1	4	2
ACTL8	actin like 8	2	2	2	2
LOC107973883	uncharacterized LOC107973883	2	1	1	2
ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	3	3	3	3
LOC112207563	small nucleolar RNA U13	1	1	1	1
RCC2	regulator of chromosome condensation 2	2	1	1	1
PADI6	peptidyl arginine deiminase 6	3	3	2	2
LOC107973132	putative uncharacterized protein FLJ44672	1	3	2	3
PADI4	peptidyl arginine deiminase 4	3	3	1	3
LOC107973131	putative uncharacterized protein FLJ44672	2	3	3	3
PADI3	peptidyl arginine deiminase 3	3	3	2	3
LOC107971370	putative uncharacterized protein FLJ44672	3	3	3	3
PADI1	peptidyl arginine deiminase 1	3	3	3	2
LOC112208571	uncharacterized LOC112208571	1	1	1	1
WNT9A	Wnt family member 9A	3	2	1	1
PADI2	peptidyl arginine deiminase 2	2	3	2	2
SDHB	succinate dehydrogenase complex iron sulfur subunit B	3	2	2	3
ATP13A2	ATPase cation transporting 13A2	3	3	3	3
MFAP2	microfibril associated protein 2	1	2	1	3
LOC107975073	uncharacterized LOC107975073	1	1	1	1
CROCC	ciliary rootlet coiled-coil, rootletin	3	3	3	3
LOC112207549	U1 spliceosomal RNA	1	1	1	1
LOC112207417	U1 spliceosomal RNA	1	1	1	1
TRNAN-GUU_14	transfer RNA asparagine (anticodon GUU)	1	1	1	1
LOC134809350	uncharacterized LOC134809350	1	1	1	1
TRNAE-UUC_4	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
LOC129143388	putative protein FAM231BP	3	3	3	3
TRNAG-CCC_3	transfer RNA glycine (anticodon CCC)	1	1	1	1
LOC129136527	neuroblastoma breakpoint family member 15-like	4	3	2	3
LOC129138449	U1 spliceosomal RNA	1	1	1	1
LOC112207878	U1 spliceosomal RNA	1	1	1	1
TRNAN-GUU_15	transfer RNA asparagine (anticodon GUU)	1	1	1	1
TRNAE-UUC_5	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
TRNAG-CCC_4	transfer RNA glycine (anticodon CCC)	1	1	1	1
LOC112207546	neuroblastoma breakpoint family member 15-like	4	4	3	3
LOC112207454	U1 spliceosomal RNA	1	1	1	1
TRNAN-GUU_16	transfer RNA asparagine (anticodon GUU)	1	1	1	1
LOC129138134	uncharacterized LOC129138134	3	3	3	3
TRNAE-UUC_6	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
LOC112207542	FAM231A/C-like protein	3	3	3	3
TRNAG-CCC_5	transfer RNA glycine (anticodon CCC)	1	1	1	1
TRNAG-CCC_6	transfer RNA glycine (anticodon CCC)	1	1	1	1
TRNAE-UUC_7	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
TRNAN-GUU_17	transfer RNA asparagine (anticodon GUU)	1	1	1	1
LOC112207547	U1 spliceosomal RNA	1	1	1	1
LOC112207544	neuroblastoma breakpoint family member 15-like	4	4	3	4
TRNAG-CCC_7	transfer RNA glycine (anticodon CCC)	1	1	1	1
TRNAE-UUC_8	transfer RNA glutamic acid (anticodon UUC)	1	1	1	1
TRNAN-GUU_18	transfer RNA asparagine (anticodon GUU)	1	1	1	1
LOC104004085	uncharacterized LOC104004085	1	1	1	1
LOC129138446	U1 spliceosomal RNA	1	1	1	1
LOC129138444	U1 spliceosomal RNA	1	1	1	1
LOC129138440	U1 spliceosomal RNA	1	1	1	1
LOC129138439	U1 spliceosomal RNA	1	1	1	1
LOC134809359	uncharacterized LOC134809359	1	1	1	1
NECAP2	NECAP endocytosis associated 2	3	3	2	2
LOC129136524	uncharacterized LOC129136524	1	1	1	1
SPATA21	spermatogenesis associated 21	4	4	3	3
SZRD1	SUZ RNA binding domain containing 1	1	1	1	1
LOC129136515	large ribosomal subunit protein eL22-like	1	1	1	3
FBXO42	F-box protein 42	3	3	2	3
LOC129136525	uncharacterized LOC129136525	1	1	1	1
CPLANE2	ciliogenesis and planar polarity effector complex subunit 2	3	3	3	1
ARHGEF19	Rho guanine nucleotide exchange factor 19	3	3	2	1
EPHA2	EPH receptor A2	3	3	2	3
PRSS38	serine protease 38	3	2	1	2
LOC107966262	family with sequence similarity 131 member C	3	3	2	3
CLCNKB	chloride voltage-gated channel Kb	3	3	3	4
FAM131C	family with sequence similarity 131 member C	3	4	3	3
CLCNKA	chloride voltage-gated channel Ka	3	3	3	3
HSPB7	heat shock protein family B (small) member 7	1	2	1	1
SRARP	steroid receptor associated and regulated protein	1	1	2	1
LOC107973882	uncharacterized LOC107973882	1	1	1	1
ZBTB17	zinc finger and BTB domain containing 17	2	2	3	2
SPEN	spen family transcriptional repressor	3	3	3	3
LOC112207438	small nucleolar RNA U13	1	1	1	1
LOC107974983	small ribosomal subunit protein uS9-like	1	1	1	1
FBLIM1	filamin binding LIM protein 1	3	3	2	3
TMEM82	transmembrane protein 82	3	3	3	3
SLC25A34	solute carrier family 25 member 34	3	3	1	3
PLEKHM2	pleckstrin homology and RUN domain containing M2	3	3	2	2
DDI2	DNA damage inducible 1 homolog 2	3	2	3	3
LOC129136495	coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like	1	3	1	3
AGMAT	agmatinase	3	3	3	3
DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	3	3	3	2
LOC112207393	small Cajal body-specific RNA 21	1	1	1	1
CASP9	caspase 9	4	4	3	3
CELA2B	chymotrypsin like elastase 2B	3	3	3	2
CELA2A	chymotrypsin like elastase 2A	3	3	2	3
CTRC	chymotrypsin C	3	3	3	3
EFHD2	EF-hand domain family member D2	2	1	1	1
LOC107974981	uncharacterized LOC107974981	1	1	1	1
FHAD1	forkhead associated phosphopeptide binding domain 1	3	3	3	3
TMEM51	transmembrane protein 51	1	2	3	2
